#compound Initial Optimized Reoptimized Retrained
2300JG 2.201 1.234 1.234 1.276
2300JI 8.324 2.549 2.903 3.079
2300JJ 10.745 1.41 1.41 5.784
2300JK 5.028 1.904 1.904 2.179
2300JL 1.737 1.542 1.542 1.423
2300JM 7.614 2.431 2.431 2.413
2300JN 4.152 1.644 1.644 3.964
2300JO 5.223 1.649 1.649 2.71
2300JP 5.181 2.592 2.592 2.518
2300JQ 3.142 3.35 3.35 3.679
2300JR 3.596 1.824 1.824 1.923
2300JS 3.774 3.2 3.2 3.386
2300JT 2.869 1.569 1.569 1.432
2300JU 6.486 1.482 1.482 1.558
2300JV 1.589 1.406 1.406 1.396
2300JW 2.533 1.584 1.584 1.624
2300K0 2.418 1.777 1.777 2.044
2300K1 8.468 1.715 1.715 1.454
2300JZ 7.01 2.223 2.223 2.6
2300JY 9.703 1.253 1.253 2.53
2300K3 5.086 2.349 2.349 2.416
2300K2 6.045 2.492 2.492 3.019
2300K5 4.432 1.634 1.634 1.951
2300K4 7.982 2.034 2.034 4.539
2300K6 8.658 1.203 1.203 2.1
2300K8 6.862 2.819 2.831 4.261
2300K9 3.729 1.85 1.85 2.268
2300KA 2.17 1.653 1.653 1.509
2300KC 3.4 1.6 1.6 1.57
2300KB 6.272 2.225 2.225 2.351
2300KD 6.769 2.852 2.852 3.129
2300KE 7.954 1.79 1.79 1.638
2300KF 3.717 3.673 3.673 3.442
2300KG 22.134 3.522 3.522 3.598
2300KH 20.763 3.833 3.833 4.463
2300KI 4.194 2.094 2.094 2.138
2300KJ 28.675 4.699 4.699 5.254
2300KK 5.379 1.296 1.296 2.693
2300KL 8.658 2.007 2.007 1.831
2300KM 5.992 2.833 2.833 2.85
2300KN 8.916 6.083 6.083 5.532
2300KO 2.014 1.582 1.582 1.975
2300KP 4.365 1.784 1.784 1.661
2300KQ 8.786 2.046 2.046 2.561
2300KR 2.339 1.365 1.365 1.396
2300KS 4.106 2.327 2.327 2.052
2300KT 2.939 3.472 3.472 4.006
2300KV 2.566 1.454 1.454 2.101
2300KW 2.962 1.373 1.373 1.654
2300KU 4.707 1.732 1.732 2.157
2300KX 5.791 2.115 2.115 3.098
2300KY 8.424 3.723 2.862 4.292
2300KZ 7.791 2.097 2.097 3.477
2300L0 5.013 1.608 1.608 4.121
2300L1 7.285 1.454 1.454 5.137
2300L2 3.043 2.227 2.227 2.202
2300L3 4.164 1.345 1.345 1.833
2300L4 2.977 1.569 1.987 3.172
2300L5 5.794 1.14 1.14 1.161
2300L6 8.126 2.151 2.151 2.426
2300L7 5.809 1.641 1.641 1.715
2300L8 9.396 1.546 1.546 4.867
2300L9 4.387 1.762 1.762 2.787
2300LA 2.062 1.421 1.421 1.526
2300LB 2.401 1.771 1.771 1.694
2300LC 6.327 1.569 1.569 1.432
2300LD 3.055 1.74 1.74 1.649
2300LE 3.363 1.397 1.397 1.883
2300LF 3.443 2.979 2.979 4.148
2300LH 4.489 1.551 1.551 1.95
2300LI 6.789 1.337 1.337 4.086
2300LK 4.515 1.555 1.555 1.915
2300LJ 7.415 7.415 7.415 7.415
2300LL 4.842 1.921 1.921 1.831
2300LM 6.232 1.675 1.675 3.273
2300LP 4.673 1.718 1.718 1.611
2300LO 10.57 1.739 1.739 5.71
2300LQ 1.38 1.5 1.5 1.624
2300LR 9.683 3.009 3.009 2.816
2300LS 7.374 2.167 2.167 2.265
2300LU 2.746 1.601 1.601 1.565
2300LT 7.965 2.853 2.152 6.678
2300LV 13.542 3.746 3.871 3.801
2300LW 18.906 2.331 2.331 3.21
2300LX 2.036 0.967 0.967 0.988
2300LY 4.971 2.285 2.285 2.571
2300LZ 2.702 3.024 3.024 7.525
2300M0 7.174 1.548 1.548 2.156
2300M1 2.449 1.428 1.428 1.516
2300M2 5.148 2.314 2.314 2.263
2300M4 1.824 1.681 1.681 2.183
2300M3 2.755 2.172 2.172 2.567
2300M5 4.962 2.111 2.111 2.264
2300M7 2.563 1.349 1.349 1.568
2300M6 3.116 2.605 2.605 2.435
2300M8 2.929 1.914 1.914 2.303
2300M9 12.406 2.359 2.359 2.447
2300MA 2.874 2.173 2.173 2.241
2300MB 6.827 1.614 1.614 2.386
2300MC 9.573 2.268 2.268 2.768
2300MD 5.309 1.888 1.888 1.922
2300ME 4.595 3.206 3.206 3.287
2300MG 7.37 3.566 3.566 3.238
2300MF 6.27 2.503 2.503 2.531
2300MH 4.693 1.562 1.562 2.002
2300MI 3.521 2.145 2.145 2.104
2300MJ 4.582 2.534 2.534 2.579
2300MK 1.926 1.668 1.668 1.581
2300ML 6.819 1.982 1.982 4.068
2300MM 7.762 3.051 3.051 3.767
2300MN 4.279 2.429 2.429 2.52
2300MO 2.292 1.846 1.846 1.893
2300MP 4.054 1.932 1.932 2.686
2300MQ 11.586 1.659 1.659 3.447
2300MR 10.24 2.217 2.217 5.987
2300MS 2.651 1.33 1.33 1.655
2300MT 3.753 1.666 1.666 2.51
2300MU 3.982 3.053 3.053 3.229
2300MV 8.513 2.717 2.717 2.574
2300MX 1.696 1.926 1.926 1.803
2300MW 4.319 2.075 2.075 2.698
2300MZ 1.748 1.892 1.892 1.861
2300MY 3.053 1.168 1.168 3.394
2300N0 6.646 2.267 2.267 2.227
2300N1 5.961 2.217 2.217 1.799
2300N2 5.423 2.286 2.119 2.09
2300N3 3.028 1.511 1.511 1.665
2300N5 1.274 1.156 1.156 1.558
2300N6 4.005 1.079 1.079 1.602
2300N7 7.445 2.239 2.239 2.76
2300N8 3.084 1.998 1.998 2.033
2300N4 12.148 2.274 2.274 2.736
2300N9 2.943 2.061 2.061 2.118
2300NA 5.496 4.306 4.306 5.112
2300NB 7.724 7.724 7.724 7.724
2300ND 2.455 1.804 1.804 2.151
2300NF 1.357 1.127 1.127 1.19
2300NE 1.557 1.102 1.102 1.097
2300NH 8.141 2.841 2.841 2.793
2300NG 13.778 2.844 2.844 5.094
2300NI 4.249 1.748 1.748 1.411
2300NJ 8.81 1.774 1.774 1.796
2300NK 4.048 2.245 2.245 1.866
2300NL 2.731 2.606 2.606 3.017
2300NM 20.659 4.099 4.099 3.732
2300NN 6.213 2.519 2.519 2.468
2300NO 6.232 3.987 3.987 3.839
2300NP 5.653 1.533 1.533 1.808
2300NR 7.751 1.867 1.867 1.907
2300NS 7.09 1.893 1.893 2.678
2300NT 9.812 2.375 2.375 4.379
2300NV 3.92 1.24 1.24 1.272
2300NU 4.13 1.926 1.926 2.342
2300NW 4.159 1.922 1.922 2.62
2300NX 6.419 2.067 2.067 2.944
2300NY 2.763 1.736 1.736 1.892
2300NZ 5.518 1.261 1.261 1.266
2300O0 18.002 2.226 2.226 2.426
2300O1 6.756 2.738 2.738 2.711
2300O2 5.721 2.893 1.571 2.057
2300O3 6.329 2.998 2.998 2.135
2300O4 13.339 3.009 3.009 4.789
2300O5 12.431 2.801 2.801 4.447
2300O6 4.008 1.395 1.395 1.48
2300O7 4.791 2.765 2.003 2.796
2300O8 4.26 2.372 2.372 2.271
2300O9 4.115 1.428 1.428 1.534
2300OA 1.661 1.525 1.525 1.695
2300OB 13.967 1.765 1.765 6.904
2300OC 4.841 3.62 3.62 3.468
2300OD 5.387 1.939 1.939 2.871
2300OE 12.538 1.66 1.66 6.945
2300OF 2.336 1.754 1.754 1.808
2300OG 4.968 2.182 2.182 1.823
2300OH 7.53 1.353 1.353 1.213
2300OI 3.085 0.963 0.963 1.032
2300OJ 7.597 1.49 1.49 2.008
2300OL 2.615 1.326 1.326 1.376
2300OK 9.886 1.802 1.802 2.038
2300OM 4.011 1.494 1.494 1.551
2300ON 1.829 1.387 1.387 1.465
2300OO 4.555 2.057 2.057 2.09
2300OP 4.155 2.623 2.623 2.637
2300OR 6.429 3.181 3.181 3.193
2300OS 6.052 1.854 1.854 5.233
2300OT 2.492 2.492 2.492 2.492
2300OU 7.494 2.848 2.848 2.33
2300OW 1.287 1.254 1.254 1.304
2300OV 5.382 1.783 1.783 1.971
2300OX 5.728 1.951 1.951 1.83
2300OZ 2.152 1.996 1.996 1.918
2300OY 4.059 1.662 1.662 1.905
2300P0 4.241 2.446 2.446 2.925
2300P1 4.411 1.822 1.822 2.803
2300P2 8.432 2.198 2.198 3.122
2300P3 2.568 2.431 2.431 2.358
2300P5 4.024 2.483 2.483 2.307
2300P6 8.832 4.366 4.73 5.324
2300P7 10.448 3.073 3.073 4.128
2300P8 7.052 2.086 2.086 1.618
2300P9 6.088 1.726 1.726 1.817
2300PA 5.207 2.282 2.282 4.439
2300PC 4.233 1.507 1.507 1.802
2300PB 3.667 1.664 1.664 1.765
2300PD 7.802 2.076 2.076 2.994
2300PE 5.254 2.454 2.454 2.516
2300PF 5.648 2.814 2.814 3.065
2300PG 3.2 1.95 1.95 1.72
2300PH 4.77 1.214 1.214 1.241
2300PI 4.869 2.257 2.257 2.118
2300PK 4.907 2.149 2.149 2.674
2300PL 2.449 1.347 1.347 1.494
2300PM 2.6 2.514 2.514 2.616
2300PN 5.426 2.72 2.72 2.732
2300PO 2.498 1.37 1.37 1.429
2300PP 3.179 1.298 1.298 1.808
2300PQ 5.147 2.554 2.554 3.251
2300PR 5.137 2.92 2.92 2.196
2300PS 1.738 1.476 1.476 1.519
2300PT 11.083 2.927 2.927 2.826
2300PU 8.338 2.475 2.475 3.471
2300PV 11.414 2.945 2.945 2.998
2300PW 3.755 1.83 1.83 1.97
2300PX 3.953 2.928 2.928 3.569
2300PY 4.185 2.733 2.733 2.763
2300PZ 2.412 1.541 1.541 1.575
2300Q0 3.377 2.435 2.435 2.498
2300Q1 5.982 2.056 2.056 3.956
2300Q2 8.761 1.501 1.501 2.16
2300Q3 6.564 2.706 2.706 3.446
2300Q5 2.244 1.756 1.756 2.35
2300Q4 3.989 1.224 1.224 4.156
2300Q6 13.39 1.433 1.433 1.438
2300Q7 5.097 1.344 1.344 1.851
2300Q8 3.561 2.053 2.053 2.3
2300Q9 10.958 2.418 2.418 2.203
2300QB 4.494 1.564 1.564 1.536
2300QA 9.555 1.773 1.773 2.347
2300QC 3.602 1.875 1.875 1.851
2300QE 3.399 1.797 1.797 2.134
2300QD 5.387 3.752 3.752 3.796
2300QF 3.523 3.144 3.144 3.156
2300QG 2.238 1.32 1.32 1.303
2300QI 4.258 1.776 1.776 3.818
2300QH 8.741 2.182 2.182 4.088
2300QK 2.743 1.649 1.649 1.815
2300QJ 3.831 1.537 1.537 3.283
2300QL 6.287 2.505 2.505 2.231
2300QM 5.142 1.191 1.191 1.258
2300QO 3.312 2.425 2.425 2.145
2300QN 3.559 1.598 1.598 2.683
2300QP 4.23 1.148 1.148 1.598
2300QQ 11.234 1.211 1.211 7.052
2300QR 4.509 1.193 1.193 1.189
2300QT 5.883 5.883 5.883 5.883
2300QS 6.445 1.712 1.712 4.371
2300QU 2.097 1.271 1.271 1.26
2300QV 5.049 1.344 1.344 1.538
2300QW 6.688 1.106 1.106 2.164
2300QX 2.073 1.812 1.812 1.882
2300QY 6.211 3.937 3.937 4.093
2300QZ 4.301 1.841 1.841 1.764
2300R0 4.792 2.272 2.272 2.686
2300R1 2.549 1.339 1.339 1.308
2300R2 2.932 2.014 2.014 1.85
2300R3 3.064 1.909 1.909 1.886
2300R4 6.329 1.166 1.166 5.162
2300R5 7.094 2.611 2.611 2.791
2300R6 29.011 2.779 2.779 3.237
2300R7 2.955 2.009 2.009 2.285
2300R8 2.551 1.661 1.661 1.471
2300R9 6.132 3.189 3.189 3.945
2300RB 5.912 1.995 1.995 2.591
2300RA 6.592 2.624 2.624 2.451
2300RC 3.517 1.65 1.65 2.102
2300RE 3.111 1.843 1.843 2.114
2300RF 4.254 2.456 2.456 2.566
2300RD 4.657 1.351 1.351 4.484
2300RG 2.619 1.513 1.513 1.456
2300RH 6.983 1.808 1.808 2.335
2300RI 1.649 1.742 1.742 2.22
2300RJ 2.176 2.432 2.432 3.941
2300RK 6.442 1.67 1.67 2.229
2300RL 1.885 1.464 1.464 1.443
2300RM 8.078 4.421 4.421 4.309
2300RN 10.718 1.841 1.841 2.019
2300RO 2.53 2.267 2.267 2.328
2300RP 4.342 1.316 1.316 1.313
2300RQ 11.433 4.001 2.174 3.424
2300RR 2.434 3.013 3.013 2.493
2300RS 4.032 1.166 1.166 1.946
2300RT 5.128 1.564 1.564 1.786
2300RW 4.27 1.281 1.281 1.69
2300RY 7.642 1.656 1.656 3.134
2300RZ 2.284 2.332 2.332 2.129
2300S0 5.44 1.712 1.712 5.062
2300S1 8.823 3.346 3.346 4.337
2300S2 5.683 1.634 1.634 1.901
2300S3 8.317 1.612 1.612 1.973
2300S4 2.682 2.614 2.614 2.439
2300S5 5.51 2.084 2.084 2.407
2300S6 3.066 1.575 1.575 1.539
2300S7 1.853 1.358 1.358 1.343
2300S8 9.506 2.789 2.789 2.804
2300S9 4.431 1.954 1.954 1.585
2300SA 5.388 2.901 2.901 2.418
2300SB 4.125 1.341 1.341 1.263
2300SC 2.225 1.322 1.322 2.062
2300SE 8.6 1.786 1.786 1.673
2300SD 8.642 2.032 2.032 1.701
2300SF 9.416 2.256 2.256 2.746
2300SH 2.775 4.469 4.469 8.179
2300SI 8.07 1.702 1.702 2.474
2300SJ 2.388 1.652 1.652 1.752
2300SK 3.755 1.485 1.485 4.41
2300SL 2.009 1.605 1.605 1.46
2300SM 4.216 2.742 2.742 2.718
2300SO 8.4 1.896 1.896 1.831
2300SP 3.232 2.321 2.321 2.921
2300SQ 3.505 0.858 0.858 1.507
2300SR 6.536 2.221 2.221 2.362
2300SS 5.433 1.972 1.972 2.097
2300ST 5.318 1.444 1.444 1.82
2300SU 3.657 3.051 3.051 3.407
2300SV 8.601 1.908 1.908 2.401
2300SW 5.566 1.82 1.82 2.456
2300SX 2.473 1.849 1.849 2.108
2300SY 3.182 1.811 1.811 1.847
2300SZ 4.867 1.674 1.674 1.695
2300T1 3.867 2.031 2.031 3.502
2300T0 5.586 1.678 1.678 2.17
2300T2 5.479 1.49 1.49 1.49
2300T3 2.822 1.301 1.301 2.614
2300T4 7.086 3.456 3.456 3.753
2300T5 5.842 1.914 1.914 1.987
2300T6 3.319 2.053 2.053 4.158
2300T8 5.419 1.744 1.744 2.538
2300T9 5.046 1.972 1.972 2.351
2300TA 3.534 1.437 1.437 1.79
2300TC 1.607 1.213 1.213 1.268
2300TD 2.657 1.416 1.416 1.672
2300TB 5.336 2.468 2.468 2.894
2300TF 3.33 1.856 1.908 1.924
2300TE 2.594 1.305 1.305 1.426
2300TH 4.539 1.819 1.819 1.632
2300TI 11.778 1.745 1.745 1.679
2300TJ 6.297 1.667 1.667 1.729
2300TK 3.47 2.249 2.249 2.237
2300TL 6.126 1.992 1.992 2.928
2300TM 2.46 1.613 1.613 1.701
2300TN 7.625 1.76 1.76 2.156
2300TO 4.615 2.298 2.298 2.511
2300TP 5.828 3.241 2.5 2.746
2300TQ 15.618 2.328 2.328 2.973
2300TR 5.684 1.74 1.74 2.275
2300TS 4.005 1.986 1.986 2.028
2300TT 4.419 2.178 2.178 2.084
2300TU 6.497 2.084 2.084 2.299
2300TV 4.801 2.008 2.008 2.441
2300TW 2.297 1.648 1.648 1.639
2300TX 2.268 1.88 1.598 2.556
2300TY 3.143 1.596 1.596 2.122
2300TZ 9.112 2.523 2.523 3.679
2300U0 2.771 2.123 2.123 3.219
2300U1 4.211 1.946 1.946 2.26
2300U2 10.613 2.065 2.065 2.279
2300U3 3.806 1.44 1.44 2.399
2300U4 4.277 2.047 2.047 1.957
2300U5 12.333 2.137 2.137 4.494
2300U6 4.545 2.333 2.333 3.093
2300U7 7.548 2.207 2.207 2.339
2300U8 2.219 2.609 2.609 2.5
2300U9 2.335 1.618 1.618 1.619
2300UA 1.908 1.456 1.456 1.368
2300UB 5.512 1.717 1.717 6.462
2300UD 9.997 1.123 1.123 2.698
2300UE 3.332 1.462 1.462 1.511
2300UF 5.986 1.88 1.88 1.972
2300UG 3.793 1.017 1.017 1.253
2300UH 3.549 1.496 1.496 1.617
2300UI 4.218 1.51 1.51 1.738
2300UJ 2.912 1.074 1.074 1.139
2300UK 2.518 1.38 1.38 1.388
2300UL 4.869 2.186 2.186 2.225
2300UM 7.048 1.525 1.525 1.611
2300UN 6.849 2.542 2.542 2.358
2300UO 5.047 2.617 2.617 4.558
2300UP 9.2 1.783 1.543 2.028
2300UR 5.759 5.759 5.759 5.759
2300UQ 2.413 2.787 2.993 2.969
2300US 2.951 2.09 2.09 2.082
2300UU 2.205 2.129 2.129 2.566
2300UT 9.264 1.224 1.224 2.196
2300UV 5.33 2.563 2.563 3.613
2300UW 2.996 1.497 1.497 1.521
2300UY 2.652 1.656 1.656 2.069
2300UX 4.587 2.813 2.813 2.689
2300UZ 4.557 1.633 1.633 1.828
2300V0 2.127 1.397 1.397 1.662
2300V1 8.582 2.758 2.758 3.106
2300V3 1.597 1.494 1.494 1.376
2300V2 1.965 1.332 1.332 1.265
2300V4 8.19 2.398 2.398 9.779
2300V5 9.311 2.638 2.638 2.045
2300V6 4.756 2.112 2.112 2.055
2300V7 6.929 3.226 3.226 3.508
2300V8 2.596 1.366 1.366 1.922
2300VA 1.639 1.089 1.089 1.23
2300V9 2.444 2.087 2.087 2.1
2300VB 14.607 5.545 3.138 3.094
2300VC 3.049 3.049 3.049 3.049
2300VE 3.532 2.493 2.493 2.479
2300VF 1.771 1.996 1.996 1.6
2300VD 3.26 2.835 2.835 2.15
2300VG 3.707 2.29 2.29 2.135
2300VH 2.481 4.475 5.401 5.448
2300VI 2.118 1.39 1.39 1.319
2300VJ 8.213 2.006 2.006 2.135
2300VL 3.629 2.34 2.34 1.983
2300VK 3.535 1.324 1.324 1.369
2300VM 4.423 2.359 2.359 2.49
2300VN 4.237 1.839 1.839 1.591
2300VO 3.693 2.715 2.715 3.638
2300VP 2.998 2.022 2.022 1.997
2300VQ 4.257 2.625 2.625 2.851
2300VR 10.659 2.31 2.31 2.314
2300VS 7.249 2.226 2.519 2.62
2300VT 4.091 3.44 3.44 3.484
2300VU 4.627 1.493 1.493 1.582
2300VV 6.727 2.38 2.38 2.107
2300VW 4.25 2.093 2.093 2.05
2300VX 5.769 2.53 2.53 2.209
2300VY 4.788 3.269 3.269 3.417
2300VZ 3.852 1.792 1.792 2.126
2300W0 4.325 2.418 2.418 2.577
2300W1 7.288 1.272 1.272 1.548
2300W2 7.403 3.46 3.46 3.497
2300W3 5.729 1.357 1.357 1.375
2300W4 5.361 2.138 2.138 2.14
2300W5 5.441 1.284 1.284 1.697
2300W6 2.564 1.84 1.84 2.548
2300W7 3.244 1.806 1.806 2.283
2300WA 1.996 2.104 2.104 2.153
2300WB 2.802 1.84 1.84 1.947
2300W9 2.871 1.769 1.769 2.288
2300W8 2.864 1.952 1.952 2.073
2300WC 3.403 1.821 1.821 1.868
2300WD 4.365 2.604 2.604 6.262
2300WE 4.419 1.464 1.464 1.538
2300WF 2.435 2.16 2.16 2.102
2300WG 3.021 1.343 1.343 2.453
2300WH 7.078 1.557 1.557 1.816
2300WI 4.431 2.148 2.148 2.149
2300WJ 2.955 2.495 2.495 3.147
2300WL 5.735 3.356 3.356 2.234
2300WK 4.661 3.112 3.112 3.053
2300WM 2.418 1.436 1.436 1.419
2300WN 3.013 2.69 2.69 2.682
2300WO 4.811 1.426 1.426 1.997
2300WP 2.296 1.712 1.712 1.707
2300WQ 6.776 1.62 1.62 1.806
2300WS 6.464 2.551 2.551 2.519
2300WT 13.406 1.949 1.949 6.761
2300WU 5.581 2.592 2.592 3.905
2300WV 2.903 1.407 1.407 1.368
2300WW 2.816 3.029 3.029 3.372
2300WX 7.412 1.951 1.951 2.118
2300WY 4.149 2.425 2.425 2.476
2300WZ 3.787 1.95 1.95 1.874
2300X0 4.732 2.227 2.227 2.335
2300X1 2.326 1.288 1.288 1.593
2300X2 5.824 1.477 1.477 1.635
2300X3 4.075 1.794 1.794 2.067
2300X4 7.843 5.652 3.595 4.406
2300X5 7.824 1.931 1.931 2.375
2300X6 3.751 1.675 1.675 1.942
2300X7 2.817 3.224 3.224 5.406
2300X8 1.787 1.45 1.45 1.57
2300X9 5.971 3.683 3.683 3.182
2300XA 2.022 1.627 1.627 2.651
2300XC 4.837 1.472 1.472 1.706
2300XB 2.833 1.469 1.469 1.954
2300XD 5.1 1.827 1.827 1.858
2300XE 8.798 1.449 1.449 1.437
2300XG 4.427 1.753 1.753 2.307
2300XF 18.71 3.006 3.006 5.984
2300XH 3.76 1.54 1.54 1.565
2300XI 2.984 1.729 1.729 1.747
2300XJ 3.415 2.046 2.046 2.01
2300XK 1.799 1.523 1.523 1.419
2300XL 4.521 0.947 0.947 1.155
2300XM 6.318 1.152 1.152 7.848
2300XN 5.265 1.683 1.683 1.857
2300XO 3.646 1.254 1.254 1.193
2300XP 9.773 1.53 1.53 3.028
2300XQ 4.3 2.377 2.377 2.2
2300XR 2.823 1.556 1.556 1.552
2300XS 3.383 2.057 2.057 1.975
2300XT 32.93 1.146 1.146 3.001
2300XU 8.178 1.569 1.569 2.348
2300XV 3.496 3.25 3.25 3.432
2300XX 3.901 2.749 2.749 2.603
2300XW 4.303 1.692 1.692 2.162
2300XY 6.55 1.247 1.247 1.48
2300XZ 4.582 1.313 1.313 1.857
2300Y0 4.456 2.945 2.945 2.642
2300Y1 4.094 2.791 2.791 2.88
2300Y2 7.579 2.124 2.124 2.871
2300Y3 5.979 1.947 1.947 1.803
2300Y4 19.762 1.959 2.173 4.03
2300Y5 13.425 1.439 1.439 3.629
2300Y6 3.284 1.276 1.276 1.47
2300Y7 2.015 1.492 1.492 1.85
2300Y8 2.457 1.518 1.518 1.466
2300Y9 2.497 2.627 2.627 2.751
2300YB 4.064 1.506 1.506 1.46
2300YA 5.494 1.988 1.988 2.005
2300YC 4.498 2.462 2.462 2.716
2300YD 8.874 2.997 2.997 2.974
2300YE 4.662 3.155 3.155 3.784
2300YG 12.158 1.403 1.403 2.307
2300YH 4.7 2.053 2.053 2.055
2300YF 16.18 3.772 3.059 5.993
2300YI 4.042 1.925 1.925 1.869
2300YJ 4.535 1.383 1.383 1.388
2300YL 3.435 1.905 1.905 2.315
2300YK 3.221 2.371 2.371 2.452
2300YM 2.005 1.772 1.772 3.53
2300YN 7.413 2.113 2.113 4.121
2300YO 2.912 1.835 1.835 1.877
2300YP 8.214 3.281 3.281 3.118
2300YR 5.535 1.368 1.368 1.556
2300YS 5.223 1.985 1.985 2.185
2300YT 13.874 1.8 1.8 3.229
2300YV 2.324 2.076 2.076 1.757
2300YU 11.685 1.915 1.915 4.705
2300YW 14.15 2.707 2.707 4.851
2300YX 11.341 2.405 2.302 1.951
2300YZ 5.584 2.481 2.481 2.939
2300YY 5.483 3.309 3.309 3.314
2300Z0 5.991 1.535 1.535 1.732
2300Z2 3.697 1.475 1.475 1.461
2300Z1 5.353 1.85 1.85 2.633
2300Z4 6.572 2.622 2.622 2.171
2300Z3 9.127 2.562 2.562 3.157
2300Z5 10.275 2.985 2.45 4.858
2300Z6 5.123 1.821 1.821 2.276
2300Z7 5.964 2.652 2.652 3.886
2300ZA 12.414 2.083 1.672 1.671
2300Z9 9.07 1.808 1.808 2.979
2300ZB 5.233 1.924 1.924 1.788
2300ZC 4.295 3.776 3.022 3.009
2300ZD 10.906 1.834 2.621 3.27
2300ZE 1.856 1.068 1.068 1.496
2300ZF 2.553 1.788 1.788 1.977
2300ZG 2.396 1.965 1.965 1.919
2300ZI 3.274 1.676 1.676 1.744
2300ZJ 9.943 2.076 2.076 2.249
2300ZK 3.828 2.167 2.167 2.193
2300ZL 8.821 1.918 1.918 1.799
2300ZM 3.177 1.674 1.674 1.855
2300ZN 10.978 1.59 1.59 3.903
2300ZO 4.293 1.378 1.378 1.578
2300ZP 2.831 1.967 1.967 2.26
2300ZQ 10.894 1.286 1.286 1.328
2300ZR 1.334 1.252 1.252 1.451
2300ZS 5.109 2.255 2.255 2.666
2300ZT 3.728 1.659 1.659 1.914
2300ZU 3.743 1.926 1.926 2.329
2300ZV 5.79 2.6 2.6 2.268
2300ZW 7.986 1.756 1.756 2.312
2300ZX 3.978 2.666 2.666 3.236
2300ZY 2.269 2.403 2.403 2.778
2300ZZ 3.411 1.873 1.873 1.96
230100 8.768 4.975 4.975 5.285
230101 4.209 3.283 3.283 3.655
230102 1.564 1.799 1.799 1.675
230103 7.994 2.329 2.329 2.591
230104 2.353 2.015 2.015 1.789
230105 4.95 3.3 3.3 3.948
230106 10.568 3.624 3.368 6.506
230107 6.436 2.52 2.52 2.213
230108 5.451 2.317 2.317 2.934
23010A 1.825 1.828 1.828 1.994
230109 8.637 4.031 3.939 4.144
23010B 4.88 2.227 2.227 2.225
23010C 3.874 2.569 2.569 2.509
23010D 3.82 2.025 2.025 2.125
23010E 3.728 2.256 2.256 2.024
23010F 6.024 2.298 2.298 3.308
23010G 9.676 3.535 3.535 3.764
23010H 9.361 3.328 3.328 3.701
23010I 6.435 4.379 3.068 3.207
23010J 9.315 2.034 2.034 8.384
23010K 3.56 2.094 2.094 2.78
23010L 4.004 1.714 1.714 2.42
23010M 2.172 1.467 1.467 1.438
23010N 6.413 1.087 1.087 1.451
23010O 4.858 3.403 3.403 3.466
23010P 9.409 2.604 2.604 2.604
23010Q 7.176 1.888 1.888 2.297
23010R 3.297 1.326 1.326 2.983
23010S 7.671 2.134 2.134 2.061
23010T 3.147 0.976 0.976 1.207
23010U 6.657 1.19 1.19 1.837
2300SG 2.482 1.973 1.973 1.944
23010W 2.815 2.066 2.066 1.962
23010X 2.242 1.872 1.872 1.93
23010Y 1.422 1.108 1.108 1.099
23010Z 2.147 1.493 1.493 1.875
23010V 3.188 2.03 2.03 2.14
230110 3.327 1.812 1.812 1.856
230111 4.487 1.822 1.822 1.788
230112 9.073 1.246 1.246 1.662
230113 5.38 1.409 1.409 1.631
230114 3.319 1.161 1.161 1.203
230115 6.809 1.153 1.153 1.319
230116 4.853 2.022 2.022 1.716
230117 10.197 2.342 2.342 2.227
230118 2.55 2.245 2.245 2.304
23012N 3.292 1.26 1.26 1.733
230119 1.704 2.119 2.119 2.575
23011A 4.197 1.066 1.066 1.231
23011B 5.414 1.565 1.565 1.322
23011C 8.447 3.433 3.433 3.021
23011D 7.802 2.694 2.305 2.49
23011E 4.749 2.158 2.158 2.844
23011F 4.688 2.328 2.328 7.41
23011G 5.508 2.915 2.915 3.311
23011H 1.175 1.177 1.177 1.183
23011J 2.757 3.146 3.146 3.106
23011I 4.93 4.07 4.07 4.256
23011K 3.677 2.183 1.396 1.477
23011L 1.12 0.828 0.828 0.821
23011M 2.893 1.661 1.661 2.014
23011N 8.227 2.391 2.725 3.042
23011P 2.671 1.733 1.733 2.056
23011Q 6.418 1.804 1.804 1.896
23011R 6.157 2.191 2.191 2.616
23011S 4.797 1.962 1.962 1.996
23011T 4.269 1.446 1.446 1.816
23011U 5.412 2.89 2.89 2.974
23011V 4.731 1.533 1.533 1.524
23011W 6.065 1.295 1.295 1.578
23011X 3.846 1.342 1.342 1.44
23011Y 4.681 1.854 1.854 1.941
23011Z 2.583 1.629 1.629 1.549
230120 2.111 1.722 1.722 1.724
230121 4.322 0.999 0.999 1.438
230122 10.156 1.436 1.436 2.493
230123 3.636 1.957 1.957 2.352
230124 4.896 2.119 1.672 2.071
230125 4.866 2.867 2.867 3.411
230126 5.634 1.692 1.692 1.584
230128 5.908 2.123 2.123 2.479
230127 6.302 2.747 2.747 3.075
230129 8.96 2.703 2.96 4.304
23012A 7.224 3.576 3.576 4.689
23012B 1.548 1.431 1.431 1.817
23012C 5.433 2.622 2.622 2.226
23012D 13.678 2.092 2.092 2.947
23012F 3.334 1.846 1.846 3.081
23012E 2.681 1.659 1.659 2.015
23012H 3.15 1.29 1.777 2.558
23012G 6.158 1.617 1.617 4.77
23012I 7.711 2.264 2.264 2.058
