#compound Initial Optimized Reoptimized Retrained
2300JI 1.72 0.52 0.45 0.42
2300JJ 2.2 0.5 0.5 0.77
2300JK 0.85 0.38 0.38 0.42
2300JL 0.36 0.29 0.29 0.27
2300JM 1.37 0.3 0.3 0.31
2300JN 0.83 0.56 0.56 0.81
2300JO 0.85 0.51 0.51 0.58
2300JP 1.2 0.52 0.52 0.49
2300JQ 0.88 0.7 0.7 0.7
2300JR 0.57 0.24 0.24 0.21
2300JS 0.74 0.62 0.62 0.61
2300JT 0.79 0.2 0.2 0.24
2300JU 2.98 0.95 0.95 1.08
2300JV 0.41 0.42 0.42 0.42
2300JW 0.99 0.3 0.3 0.31
2300K0 0.41 0.25 0.25 0.44
2300K1 2.03 0.38 0.38 0.33
2300JZ 1.65 0.4 0.4 0.72
2300JY 2.27 0.37 0.37 0.43
2300K3 1.12 0.32 0.32 0.33
2300K2 1.07 0.62 0.62 0.63
2300K5 0.77 0.28 0.28 0.37
2300K4 1.06 0.5 0.5 0.68
2300K6 3.28 0.48 0.48 0.62
2300K8 1.25 0.42 0.47 0.45
2300K9 0.56 0.41 0.41 0.37
2300KA 0.63 0.55 0.55 0.54
2300KC 0.66 0.57 0.57 0.56
2300KB 1.66 0.19 0.19 0.37
2300KD 2.36 0.63 0.63 0.62
2300KE 2.04 0.38 0.38 0.35
2300KF 0.46 0.59 0.59 0.56
2300KG 6.93 0.78 0.78 0.83
2300KH 6.43 0.84 0.84 0.91
2300KI 0.73 0.17 0.17 0.17
2300KJ 4.6 0.84 0.84 0.82
2300KK 2.0 0.47 0.47 0.51
2300KL 1.39 0.27 0.27 0.3
2300KM 0.93 0.62 0.62 0.62
2300KN 1.08 0.66 0.66 0.75
2300KO 0.81 0.64 0.64 0.59
2300KP 0.9 0.3 0.3 0.3
2300KQ 1.4 0.33 0.33 0.44
2300KR 0.48 0.44 0.44 0.4
2300KS 1.02 0.58 0.58 0.54
2300KT 0.44 0.39 0.39 0.55
2300KV 0.86 0.53 0.53 0.67
2300KW 0.59 0.29 0.29 0.37
2300KU 0.79 0.39 0.39 0.72
2300KX 1.92 0.55 0.55 0.72
2300KY 1.37 0.63 0.47 0.81
2300KZ 1.56 0.39 0.39 0.75
2300L0 0.95 0.46 0.46 0.82
2300L1 0.99 0.39 0.39 0.76
2300L2 1.07 0.49 0.49 0.46
2300L3 0.64 0.39 0.39 0.42
2300L4 0.49 0.15 0.17 0.13
2300L5 0.89 0.38 0.38 0.39
2300L6 1.41 0.34 0.34 0.39
2300L7 1.51 0.33 0.33 0.36
2300L8 2.23 0.52 0.52 1.27
2300L9 0.93 0.35 0.35 0.52
2300LA 0.71 0.63 0.63 0.64
2300LB 0.38 0.19 0.19 0.2
2300LC 1.23 1.0 1.0 1.13
2300LD 0.87 0.42 0.42 0.45
2300LE 0.46 0.46 0.46 0.4
2300LF 0.71 0.83 0.83 0.77
2300LH 1.58 0.36 0.36 0.57
2300LI 0.91 0.34 0.34 0.38
2300LK 1.29 1.1 1.1 1.15
2300LJ 3.02 3.02 3.02 3.02
2300LL 1.15 0.42 0.42 0.39
2300LM 1.77 0.52 0.52 0.84
2300LP 1.17 0.35 0.35 0.36
2300LO 2.93 0.58 0.58 1.17
2300LQ 0.52 0.48 0.48 0.44
2300LR 2.57 0.74 0.74 0.84
2300LS 0.82 0.22 0.22 0.26
2300LU 0.61 0.44 0.44 0.57
2300LT 3.34 0.98 0.31 1.7
2300LV 3.11 0.66 0.75 0.71
2300LW 4.11 0.41 0.41 0.67
2300LX 0.92 0.41 0.41 0.4
2300LY 0.81 0.44 0.44 0.45
2300LZ 0.46 0.44 0.44 1.0
2300M0 1.27 0.4 0.4 0.4
2300M1 0.9 0.6 0.6 0.59
2300M2 0.78 0.71 0.71 0.7
2300M4 0.5 0.38 0.38 0.52
2300M3 0.78 0.42 0.42 0.46
2300M5 0.99 0.63 0.63 0.65
2300M7 1.04 0.23 0.23 0.23
2300M6 1.06 0.49 0.49 0.52
2300M8 0.27 0.32 0.32 0.31
2300M9 2.51 0.66 0.66 0.64
2300MA 0.41 0.26 0.26 0.68
2300MB 1.45 0.79 0.79 0.78
2300MC 2.4 0.64 0.64 0.74
2300MD 1.44 0.21 0.21 0.22
2300ME 0.65 0.35 0.35 0.36
2300MG 1.12 0.63 0.63 0.68
2300MF 1.25 0.64 0.64 0.62
2300MH 1.22 0.53 0.53 0.64
2300MI 0.6 0.55 0.55 0.48
2300MJ 0.88 0.46 0.46 0.4
2300MK 0.41 0.32 0.32 0.3
2300ML 0.93 0.28 0.28 0.62
2300MM 1.36 0.5 0.5 0.7
2300MN 1.63 0.4 0.4 0.65
2300MO 1.32 0.9 0.9 0.89
2300MP 1.32 0.49 0.49 0.65
2300MQ 2.62 0.53 0.53 0.8
2300MR 2.62 0.42 0.42 1.05
2300MS 1.45 0.73 0.73 1.0
2300MT 0.83 0.39 0.39 0.43
2300MU 0.85 0.31 0.31 0.38
2300MV 2.89 0.32 0.32 0.34
2300MX 0.36 0.32 0.32 0.31
2300MW 1.03 0.55 0.55 0.53
2300MZ 0.63 0.41 0.41 0.35
2300MY 1.25 0.62 0.62 0.95
2300N0 1.93 0.42 0.42 0.44
2300N1 0.9 0.48 0.48 0.45
2300N2 1.21 0.55 0.6 0.59
2300N3 0.58 0.26 0.26 0.32
2300N5 0.25 0.21 0.21 0.25
2300N6 0.84 0.57 0.57 0.69
2300N7 2.04 0.14 0.14 0.19
2300N8 0.81 0.53 0.53 0.53
2300N4 2.29 0.87 0.87 0.83
2300N9 0.51 0.29 0.29 0.28
2300NA 1.09 0.87 0.87 1.07
2300NB 1.28 1.28 1.28 1.28
2300ND 1.35 0.83 0.83 0.54
2300NF 0.54 0.21 0.21 0.24
2300NE 0.53 0.44 0.44 0.42
2300NH 1.91 1.07 1.07 1.05
2300NG 3.29 0.57 0.57 1.1
2300NI 0.78 0.46 0.46 0.39
2300NJ 1.41 0.4 0.4 0.41
2300NK 1.19 0.36 0.36 0.37
2300NL 0.47 0.35 0.35 0.41
2300NM 6.26 0.95 0.95 0.97
2300NN 1.18 0.81 0.81 0.85
2300NO 0.81 0.69 0.69 0.65
2300NP 1.04 0.55 0.55 0.53
2300NR 1.03 0.45 0.45 0.48
2300NS 1.5 0.44 0.44 0.52
2300NT 1.66 0.43 0.43 0.78
2300NV 1.09 0.42 0.42 0.43
2300NU 0.88 0.3 0.3 0.34
2300NW 0.85 0.57 0.57 0.69
2300NX 2.02 0.48 0.48 0.61
2300NY 0.61 0.54 0.54 0.57
2300NZ 0.74 0.38 0.38 0.38
2300O0 1.54 0.27 0.27 0.42
2300O1 1.3 0.52 0.52 0.52
2300O2 0.96 0.52 0.49 0.67
2300O3 2.85 0.43 0.43 0.69
2300O4 2.68 0.75 0.75 1.15
2300O5 1.97 0.69 0.69 0.75
2300O6 0.73 0.43 0.43 0.45
2300O7 1.39 0.56 0.48 0.6
2300O8 1.49 0.25 0.25 0.24
2300O9 0.64 0.3 0.3 0.31
2300OA 0.19 0.22 0.22 0.2
2300OB 2.06 0.48 0.48 0.95
2300OC 1.84 0.83 0.83 0.94
2300OD 0.93 0.42 0.42 0.51
2300OE 2.49 1.38 1.38 1.65
2300OF 0.42 0.39 0.39 0.35
2300OG 0.76 0.46 0.46 0.45
2300OH 0.92 0.3 0.3 0.3
2300OI 0.81 0.73 0.73 0.79
2300OJ 1.14 0.34 0.34 0.34
2300OL 0.74 0.43 0.43 0.44
2300OK 2.56 0.66 0.66 0.67
2300OM 0.71 0.48 0.48 0.48
2300ON 0.44 0.37 0.37 0.35
2300OO 1.07 0.25 0.25 0.27
2300OP 1.06 0.22 0.22 0.22
2300OR 1.53 0.13 0.13 0.13
2300OS 1.65 0.64 0.64 1.08
2300OT 1.06 1.06 1.06 1.06
2300OU 1.3 0.38 0.38 0.39
2300OW 0.26 0.21 0.21 0.22
2300OV 1.08 0.26 0.26 0.29
2300OX 0.89 0.27 0.27 0.37
2300OZ 0.52 0.37 0.37 0.36
2300OY 1.05 0.38 0.38 0.37
2300P0 1.27 0.53 0.53 0.47
2300P1 0.82 0.38 0.38 0.47
2300P2 1.34 0.33 0.33 0.36
2300P3 0.94 0.67 0.67 0.7
2300P5 1.04 0.34 0.34 0.34
2300P6 1.75 0.66 0.54 0.59
2300P7 3.4 0.32 0.32 0.63
2300P8 1.34 0.46 0.46 0.41
2300P9 1.14 0.6 0.6 0.58
2300PA 1.37 0.8 0.8 0.88
2300PC 1.11 0.4 0.4 0.43
2300PB 0.55 0.43 0.43 0.43
2300PD 1.76 0.52 0.52 0.59
2300PE 1.66 0.31 0.31 0.29
2300PF 0.9 0.42 0.42 0.4
2300PG 0.59 0.42 0.42 0.39
2300PH 0.81 0.3 0.3 0.3
2300PI 0.44 0.53 0.53 0.46
2300PK 0.92 0.34 0.34 0.39
2300PL 0.54 0.32 0.32 0.39
2300PM 1.34 1.21 1.21 1.23
2300PN 1.24 1.13 1.13 1.15
2300PO 0.77 0.51 0.51 0.54
2300PP 1.07 0.6 0.6 0.7
2300PQ 1.17 0.17 0.17 0.32
2300PR 0.81 0.6 0.6 0.54
2300PS 0.55 0.42 0.42 0.41
2300PT 2.2 0.41 0.41 0.39
2300PU 2.09 0.5 0.5 0.59
2300PV 1.36 0.67 0.67 0.61
2300PW 1.01 0.39 0.39 0.4
2300PX 0.76 0.49 0.49 0.57
2300PY 0.59 0.41 0.41 0.38
2300PZ 0.39 0.35 0.35 0.33
2300Q0 0.94 0.42 0.42 0.5
2300Q1 0.61 0.33 0.33 0.47
2300Q2 1.15 0.59 0.59 0.58
2300Q3 1.0 1.21 1.21 1.1
2300Q5 0.39 0.36 0.36 0.22
2300Q4 0.96 0.56 0.56 0.9
2300Q6 5.85 0.65 0.65 0.66
2300Q7 0.84 0.6 0.6 0.56
2300Q8 0.75 0.48 0.48 0.46
2300Q9 1.42 0.6 0.6 0.79
2300QB 1.15 0.53 0.53 0.5
2300QA 1.55 0.45 0.45 0.57
2300QC 1.3 0.36 0.36 0.38
2300QE 0.52 0.27 0.27 0.31
2300QD 0.81 0.53 0.53 0.52
2300QF 0.58 0.54 0.54 0.53
2300QG 0.56 0.35 0.35 0.31
2300QI 1.02 0.34 0.34 0.6
2300QH 1.78 0.46 0.46 0.84
2300QK 0.54 0.31 0.31 0.37
2300QJ 1.07 0.68 0.68 0.87
2300QL 1.77 0.56 0.56 0.63
2300QM 0.9 0.27 0.27 0.27
2300QO 0.74 0.41 0.41 0.31
2300QN 0.8 0.32 0.32 0.41
2300QP 0.77 0.27 0.27 0.22
2300QQ 2.0 0.44 0.44 1.07
2300QR 1.58 0.36 0.36 0.36
2300QT 1.13 1.13 1.13 1.13
2300QS 1.06 0.64 0.64 0.82
2300QU 0.31 0.3 0.3 0.3
2300QV 0.84 0.39 0.39 0.41
2300QW 1.62 0.34 0.34 0.54
2300QX 0.55 0.32 0.32 0.35
2300QY 0.84 0.34 0.34 0.35
2300QZ 0.96 0.53 0.53 0.56
2300R0 1.08 1.0 1.0 0.83
2300R1 0.62 0.4 0.4 0.4
2300R2 0.66 0.38 0.38 0.37
2300R3 0.67 0.39 0.39 0.39
2300R4 1.28 0.51 0.51 1.04
2300R5 1.15 0.38 0.38 0.39
2300R6 7.8 0.6 0.6 0.68
2300R7 0.67 0.37 0.37 0.43
2300R8 0.77 0.26 0.26 0.31
2300R9 1.29 0.39 0.39 0.76
2300RB 1.25 0.43 0.43 0.47
2300RA 1.2 0.63 0.63 0.63
2300RC 1.44 1.17 1.17 1.25
2300RE 0.84 0.24 0.24 0.71
2300RF 0.59 0.33 0.33 0.35
2300RD 1.15 0.92 0.92 1.0
2300RG 0.89 0.15 0.15 0.13
2300RH 1.46 0.38 0.38 0.46
2300RI 0.84 0.47 0.47 0.71
2300RJ 0.46 0.51 0.51 0.42
2300RK 0.68 0.52 0.52 0.51
2300RL 0.36 0.34 0.34 0.35
2300RM 1.97 0.87 0.87 0.93
2300RN 1.37 0.33 0.33 0.38
2300RO 0.61 0.2 0.2 0.21
2300RP 0.92 0.25 0.25 0.26
2300RQ 2.63 0.92 0.59 0.87
2300RR 0.62 0.39 0.39 0.41
2300RS 0.53 0.15 0.15 0.22
2300RT 0.95 0.57 0.57 0.55
2300RW 0.76 0.42 0.42 0.54
2300RY 1.46 0.43 0.43 0.42
2300RZ 0.76 0.6 0.6 0.53
2300S0 1.16 0.48 0.48 0.88
2300S1 2.59 0.88 0.88 0.96
2300S2 0.89 0.38 0.38 0.41
2300S3 1.23 0.42 0.42 0.58
2300S4 0.41 0.43 0.43 0.36
2300S5 0.68 0.42 0.42 0.43
2300S6 0.84 0.38 0.38 0.4
2300S7 0.22 0.16 0.16 0.17
2300S8 1.99 0.56 0.56 0.56
2300S9 0.63 0.48 0.48 0.42
2300SA 1.64 0.48 0.48 0.62
2300SB 0.97 0.34 0.34 0.34
2300SC 0.56 0.37 0.37 0.45
2300SE 1.24 0.48 0.48 0.49
2300SD 1.21 0.56 0.56 0.49
2300SF 1.82 0.28 0.28 0.37
2300SH 0.53 0.43 0.43 1.27
2300SI 1.9 0.33 0.33 0.44
2300SJ 0.37 0.26 0.26 0.22
2300SK 0.79 0.68 0.68 0.82
2300SL 0.4 0.17 0.17 0.16
2300SM 0.77 0.51 0.51 0.52
2300SO 1.16 0.59 0.59 0.71
2300SP 0.92 0.6 0.6 0.91
2300SQ 0.77 0.47 0.47 0.48
2300SR 0.82 0.98 0.98 1.2
2300SS 1.26 0.56 0.56 0.56
2300ST 1.03 0.52 0.52 0.55
2300SU 0.61 0.44 0.44 0.67
2300SV 2.41 0.76 0.76 1.15
2300SW 0.81 0.28 0.28 0.43
2300SX 0.56 0.47 0.47 0.51
2300SY 0.62 0.34 0.34 0.35
2300SZ 1.15 0.45 0.45 0.45
2300T1 1.21 0.37 0.37 0.69
2300T0 1.28 0.43 0.43 0.5
2300T2 1.16 0.49 0.49 0.53
2300T3 0.62 0.28 0.28 0.34
2300T4 1.41 0.52 0.52 0.53
2300T5 1.47 0.28 0.28 0.35
2300T6 1.35 1.38 1.38 1.65
2300T8 1.25 0.41 0.41 0.59
2300T9 1.19 0.53 0.53 0.58
2300TA 0.72 0.65 0.65 0.63
2300TC 0.56 0.56 0.56 0.57
2300TD 0.44 0.16 0.16 0.23
2300TB 1.0 0.53 0.53 0.59
2300TF 0.6 0.28 0.25 0.26
2300TE 0.82 0.47 0.47 0.49
2300TH 1.08 0.55 0.55 0.49
2300TI 2.32 0.26 0.26 0.25
2300TJ 2.04 0.5 0.5 0.52
2300TK 0.77 0.32 0.32 0.31
2300TL 1.56 0.38 0.38 0.67
2300TM 0.86 0.27 0.27 0.28
2300TN 1.83 0.53 0.53 0.5
2300TO 0.73 0.62 0.62 0.71
2300TP 3.0 0.77 0.93 0.98
2300TQ 2.58 0.39 0.39 0.43
2300TR 1.18 0.69 0.69 0.64
2300TS 0.89 0.7 0.7 0.7
2300TT 1.54 0.55 0.55 0.58
2300TU 0.84 0.69 0.69 0.69
2300TV 1.47 0.34 0.34 0.55
2300TW 0.44 0.16 0.16 0.16
2300TX 0.7 0.16 0.19 0.46
2300TY 0.46 0.45 0.45 0.37
2300TZ 1.41 0.41 0.41 0.49
2300U0 0.66 0.31 0.31 0.44
2300U1 0.71 0.82 0.82 0.77
2300U2 2.09 0.27 0.27 0.37
2300U3 1.26 0.29 0.29 0.56
2300U4 1.13 0.61 0.61 0.6
2300U5 2.96 0.22 0.22 1.01
2300U6 1.31 0.47 0.47 0.48
2300U7 2.21 0.66 0.66 0.68
2300U8 0.44 0.35 0.35 0.34
2300U9 0.55 0.2 0.2 0.22
2300UA 0.99 0.74 0.74 0.65
2300UB 1.54 0.35 0.35 1.11
2300UD 1.52 0.32 0.32 0.83
2300UE 0.74 0.38 0.38 0.39
2300UF 1.05 0.64 0.64 0.62
2300UG 0.81 0.53 0.53 0.49
2300UH 0.88 0.44 0.44 0.45
2300UI 1.08 0.85 0.85 0.99
2300UJ 0.89 0.58 0.58 0.58
2300UK 0.61 0.46 0.46 0.48
2300UL 0.81 0.37 0.37 0.44
2300UM 1.38 0.21 0.21 0.25
2300UN 1.06 0.54 0.54 0.57
2300UO 0.79 0.8 0.8 0.82
2300UP 1.66 0.72 0.69 0.62
2300UR 1.35 1.35 1.35 1.35
2300UQ 0.82 0.37 0.63 0.87
2300US 0.76 0.41 0.41 0.41
2300UU 0.43 0.31 0.31 0.31
2300UT 2.36 0.35 0.35 0.48
2300UV 0.82 0.39 0.39 0.48
2300UW 0.54 0.2 0.2 0.21
2300UY 1.01 0.21 0.21 0.26
2300UX 0.99 0.43 0.43 0.49
2300UZ 0.6 0.48 0.48 0.46
2300V0 0.35 0.21 0.21 0.21
2300V1 1.44 0.51 0.51 0.99
2300V3 0.37 0.19 0.19 0.18
2300V2 0.31 0.23 0.23 0.21
2300V4 1.47 1.23 1.23 1.55
2300V5 2.2 0.9 0.9 0.91
2300V6 1.34 0.55 0.55 0.55
2300V7 0.98 0.86 0.86 0.77
2300V8 0.57 0.34 0.34 0.35
2300VA 0.15 0.17 0.17 0.15
2300V9 0.4 0.35 0.35 0.36
2300VB 3.29 3.03 0.66 0.92
2300VC 0.54 0.54 0.54 0.54
2300VE 0.96 0.38 0.38 0.38
2300VF 0.59 0.32 0.32 0.32
2300VD 0.68 0.44 0.44 0.44
2300VG 0.78 0.29 0.29 0.33
2300VH 1.11 0.99 0.65 0.86
2300VI 0.55 0.44 0.44 0.46
2300VJ 1.51 0.9 0.9 0.94
2300VL 1.22 0.56 0.56 0.46
2300VK 2.81 0.33 0.33 0.34
2300VM 1.28 0.39 0.39 0.43
2300VN 0.68 0.34 0.34 0.52
2300VO 0.78 0.66 0.66 0.73
2300VP 0.62 0.32 0.32 0.32
2300VQ 0.99 0.62 0.62 0.68
2300VR 2.47 0.62 0.62 0.62
2300VS 2.04 0.5 0.49 0.5
2300VT 0.6 0.46 0.46 0.47
2300VU 0.9 0.38 0.38 0.34
2300VV 1.15 0.32 0.32 0.38
2300VW 1.04 0.61 0.61 0.6
2300VX 1.04 0.57 0.57 0.7
2300VY 1.49 0.51 0.51 0.54
2300VZ 1.08 0.28 0.28 0.32
2300W0 0.81 0.5 0.5 0.5
2300W1 0.68 0.49 0.49 0.44
2300W2 0.93 0.5 0.5 0.53
2300W3 1.26 0.36 0.36 0.32
2300W4 0.82 0.32 0.32 0.3
2300W5 1.97 1.56 1.56 1.58
2300W6 0.35 0.28 0.28 0.39
2300W7 0.8 0.54 0.54 0.61
2300WA 0.53 0.48 0.48 0.68
2300WB 0.65 0.55 0.55 0.52
2300W9 0.82 0.5 0.5 0.69
2300W8 0.64 0.4 0.4 0.49
2300WC 0.8 0.4 0.4 0.49
2300WD 1.72 0.97 0.97 1.42
2300WE 0.84 0.63 0.63 0.63
2300WF 1.19 0.55 0.55 0.59
2300WG 0.79 0.26 0.26 0.32
2300WH 1.14 0.5 0.5 0.46
2300WI 1.03 0.72 0.72 0.71
2300WJ 0.95 0.44 0.44 0.53
2300WL 1.78 0.35 0.35 0.54
2300WK 1.4 0.65 0.65 0.68
2300WM 0.95 0.44 0.44 0.44
2300WN 0.65 0.53 0.53 0.51
2300WO 0.69 0.47 0.47 0.41
2300WP 0.68 0.56 0.56 0.55
2300WQ 1.38 0.23 0.23 0.27
2300WS 1.21 0.88 0.88 0.85
2300WT 2.34 0.4 0.4 1.37
2300WU 1.54 0.47 0.47 0.62
2300WV 0.73 0.34 0.34 0.33
2300WW 0.95 0.74 0.74 1.09
2300WX 1.47 0.87 0.87 0.91
2300WY 1.46 1.29 1.29 1.29
2300WZ 0.49 0.32 0.32 0.35
2300X0 1.85 1.66 1.66 1.65
2300X1 1.84 1.51 1.51 1.59
2300X2 0.93 0.43 0.43 0.43
2300X3 0.64 0.47 0.47 0.41
2300X4 1.25 0.97 0.47 1.44
2300X5 1.02 0.5 0.5 0.44
2300X6 0.61 0.55 0.55 0.52
2300X7 0.46 0.6 0.6 0.74
2300X8 0.48 0.54 0.54 0.44
2300X9 1.2 0.38 0.38 0.51
2300XA 0.56 0.14 0.14 0.55
2300XC 0.9 0.29 0.29 0.31
2300XB 1.18 0.33 0.33 0.33
2300XD 1.36 0.35 0.35 0.5
2300XE 2.4 0.51 0.51 0.51
2300XG 1.38 0.3 0.3 0.62
2300XF 2.87 0.47 0.47 0.69
2300XH 1.21 0.69 0.69 0.69
2300XI 0.46 0.35 0.35 0.38
2300XJ 0.82 0.32 0.32 0.31
2300XK 0.36 0.34 0.34 0.32
2300XL 0.46 0.15 0.15 0.2
2300XM 0.8 0.36 0.36 1.6
2300XN 0.94 0.28 0.28 0.24
2300XO 0.69 0.67 0.67 0.66
2300XP 1.71 0.4 0.4 0.58
2300XQ 0.78 0.49 0.49 0.53
2300XR 0.67 0.28 0.28 0.32
2300XS 0.77 0.38 0.38 0.28
2300XT 11.5 0.41 0.41 0.61
2300XU 1.62 0.66 0.66 0.67
2300XV 1.06 0.44 0.44 0.42
2300XX 0.52 0.39 0.39 0.39
2300XW 0.52 0.38 0.38 0.34
2300XY 1.7 0.47 0.47 0.46
2300XZ 0.72 0.38 0.38 0.3
2300Y0 1.03 0.47 0.47 0.42
2300Y1 0.55 0.47 0.47 0.46
2300Y2 1.02 0.43 0.43 0.41
2300Y3 1.26 0.4 0.4 0.4
2300Y4 4.54 0.42 0.39 0.71
2300Y5 4.6 0.71 0.71 0.87
2300Y6 0.7 0.39 0.39 0.4
2300Y7 0.53 0.52 0.52 0.47
2300Y8 1.28 0.3 0.3 0.33
2300Y9 0.79 0.54 0.54 0.48
2300YB 1.26 0.18 0.18 0.18
2300YA 1.05 0.26 0.26 0.27
2300YC 0.63 0.4 0.4 0.66
2300YD 1.39 0.78 0.78 0.77
2300YE 1.31 0.55 0.55 0.89
2300YG 1.16 0.43 0.43 0.32
2300YH 0.83 0.54 0.54 0.53
2300YF 1.86 0.71 0.59 1.21
2300YI 0.63 0.22 0.22 0.24
2300YJ 0.99 0.47 0.47 0.47
2300YL 0.63 0.3 0.3 0.34
2300YK 0.52 0.33 0.33 0.4
2300YM 0.22 0.1 0.1 1.41
2300YN 1.31 0.65 0.65 0.72
2300YO 0.65 0.37 0.37 0.38
2300YP 1.66 0.79 0.79 0.78
2300YR 0.94 0.77 0.77 0.75
2300YS 1.05 0.75 0.75 0.74
2300YT 3.1 0.44 0.44 0.67
2300YV 0.81 0.23 0.23 0.27
2300YU 2.47 0.52 0.52 1.2
2300YW 1.35 0.45 0.45 0.29
2300YX 2.21 0.52 0.51 0.72
2300YZ 1.26 0.51 0.51 0.56
2300YY 1.49 0.51 0.51 0.56
2300Z0 1.23 0.53 0.53 0.6
2300Z2 1.38 0.1 0.1 0.13
2300Z1 0.86 0.3 0.3 0.34
2300Z4 1.22 0.33 0.33 0.61
2300Z3 2.64 0.63 0.63 0.64
2300Z5 2.01 0.72 0.63 0.68
2300Z6 1.03 0.54 0.54 0.73
2300Z7 1.07 0.35 0.35 0.55
2300ZA 1.98 0.75 0.67 0.91
2300Z9 1.35 0.28 0.28 0.36
2300ZB 0.91 0.44 0.44 0.43
2300ZC 0.81 0.39 0.39 0.75
2300ZD 2.33 0.55 0.76 1.01
2300ZE 0.56 0.56 0.56 0.48
2300ZF 0.4 0.3 0.3 0.37
2300ZG 0.48 0.4 0.4 0.42
2300ZI 0.54 0.25 0.25 0.28
2300ZJ 3.03 0.42 0.42 0.51
2300ZK 1.03 0.65 0.65 0.55
2300ZL 2.01 0.61 0.61 0.54
2300ZM 0.63 0.32 0.32 0.25
2300ZN 1.83 0.47 0.47 0.85
2300ZO 0.89 0.38 0.38 0.42
2300ZP 0.89 0.3 0.3 0.32
2300ZQ 5.22 0.17 0.17 0.2
2300ZR 0.61 0.31 0.31 0.36
2300ZS 0.91 0.52 0.52 0.68
2300ZT 0.98 0.5 0.5 0.55
2300ZU 0.79 0.48 0.48 0.55
2300ZV 0.94 0.29 0.29 0.32
2300ZW 1.95 0.34 0.34 0.6
2300ZX 0.74 0.43 0.43 0.52
2300ZY 0.58 0.45 0.45 0.47
2300ZZ 0.9 0.25 0.25 0.25
230100 1.08 0.64 0.64 0.6
230101 0.66 0.55 0.55 0.52
230102 0.26 0.24 0.24 0.28
230103 2.54 0.45 0.45 0.55
230104 0.27 0.24 0.24 0.3
230105 0.57 0.43 0.43 0.4
230106 2.09 0.34 0.48 1.08
230107 0.77 0.17 0.17 0.27
230108 0.73 0.28 0.28 0.37
23010A 0.71 0.35 0.35 0.38
230109 1.89 0.43 0.51 0.71
23010B 1.25 0.67 0.67 0.66
23010C 0.79 0.41 0.41 0.4
23010D 1.69 0.51 0.51 0.51
23010E 0.64 0.41 0.41 0.43
23010F 1.15 0.57 0.57 0.63
23010G 1.56 0.45 0.45 0.51
23010H 1.95 0.76 0.76 0.93
23010I 1.68 0.57 0.39 0.42
23010J 1.3 0.35 0.35 1.35
23010K 1.57 0.64 0.64 0.68
23010L 1.02 0.36 0.36 0.45
23010M 0.45 0.38 0.38 0.34
23010N 0.85 0.41 0.41 0.46
23010O 0.74 0.41 0.41 0.4
23010P 1.95 0.43 0.43 0.51
23010Q 1.74 0.37 0.37 0.86
23010R 0.88 0.48 0.48 0.83
23010S 1.02 0.54 0.54 0.59
23010T 1.18 0.21 0.21 0.21
23010U 2.11 0.26 0.26 0.41
2300SG 0.45 0.43 0.43 0.43
23010W 0.73 0.32 0.32 0.33
23010X 0.37 0.37 0.37 0.36
23010Y 0.15 0.09 0.09 0.09
23010Z 0.47 0.26 0.26 0.36
23010V 0.76 0.41 0.41 0.4
230110 0.58 0.37 0.37 0.36
230111 0.75 0.51 0.51 0.54
230112 1.33 0.54 0.54 0.5
230113 1.3 0.68 0.68 0.73
230114 1.43 1.55 1.55 1.58
230115 1.97 1.65 1.65 1.71
230116 0.66 0.79 0.79 0.86
230117 2.91 0.58 0.58 0.83
230118 0.39 0.17 0.17 0.16
23012N 0.69 0.5 0.5 0.47
230119 0.26 0.18 0.18 0.27
23011A 0.47 0.2 0.2 0.21
23011B 0.93 0.33 0.33 0.33
23011C 1.77 0.65 0.65 0.65
23011D 2.7 0.78 0.63 0.81
23011E 1.42 0.32 0.32 0.41
23011F 1.35 0.58 0.58 1.25
23011G 1.34 0.65 0.65 1.06
23011H 0.24 0.14 0.14 0.14
23011J 1.82 0.58 0.58 0.59
23011I 1.2 0.53 0.53 0.51
23011K 0.98 0.6 0.32 0.35
23011L 0.28 0.18 0.18 0.17
23011M 0.38 0.26 0.26 0.21
23011N 1.34 0.45 0.34 0.48
23011P 0.79 0.46 0.46 0.78
23011Q 1.06 0.62 0.62 0.62
23011R 0.9 0.35 0.35 0.41
23011S 0.94 0.73 0.73 0.73
23011T 0.79 0.84 0.84 0.85
23011U 1.2 0.43 0.43 0.6
23011V 0.71 0.81 0.81 0.83
23011W 0.73 0.71 0.71 0.67
23011X 2.06 0.71 0.71 0.66
23011Y 1.21 0.92 0.92 0.96
23011Z 0.82 0.8 0.8 0.81
230120 0.51 0.24 0.24 0.23
230121 0.98 0.74 0.74 0.71
230122 2.11 0.51 0.51 0.71
230123 0.62 0.35 0.35 0.35
230124 1.08 0.24 0.25 0.23
230125 0.82 0.47 0.47 0.53
230126 1.37 1.14 1.14 1.16
230128 1.46 0.3 0.3 0.45
230127 0.85 0.5 0.5 0.62
230129 1.46 0.46 0.68 0.56
23012A 1.78 0.45 0.45 0.43
23012B 0.86 0.38 0.38 0.42
23012C 1.0 0.52 0.52 0.49
23012D 2.63 0.38 0.38 0.73
23012F 1.15 0.64 0.64 0.72
23012E 1.09 0.58 0.58 0.64
23012H 1.27 0.43 0.78 0.99
23012G 1.06 0.93 0.93 1.41
23012I 1.54 0.47 0.47 0.49
23012J 0.67 0.31 0.31 0.28
