#Atom_RMSD:ini opt rep pre zincid
0.0965538 0.110431 0.110431 0.107397 ZINC000039254274
0.213704 0.289606 0.210339 0.209168 ZINC000039269407n
0.0871332 0.083757 0.083757 0.0837022 ZINC000039279376_1
0.0982267 0.097398 0.097398 0.097542 ZINC000039339470
0.0843389 0.0854812 0.0854812 0.0863949 ZINC000039339470n
0.209596 0.0513308 0.0513308 0.0515841 ZINC000039369942
0.0780357 0.0823085 0.0835918 0.0850746 ZINC000040448357
0.140554 0.132032 0.132032 0.12373 ZINC000040539044
0.116937 0.103343 0.103343 0.101478 ZINC000041671393
0.0634108 0.0595445 0.0595445 0.0601408 ZINC000041701782n
0.146696 0.123347 0.123347 0.123099 ZINC000042783320
0.0775631 0.0971295 0.0971295 0.096252 ZINC000043198885
0.0642 0.080984 0.080984 0.0811795 ZINC000043199025
0.0539483 0.040843 0.040843 0.040913 ZINC000043199025_1
0.0879249 0.142099 0.132817 0.132849 ZINC000043761817
0.157244 0.164804 0.164804 0.164431 ZINC000043763293
0.17779 0.0806662 0.0806662 0.0810768 ZINC000044082570
0.0595071 0.0660025 0.0660025 0.0660095 ZINC000044082668
0.101456 0.0817219 0.0817219 0.0830689 ZINC000044119062
0.0578377 0.0926617 0.0926617 0.0879505 ZINC000044138759
0.0724731 0.0617741 0.0617741 0.0637579 ZINC000044138759n
0.118891 0.115816 0.115816 0.115535 ZINC000044396420n
0.252323 0.455579 0.455579 0.455511 ZINC000044787391_1
0.129195 0.081827 0.081827 0.08227 ZINC000044831084
0.315266 0.14018 0.14018 0.141012 ZINC000045027560
0.119874 0.16649 0.16649 0.166544 ZINC000045028047n
0.0430693 0.0418552 0.0418552 0.0424922 ZINC000045238423
0.58697 0.470119 0.470119 0.465937 ZINC000045918651
0.0856002 0.0939955 0.0939955 0.0892712 ZINC000047476143
0.0879091 0.0739845 0.0739845 0.0745746 ZINC000047476143n
0.0610094 0.0610097 0.0610097 0.0610097 ZINC000047912995n
0.0794256 0.0828168 0.0828168 0.082193 ZINC000050330894
0.0510525 0.0634485 0.0634485 0.0649916 ZINC000052842060
0.0641778 0.065269 0.065269 0.0658288 ZINC000053994765
0.078416 0.0649769 0.0649769 0.0653639 ZINC000055167591
0.0783726 0.0927794 0.0927794 0.0895677 ZINC000057347165
0.0728372 0.0454482 0.0454482 0.0470855 ZINC000057352171_1
0.149633 0.13164 0.13164 0.140368 ZINC000057382550
0.17632 0.190339 0.190339 0.179815 ZINC000057490024
0.120061 0.120421 0.120421 0.120523 ZINC000057490024n_1
0.0906619 0.0860051 0.0860051 0.0860051 ZINC000057490024_S_1
0.131368 0.149685 0.149685 0.150702 ZINC000057935980_1
0.0548647 0.0543127 0.0543127 0.0544941 ZINC000059549875_1
0.0669821 0.0694239 0.0694239 0.0712248 ZINC000059778361
0.187068 0.278828 0.281633 0.279125 ZINC000060534201
0.0653201 0.058204 0.058204 0.058204 ZINC000061916723_1
0.0816259 0.0717061 0.0717061 0.0730027 ZINC000062152173
0.0980754 0.0814578 0.0814578 0.0819173 ZINC000062716671n
0.135605 0.0664139 0.0664139 0.0726187 ZINC000064542464_1
0.25778 0.33018 0.33018 0.330369 ZINC000064551368
0.133172 0.141922 0.141922 0.14314 ZINC000065504158
0.0839353 0.136763 0.136763 0.135428 ZINC000066091421
0.117267 0.112665 0.112665 0.112577 ZINC000066346333n
0.0934046 0.0361782 0.0361782 0.0362277 ZINC000066347747
0.229987 0.316385 0.31966 0.319491 ZINC000067321260_1
0.155011 0.0624154 0.0624154 0.0677064 ZINC000067801367
0.161482 0.084796 0.084796 0.0861325 ZINC000067802530
0.297487 0.206088 0.206088 0.207631 ZINC000068568666
0.212779 0.0722247 0.0722247 0.0716844 ZINC000068575131
0.0835955 0.0923424 0.0923424 0.0905433 ZINC000068575710
0.0703325 0.0742187 0.0742187 0.074951 ZINC000068575710n
0.0602471 0.0486138 0.0486138 0.0492479 ZINC000068585096n
0.0974362 0.114145 0.114145 0.112396 ZINC000068587490
0.137565 0.156947 0.156947 0.155654 ZINC000068939485n
0.0914843 0.103587 0.103587 0.10004 ZINC000069022235
0.0769701 0.0585495 0.0585495 0.0596853 ZINC000069512662_1
0.179905 0.115795 0.115795 0.11599 ZINC000069853220
0.0656686 0.0675725 0.0675725 0.0684666 ZINC000069853220_1
0.187169 0.229418 0.225167 0.226411 ZINC000070026049
0.0958536 0.0916258 0.0916258 0.0915679 ZINC000070588021n
0.0767895 0.0614177 0.0614177 0.0614354 ZINC000070632654
0.0730829 0.0757586 0.0757586 0.0754429 ZINC000070651956_1
0.156569 0.12307 0.12307 0.110697 ZINC000070652606
0.10233 0.116972 0.116972 0.111959 ZINC000070946819
0.0946547 0.156947 0.156947 0.157231 ZINC000071024820n
0.109501 0.118686 0.118686 0.118506 ZINC000071773137
0.137182 0.128259 0.128259 0.128629 ZINC000071774179
0.0780808 0.0821563 0.0821563 0.0816203 ZINC000071774375
0.099414 0.109056 0.109056 0.109478 ZINC000071785282
0.0971671 0.0899529 0.0899529 0.0900697 ZINC000071785887
0.104786 0.121419 0.121419 0.121308 ZINC000071786113
0.0531077 0.0531073 0.0531073 0.0531073 ZINC000071789018
0.131608 0.144955 0.144955 0.146586 ZINC000071790874
0.14019 0.112144 0.112144 0.111144 ZINC000071790874n
0.0680059 0.0540228 0.0540228 0.054353 ZINC000071790874n_1
0.171323 0.13091 0.13091 0.132376 ZINC000071790930
0.0533323 0.0544882 0.0544882 0.0547141 ZINC000071790930_1
0.404215 0.242935 0.242935 0.220663 ZINC000072166870
0.0897292 0.0895411 0.0895411 0.0895411 ZINC000072187465
0.109509 0.11034 0.0965628 0.0964528 ZINC000072187569n
0.0896435 0.088996 0.088996 0.0878929 ZINC000072187607
0.0400648 0.0394694 0.0394694 0.0395752 ZINC000072194352
0.0740478 0.0786918 0.0786918 0.078639 ZINC000072207075n
0.14276 0.216865 0.216865 0.219524 ZINC000072207083
0.105868 0.105117 0.105117 0.104981 ZINC000072209750
0.115911 0.0905963 0.0905963 0.0911409 ZINC000072217047n
0.110597 0.0798094 0.0798094 0.0852975 ZINC000072218302
0.0793686 0.0860982 0.0860982 0.0840731 ZINC000072221648
0.0805989 0.0883754 0.0883754 0.0891669 ZINC000072226725n
0.101313 0.129387 0.129387 0.131303 ZINC000072266664
0.081898 0.104845 0.104845 0.102979 ZINC000072344521_2
0.054749 0.052802 0.052802 0.052554 ZINC000074340288
0.404815 0.206652 0.206652 0.206383 ZINC000074343229n
0.0818322 0.0889109 0.0889109 0.0883562 ZINC000075125171
0.0455694 0.0442557 0.0442557 0.0436632 ZINC000075139672_2
0.145781 0.157665 0.157665 0.14554 ZINC000075271158
0.0762187 0.0559317 0.0559317 0.0544799 ZINC000075271158_1
0.144166 0.157448 0.157448 0.157639 ZINC000075545592
0.144187 0.194975 0.168764 0.152296 ZINC000075566870
0.067629 0.0999052 0.0999052 0.100613 ZINC000075848010
0.106441 0.117467 0.117467 0.118051 ZINC000076095351
0.0596861 0.0591689 0.0591689 0.0586824 ZINC000076644560_2
0.0738127 0.0860837 0.0860837 0.0842771 ZINC000077010503
0.114648 0.129074 0.129074 0.128629 ZINC000077302714
0.325661 0.136233 0.136233 0.137281 ZINC000078298681
0.0875829 0.102739 0.102739 0.102543 ZINC000078753390_1
0.115804 0.0627808 0.0627808 0.0750294 ZINC000079108092
0.0591707 0.0462527 0.0462527 0.0457235 ZINC000081973484
0.0522975 0.0616972 0.0616972 0.0626555 ZINC000082014634_1
0.0666277 0.0747043 0.0747043 0.0745266 ZINC000082014634n_1
0.0659548 0.0698939 0.0698939 0.0683697 ZINC000082160261
0.306663 0.147605 0.147605 0.147013 ZINC000082164659n
0.0659734 0.129682 0.129682 0.126999 ZINC000082297207_1
0.0871667 0.093773 0.093773 0.0894872 ZINC000082382093
0.0841644 0.0783776 0.0783776 0.0787624 ZINC000082382093_1
0.172955 0.260422 0.260422 0.254028 ZINC000082524035
0.177882 0.15725 0.15725 0.162869 ZINC000082529551
0.0678027 0.0490607 0.0490607 0.0490607 ZINC000082754623
0.0690994 0.133181 0.133181 0.132521 ZINC000082754623n
0.0728005 0.0916799 0.0916799 0.0920048 ZINC000082843389n
0.20692 0.159111 0.159111 0.144096 ZINC000082850201
0.0604767 0.0604783 0.0604783 0.0604783 ZINC000082852970_2
0.063484 0.0611269 0.0611269 0.0612433 ZINC000082854049
0.0573325 0.0964662 0.0964662 0.0965552 ZINC000082854049n
0.0550848 0.0589896 0.0589896 0.0589669 ZINC000082863074
0.0348632 0.0465949 0.0465949 0.0487847 ZINC000082873171
0.0580776 0.060138 0.060138 0.0599501 ZINC000083119752
0.072347 0.0871616 0.081711 0.0721223 ZINC000083119813
0.0995281 0.111087 0.111087 0.110188 ZINC000083119813n
0.350715 0.172017 0.193653 0.195322 ZINC000083143604
0.0493411 0.0484927 0.0484927 0.0487192 ZINC000083962875_1
0.0984373 0.11555 0.11555 0.115224 ZINC000084006867
0.0630248 0.0727871 0.0727871 0.0959746 ZINC000084136482
0.101919 0.0787914 0.0787914 0.0798395 ZINC000084136867
0.106114 0.0999175 0.0999175 0.100028 ZINC000084248954_1
0.35558 0.141895 0.141895 0.142377 ZINC000084312142
0.167796 0.118974 0.118974 0.118218 ZINC000084328152n
0.108453 0.106678 0.106678 0.10724 ZINC000084427096n
0.146414 0.0994724 0.0994724 0.0985269 ZINC000084427659n
0.497357 0.074404 0.074404 0.0741116 ZINC000084427659n_1
0.099545 0.106346 0.106346 0.107092 ZINC000085221591
0.0626414 0.0650095 0.0650095 0.0644231 ZINC000085305378
0.0809974 0.0763269 0.0763269 0.0777596 ZINC000085385949
0.131521 0.140974 0.140974 0.140944 ZINC000085396530
0.0650523 0.0336106 0.0336106 0.0337824 ZINC000085399318_1
0.690758 0.140084 0.140084 0.140263 ZINC000085432594_1
0.0460396 0.0419451 0.0419451 0.0430927 ZINC000086258441_2
0.0617923 0.0664647 0.0664647 0.0647175 ZINC000086552749
0.0551058 0.0649016 0.0649016 0.0651411 ZINC000086928398
0.0603817 0.0535955 0.0535955 0.0549732 ZINC000087493377
0.0385848 0.0425653 0.0425653 0.0425847 ZINC000088038280
0.0993874 0.126538 0.126538 0.122048 ZINC000088190282
0.109329 0.0906446 0.0906446 0.0906266 ZINC000088611474
0.058757 0.0646341 0.0646341 0.0642436 ZINC000088832258
0.106872 0.0827429 0.0827429 0.0862583 ZINC000089224378
0.0697545 0.0672843 0.0672843 0.0668351 ZINC000090225739n
0.108628 0.111187 0.111187 0.111066 ZINC000090394393n
0.105209 0.121299 0.121299 0.122742 ZINC000090397518n
0.0855815 0.097441 0.097441 0.0964564 ZINC000091305407n
0.103526 0.0664617 0.0664617 0.0677971 ZINC000091368638
0.0700213 0.0779882 0.0779882 0.0778711 ZINC000091368638n
0.083924 0.0716801 0.0716801 0.0715844 ZINC000091692747n
0.125989 0.264361 0.266969 0.26355 ZINC000095097405
0.0711192 0.0697779 0.0697779 0.0700715 ZINC000095097605n
0.134779 0.0744615 0.0744615 0.0742717 ZINC000095496188_1
0.122389 0.105526 0.105526 0.105556 ZINC000095496188_2
0.153239 0.119591 0.119591 0.117934 ZINC000095496188_3
0.153869 0.158395 0.158395 0.158652 ZINC000095496188n
0.0484741 0.0507887 0.0507887 0.0506353 ZINC000095611857_1
0.101499 0.0977041 0.0977041 0.0975776 ZINC000095630518
0.112023 0.112638 0.112638 0.112638 ZINC000095642801
0.0521158 0.0524552 0.0524552 0.0524552 ZINC000095642801n
0.15852 0.127057 0.127057 0.126101 ZINC000095704697
0.0742445 0.0867215 0.0867215 0.0871003 ZINC000095707968
0.0736969 0.0754293 0.0754293 0.0764548 ZINC000095707968_1
0.114925 0.115871 0.115871 0.116947 ZINC000095742647n
0.0933958 0.0892414 0.0892414 0.0892179 ZINC000096027941
0.0979585 0.0798649 0.0798649 0.0799283 ZINC000096028449
0.145327 0.129196 0.129196 0.127894 ZINC000096034703n
0.0678182 0.0635563 0.0635563 0.0648479 ZINC000096076997_1
0.0919819 0.0582142 0.0582142 0.0574336 ZINC000096508949
0.0992786 0.099495 0.099495 0.098768 ZINC000096509569
0.0902118 0.0972545 0.0972545 0.0958832 ZINC000096509814_1
0.0611097 0.0748152 0.0748152 0.0744088 ZINC000096509858
0.043127 0.0431269 0.0431269 0.0431269 ZINC000098074346_1
0.24291 0.131809 0.131809 0.131551 ZINC000098086437
0.133149 0.183059 0.183059 0.172187 ZINC000098095701
0.056222 0.0667115 0.0667115 0.0661388 ZINC000098175197n
0.0514997 0.0510883 0.0510883 0.050586 ZINC000098209721
0.0525882 0.0349267 0.0349267 0.0349612 ZINC000098209721_1
0.102543 0.108797 0.108797 0.108368 ZINC000098209803
0.203617 0.0942503 0.0942503 0.0933485 ZINC000098210295
0.14664 0.231563 0.231563 0.233725 ZINC000098211098_1
0.0793912 0.0508232 0.0508232 0.0509868 ZINC000098213460
0.158537 0.187631 0.187631 0.181879 ZINC000100017698
0.0782209 0.086555 0.086555 0.0866755 ZINC000100024675n_2
0.113801 0.118092 0.134858 0.136453 ZINC000100028601
0.1269 0.12097 0.12097 0.122611 ZINC000100068718
0.0781429 0.221423 0.221423 0.221925 ZINC000100116164
0.377192 0.0938945 0.0938945 0.0942743 ZINC000100269068
0.0668681 0.107817 0.107817 0.107794 ZINC000100294673n
0.238687 0.24921 0.234646 0.233376 ZINC000100740740
0.321081 0.247277 0.247277 0.247699 ZINC000101036545
0.0356457 0.0354908 0.0354908 0.0351408 ZINC000101315751n
0.0972818 0.0883908 0.0883908 0.0783347 ZINC000101528567
0.0929737 0.0982012 0.0982012 0.0963033 ZINC000104105974
0.0784419 0.0688864 0.0688864 0.0720023 ZINC000104506070
0.0640011 0.107329 0.107329 0.107485 ZINC000107120543n_1
0.160486 0.165569 0.165569 0.172573 ZINC000107121073n
0.0495418 0.0502348 0.0502348 0.0492602 ZINC000107256565
0.0689759 0.0539032 0.0539032 0.0542553 ZINC000107275006_1
0.0850914 0.053048 0.053048 0.054435 ZINC000107277083
0.12736 0.244607 0.244607 0.24534 ZINC000107415772n
0.207703 0.316387 0.316387 0.315588 ZINC000108264175_1
0.050245 0.048185 0.048185 0.0489651 ZINC000108291988n_1
0.0811136 0.0822157 0.0822157 0.0822157 ZINC000113897606n
0.0952699 0.108551 0.108551 0.108803 ZINC000114969901
0.072968 0.0552475 0.0552475 0.0571155 ZINC000115416606
0.0483504 0.0471955 0.0471955 0.0471955 ZINC000115999507
0.132594 0.115597 0.115597 0.116296 ZINC000116336391n
0.0926546 0.07676 0.07676 0.0779858 ZINC000116666992
0.106672 0.0535099 0.0535099 0.053556 ZINC000116666992_1
0.129845 0.103766 0.103766 0.103289 ZINC000117538082n
0.141996 0.131173 0.131173 0.126512 ZINC000129454406
0.172486 0.173937 0.173937 0.170427 ZINC000129454406n
0.110297 0.130319 0.130319 0.125104 ZINC000129511187
0.0674825 0.0678618 0.0678618 0.0680121 ZINC000133452480_1
0.160724 0.120167 0.120167 0.125433 ZINC000134682048
0.0889846 0.0752625 0.0752625 0.0752625 ZINC000138936765_1
0.390484 0.096629 0.096629 0.0965078 ZINC000142115061
0.176316 0.164174 0.162907 0.160951 ZINC000142747837
0.124104 0.220413 0.220413 0.213297 ZINC000142834635
0.22883 0.080251 0.080251 0.0802589 ZINC000143190822
0.148459 0.165153 0.165153 0.165451 ZINC000144525278
0.0902015 0.0808618 0.0808618 0.0732421 ZINC000146516494
0.0880589 0.077322 0.077322 0.0779692 ZINC000146653324
0.0532472 0.0582969 0.0582969 0.0573713 ZINC000146653324n
0.0725709 0.0739545 0.0739545 0.073337 ZINC000146884723
0.0877844 0.147757 0.147757 0.148284 ZINC000148931276n
0.110524 0.104112 0.104112 0.103683 ZINC000149842689
0.156708 0.119681 0.119681 0.119955 ZINC000159711379
0.182704 0.183 0.183 0.183 ZINC000161025364
0.109013 0.0987214 0.0987214 0.0965028 ZINC000162265548
0.103604 0.113527 0.113527 0.113671 ZINC000169269125
0.0971328 0.0811026 0.0811026 0.0790903 ZINC000169793051
0.0682584 0.0643626 0.0643626 0.0641708 ZINC000169798718
0.0987968 0.102308 0.102308 0.100665 ZINC000169801813
0.164322 0.0999544 0.0999544 0.105349 ZINC000170620388
0.0787576 0.055515 0.055515 0.0555557 ZINC000172999540
0.139707 0.136514 0.136514 0.13652 ZINC000192634351n_1
0.110846 0.222083 0.222083 0.214063 ZINC000199778862
0.072915 0.0696151 0.0696151 0.0691517 ZINC000200693560n
0.287695 0.130633 0.130633 0.133344 ZINC000204957972
0.356116 0.456789 0.456789 0.457938 ZINC000204993205
0.0736569 0.0625523 0.0625523 0.0626159 ZINC000205331240_1
0.0815977 0.154222 0.154222 0.151987 ZINC000205392892
0.124936 0.121864 0.121864 0.120087 ZINC000205684851
0.0687298 0.0845818 0.0845818 0.0829769 ZINC000211404173
0.222361 0.119236 0.119236 0.115101 ZINC000211577168
0.191848 0.102155 0.102155 0.102106 ZINC000211577168n
0.0557488 0.0539634 0.0539634 0.0542544 ZINC000217471846
0.0832463 0.0730269 0.0730269 0.0731252 ZINC000217640949
0.221652 0.362147 0.362147 0.363085 ZINC000217677017
0.42377 0.0814498 0.0814498 0.080157 ZINC000217735676
0.199992 0.0815658 0.0815658 0.082015 ZINC000217735676_1
0.0704126 0.0612224 0.0612224 0.060038 ZINC000217753978
0.0628999 0.0662059 0.0662059 0.0660046 ZINC000218264002
0.185135 0.153217 0.153217 0.147378 ZINC000218696287
0.169017 0.115325 0.115325 0.114696 ZINC000218696287_1
0.113272 0.116957 0.116957 0.118693 ZINC000218775522
0.0744472 0.0744337 0.0744337 0.0743231 ZINC000218775522n
0.105381 0.129125 0.129125 0.125596 ZINC000218849955
0.0567984 0.0722312 0.0722312 0.0720244 ZINC000219308735_2
0.358826 0.299146 0.299146 0.29215 ZINC000221683085
0.112208 0.111539 0.111539 0.11175 ZINC000222830259
0.0855064 0.0803074 0.0803074 0.0766195 ZINC000223780879
0.217113 0.183171 0.183171 0.1855 ZINC000225603590
0.236135 0.0852332 0.0852332 0.0852332 ZINC000225603590_1
0.0904285 0.0907863 0.0907863 0.0906097 ZINC000225605614
0.0732162 0.109094 0.109094 0.108668 ZINC000225711473_1
0.0786339 0.0640908 0.0640908 0.0658999 ZINC000225762071
0.0720811 0.0728317 0.0728317 0.0720469 ZINC000225762849n
0.521643 0.107375 0.107375 0.107479 ZINC000225796079
0.246393 0.262957 0.262957 0.263052 ZINC000225800418
0.136081 0.089953 0.089953 0.0902115 ZINC000225803300n
0.0708099 0.0722966 0.0722966 0.0727757 ZINC000236417523
0.0757658 0.082959 0.082959 0.0829773 ZINC000238007895_1
0.115613 0.101385 0.101385 0.10421 ZINC000238061978
0.0863217 0.0779813 0.0779813 0.0776758 ZINC000238327776n
0.177399 0.149214 0.149214 0.148553 ZINC000238634592
0.147533 0.0858555 0.0858555 0.0859142 ZINC000238650504
0.0842338 0.070469 0.070469 0.0707187 ZINC000238720264
0.0817212 0.0771841 0.0771841 0.0790019 ZINC000238854917
0.593263 0.352176 0.352176 0.356624 ZINC000238855850
0.515487 0.133828 0.133828 0.130603 ZINC000238855850_1
0.0578161 0.161762 0.161762 0.16151 ZINC000242688660
0.0566785 0.0491279 0.0491279 0.0505279 ZINC000245197901
0.0537457 0.0614867 0.0614867 0.0593313 ZINC000245226177
0.0822845 0.107513 0.107513 0.10612 ZINC000247540611_1
0.481814 0.472526 0.472526 0.472419 ZINC000247703159
0.109031 0.108886 0.108886 0.108632 ZINC000252613948
0.0799079 0.0746907 0.0746907 0.074513 ZINC000252858916_1
0.178492 0.151252 0.148141 0.151234 ZINC000253536217
0.0623146 0.0748219 0.0748219 0.0739572 ZINC000253571556
0.179638 0.141693 0.141693 0.139085 ZINC000255004105
0.367143 0.145894 0.145894 0.144321 ZINC000256050440
0.103066 0.104114 0.104114 0.103553 ZINC000257178479
0.106628 0.106628 0.106628 0.106628 ZINC000257178479n
0.10562 0.110169 0.110169 0.109947 ZINC000257198246n
0.0832232 0.0883086 0.0883086 0.0875482 ZINC000257204204
0.195216 0.185759 0.185759 0.183004 ZINC000257280973
0.343023 0.306579 0.306579 0.306995 ZINC000257300663n
0.0917089 0.109477 0.109477 0.112927 ZINC000257303349_1
0.0745176 0.0563243 0.0563243 0.0567408 ZINC000257319378_1
0.0480801 0.0773386 0.0773386 0.0784957 ZINC000257832977n
0.0797323 0.0797047 0.0797047 0.0793152 ZINC000258004811
0.0577395 0.057766 0.057766 0.0577634 ZINC000258119260_1
0.273355 0.256773 0.256773 0.256502 ZINC000261506806
0.146111 0.151775 0.151775 0.15183 ZINC000261828108
0.540464 0.148213 0.148213 0.148849 ZINC000264762524_1
0.188609 0.11913 0.11913 0.120165 ZINC000270195797
0.0621215 0.0708126 0.0708126 0.0698535 ZINC000270195797_1
0.159305 0.287696 0.287696 0.28826 ZINC000272197666
0.0537572 0.0693219 0.0693219 0.0718863 ZINC000274729073_1
0.132232 0.178139 0.178139 0.179523 ZINC000277331664_1
0.249126 0.074786 0.074786 0.0751659 ZINC000280592813_1
0.0849851 0.0848271 0.0848271 0.0836129 ZINC000284846973_1
0.0547164 0.0674536 0.0674536 0.0673664 ZINC000287678803_1
0.0649608 0.066077 0.066077 0.066081 ZINC000294953765_1
0.0501156 0.0497642 0.0497642 0.0497642 ZINC000298772249_2
0.0535987 0.0660449 0.0660449 0.066184 ZINC000299805293
0.0387835 0.0447296 0.0447296 0.0450808 ZINC000306141493_2
0.126563 0.126903 0.126903 0.126702 ZINC000306145937
0.16874 0.10578 0.10578 0.105625 ZINC000306153083
0.092222 0.0920984 0.0920984 0.0933948 ZINC000306239711
0.161761 0.18435 0.18435 0.179664 ZINC000306400062
0.0800801 0.0729149 0.0729149 0.0724862 ZINC000306526315_2
0.0753687 0.0585121 0.0585121 0.0585272 ZINC000306634373
0.0815703 0.114652 0.114652 0.114356 ZINC000306660947_1
0.182406 0.121092 0.121092 0.120726 ZINC000306693302
0.15742 0.147694 0.147694 0.146469 ZINC000306741534
0.118707 0.0869003 0.0869003 0.10396 ZINC000306741534_1
0.0780939 0.1017 0.1017 0.101142 ZINC000306762107
0.120173 0.106931 0.106931 0.0903533 ZINC000306780205
0.12462 0.187696 0.187696 0.188234 ZINC000306918522n
0.115486 0.211417 0.211417 0.21159 ZINC000307015894
0.0859556 0.251981 0.251981 0.229924 ZINC000307137915
0.0560757 0.0560737 0.0560737 0.0560737 ZINC000307160738
0.113242 0.131105 0.131105 0.129269 ZINC000307192337
0.144327 0.10773 0.10773 0.114138 ZINC000307362067
0.0607938 0.0657528 0.0657528 0.0651728 ZINC000307479893_2
0.131946 0.151678 0.151678 0.150209 ZINC000307580839
0.278775 0.209185 0.209185 0.20904 ZINC000307580839_2
0.0610798 0.0958309 0.0958309 0.0953145 ZINC000307580839n_2
0.0803974 0.106787 0.106787 0.106565 ZINC000307613969
0.071141 0.13788 0.131312 0.131326 ZINC000307613969n
0.112795 0.103888 0.103888 0.103888 ZINC000307677377
0.153743 0.199274 0.199274 0.200321 ZINC000307727016
0.192745 0.117722 0.117722 0.117345 ZINC000310527293_1
0.13062 0.108795 0.108795 0.108829 ZINC000328604392_1
0.230114 0.145569 0.145569 0.142863 ZINC000329147912
0.0728678 0.0552555 0.0552555 0.0554245 ZINC000329788101_1
0.148503 0.208563 0.208563 0.209242 ZINC000333664623
0.120983 0.110692 0.110692 0.110285 ZINC000333730288_1
0.286091 0.250616 0.373505 0.37146 ZINC000334156958_1
0.0909182 0.052028 0.052028 0.0518192 ZINC000334157412
0.0562621 0.0708005 0.0708005 0.0717658 ZINC000334195160_1
0.0545105 0.0587632 0.0587632 0.0587309 ZINC000334205181_1
0.063269 0.0554783 0.0554783 0.0553416 ZINC000334611015_1
0.0557529 0.0602157 0.0602157 0.059693 ZINC000334695301_1
0.265644 0.0638489 0.0638489 0.0637349 ZINC000334728356_1
0.127013 0.106477 0.106477 0.106699 ZINC000335428347_1
0.0689677 0.125066 0.0913755 0.0926504 ZINC000335583022_1
0.140308 0.0697938 0.0697938 0.069894 ZINC000335610283n_1
0.0623668 0.0697024 0.0697024 0.0709596 ZINC000335974015
0.0670512 0.14283 0.14283 0.141714 ZINC000336031612_2
0.0764616 0.138477 0.138477 0.134589 ZINC000336119607_1
0.195532 0.108058 0.108058 0.108863 ZINC000357685471n_1
0.0949949 0.0753945 0.0753945 0.0753181 ZINC000357701784n_1
0.243175 0.240579 0.240579 0.245481 ZINC000359423569
0.103188 0.0834838 0.0834838 0.0826757 ZINC000359708089_1
0.106266 0.116628 0.116628 0.116228 ZINC000390822805
0.0645607 0.0805213 0.0805213 0.080637 ZINC000398900501_1
0.146351 0.258845 0.258845 0.259365 ZINC000404804913
0.0930419 0.101296 0.101296 0.101296 ZINC000409419094
0.247943 0.144107 0.144107 0.143027 ZINC000409426569
0.231188 0.179235 0.179235 0.179439 ZINC000409428650
0.0867839 0.108588 0.108588 0.108605 ZINC000409429719_1
0.127738 0.110943 0.110943 0.111689 ZINC000409430733
0.0738339 0.066926 0.066926 0.0694637 ZINC000409432792
0.0605679 0.0829295 0.0829295 0.0831128 ZINC000409436578_2
0.0857397 0.0965519 0.0965519 0.0965265 ZINC000409436745n
0.0938327 0.0474575 0.0474575 0.0468176 ZINC000409437169_1
0.0745951 0.0898423 0.0898423 0.0893423 ZINC000409437367
0.108012 0.0977273 0.0977273 0.0973917 ZINC000409437748
0.478803 0.348111 0.306029 0.307865 ZINC000409440930
0.182609 0.158335 0.140202 0.137729 ZINC000414168612
0.0712392 0.0835073 0.0835073 0.0834735 ZINC000420254693n_1
0.319256 0.285289 0.285289 0.281154 ZINC000425228381
0.146946 0.223374 0.223374 0.218469 ZINC000425228381n
0.0680164 0.0577888 0.0577888 0.0578607 ZINC000440560791_1
0.075859 0.09536 0.09536 0.0947258 ZINC000496607366_1
0.0928994 0.0541436 0.0541436 0.0537469 ZINC000496607366_1_2
0.212514 0.161391 0.161391 0.160465 ZINC000521398286
0.0536282 0.0538592 0.0538592 0.054256 ZINC000536555952_1
0.0703148 0.0790007 0.0790007 0.0779106 ZINC000575624118_1
0.11196 0.14177 0.14177 0.11397 ZINC000575624158
0.0788664 0.091777 0.091777 0.0921616 ZINC000575628976
0.137261 0.195956 0.195956 0.195752 ZINC000584787969n_1
0.04763 0.0501491 0.0501491 0.0500639 ZINC000585138847n
0.218184 0.105429 0.105429 0.105896 ZINC000585139440n
0.327265 0.219025 0.219025 0.218553 ZINC000585144046
0.126515 0.0855453 0.0855453 0.0855894 ZINC000585144046_1
0.138163 0.142908 0.207598 0.207283 ZINC000588225583
0.0648222 0.0676017 0.0676017 0.0676017 ZINC000594662464
0.162436 0.169778 0.169778 0.174065 ZINC000596133925
0.0540616 0.0444987 0.0444987 0.0446238 ZINC000596133925_1
0.0579157 0.0652723 0.0652723 0.0650842 ZINC000596133925_2
0.0921729 0.114968 0.114968 0.11522 ZINC000601014836n
0.130097 0.284297 0.221053 0.228501 ZINC000602993625n
0.136848 0.137788 0.137788 0.137013 ZINC000616575784
0.0522432 0.0598901 0.0598901 0.0588301 ZINC000618254154_1
0.161162 0.180873 0.180873 0.180294 ZINC000623243252
0.106192 0.125074 0.125074 0.124808 ZINC000623243252n
0.0808243 0.0702075 0.0702075 0.0700891 ZINC000624057466_1
0.067522 0.0577109 0.0577109 0.057253 ZINC000628371854
0.0270964 0.0274416 0.0274416 0.0273945 ZINC000630051514_1
0.0766819 0.110324 0.110324 0.110429 ZINC000634583444
0.31041 0.296776 0.296776 0.2974 ZINC000634623204
0.382124 0.242793 0.242793 0.2446 ZINC000641602996
0.0698705 0.0689681 0.0689681 0.068479 ZINC000641702143
0.251565 0.343154 0.343154 0.343903 ZINC000646628959
