#Initial Optimized Reoptimized Retrained Compound
7.810838662E-02	7.340687371E-02	7.340687371E-02	7.341902302E-02 230001
0.251242553	0.189612152	0.189612152	0.205442413 230002
0.206524454	0.102169329	0.102169329	0.104152968 230003
7.685791846E-02	9.125754417E-02	9.125754417E-02	9.227081985E-02 230004
0.104495518	9.915157163E-02	9.915157163E-02	9.665542624E-02 230005
0.112306622	0.143378065	0.143378065	0.109963586 230006
0.131906736	5.018267658E-02	5.018267658E-02	4.994190438E-02 230007
6.928206629E-02	6.539447714E-02	6.539447714E-02	6.493415532E-02 230008
6.317128038E-02	7.047522489E-02	7.047522489E-02	7.163427414E-02 230009
0.114140663	5.177134499E-02	5.177134499E-02	5.176125569E-02 23000A
4.658801019E-02	0.108528064	0.108528064	0.107372985 23000B
0.251754475	8.788412172E-02	8.788412172E-02	8.892801395E-02 23000C
0.10846574	9.631389946E-02	9.631389946E-02	9.017670531E-02 23000D
7.570569942E-02	7.061595827E-02	7.061595827E-02	7.293711872E-02 23000E
0.166307278	0.105455416	0.105455416	0.104683847 23000F
0.215713928	0.249031958	0.249031958	0.298889164 23000G
5.100046246E-02	5.780083067E-02	5.780083067E-02	5.880099376E-02 23000H
0.129350473	6.040758785E-02	6.040758785E-02	0.129350473 23000J
0.273449174	0.14357779	0.14357779	0.14347678 23000I
0.282103519	5.958412833E-02	5.958412833E-02	6.192523299E-02 23000K
6.586345311E-02	8.524660602E-02	8.524660602E-02	8.665132715E-02 23000L
0.14215822	0.147400538	0.144290155	0.144322512 23000M
0.148637981	0.182870814	0.182870814	0.182671564 23000N
6.873148979E-02	3.479254734E-02	3.938312919E-02	3.934814232E-02 23000O
3.41841122E-02	4.587351754E-02	4.587351754E-02	4.230451531E-02 23000P
6.473976421E-02	4.759020912E-02	4.759020912E-02	4.78176928E-02 23000Q
9.26752898E-02	0.101358711	0.101358711	9.405964092E-02 23000R
7.482460892E-02	6.563062027E-02	6.563062027E-02	6.471148566E-02 23000S
7.365875183E-02	3.143686577E-02	3.143686577E-02	3.143042354E-02 23000T
9.912455674E-02	6.252573273E-02	6.252573273E-02	6.250138758E-02 23000U
0.140046122	6.424666605E-02	6.424666605E-02	6.369257117E-02 23000V
0.140484846	0.190426074	0.190426074	0.204225776 23000W
0.108087869	5.79886057E-02	5.79886057E-02	5.874640752E-02 23000X
4.902426794E-02	5.377033209E-02	5.377033209E-02	5.449648531E-02 23000Y
8.690576238E-02	8.213281731E-02	8.213281731E-02	8.319296677E-02 23000Z
0.13585093	4.211500175E-02	5.010118752E-02	5.117252026E-02 230010
8.665779768E-02	0.119037493	0.119037493	0.126278081 230011
0.138169799	8.043164735E-02	9.028048142E-02	8.936859507E-02 230012
8.847658645E-02	8.042548788E-02	8.042548788E-02	7.964190725E-02 230013
0.111536736	0.114666365	0.114666365	0.112405507 230014
5.917804543E-02	8.172539042E-02	8.172539042E-02	7.089936125E-02 230015
8.061973875E-02	3.966526747E-02	3.966526747E-02	4.017656039E-02 230016
0.128047369	9.404833881E-02	9.404833881E-02	9.419000125E-02 230017
0.363747096	9.62996002E-02	9.62996002E-02	9.66657315E-02 230018
0.167794072	9.460096319E-02	9.460096319E-02	9.805513739E-02 230019
6.375333586E-02	6.134761891E-02	6.134761891E-02	6.212243797E-02 23001A
0.20821058	0.173267367	0.173267367	0.174432269 23001B
0.127954519	0.103053502	0.148671131	0.144631376 23001C
0.131949697	0.1066153	0.1066153	0.106180264 23001E
0.207065431	0.108468776	0.108468776	0.104484456 23001D
0.105106014	5.875884631E-02	5.875884631E-02	5.82892788E-02 23001F
0.295965183	0.24936622	0.237859324	0.236333575 23001G
8.364005823E-02	0.108773907	0.108773907	0.107302605 23001H
