#E_RMSD:ini opt rep pre zincID
5.77574 3.62662 3.62662 3.66747 ZINC000068939485n
2.06522 1.23712 1.23712 1.16192 ZINC000069022235
3.61958 1.45252 1.45252 1.46625 ZINC000069512662_1
7.14531 0.963898 0.963898 0.960916 ZINC000069853220
0 0 0 0 ZINC000069853220_1
0.997021 1.89505 2.20077 2.15114 ZINC000070026049
3.62063 1.92193 1.92193 1.9159 ZINC000070588021n
3.47527 2.37141 2.37141 2.33125 ZINC000070632654
0.81399 0.960573 0.960573 0.972049 ZINC000070651956_1
3.88 5.54 5.54 3.43 ZINC000070652606
2.61865 2.49206 2.49206 2.45949 ZINC000070946819
2.62069 1.08352 1.08352 1.09651 ZINC000071024820n
1.85327 2.5911 2.5911 2.63157 ZINC000071773137
2.82606 1.81968 1.81968 1.82435 ZINC000071774179
0.490408 0.491172 0.491172 0.433244 ZINC000071774375
4.385 3.5091 3.5091 3.45214 ZINC000071785282
6.25307 0.75501 0.75501 0.718693 ZINC000071785887
3.76894 1.60546 1.60546 1.61855 ZINC000071786113
2.8 2.8 2.8 2.8 ZINC000071789018
2.93398 2.56813 2.56813 2.61101 ZINC000071790874
2.88861 1.68244 1.68244 1.85566 ZINC000071790874n
1.69997 1.61197 1.61197 1.65299 ZINC000071790874n_1
5.29772 3.58629 3.58629 3.61135 ZINC000071790930
0.247487 0.26163 0.26163 0.26163 ZINC000071790930_1
5.06242 7.33504 7.33504 6.59718 ZINC000072166870
0.55 0.55 0.55 0.55 ZINC000072187465
7.5392 0.45765 0.044441 0.0330719 ZINC000072187569n
3.06612 2.674 2.674 2.55977 ZINC000072187607
0.595063 0.835733 0.835733 0.736919 ZINC000072194352
2.06746 2.48376 2.48376 2.428 ZINC000072207075n
0.15 0.29 0.29 0.36 ZINC000072207083
1.45087 0.742462 0.742462 0.774042 ZINC000072209750
5.46297 1.88087 1.88087 1.83293 ZINC000072217047n
1.01048 1.43857 1.43857 1.17047 ZINC000072218302
1.87479 1.48718 1.48718 1.49937 ZINC000072221648
2.10889 0.398058 0.398058 0.288531 ZINC000072226725n
0.81 1.03 1.03 1.03 ZINC000072266664
5.92 0.62 0.62 0.61 ZINC000072344521_2
2.07579 0.376351 0.376351 0.385253 ZINC000074340288
2.38249 1.58633 1.58633 1.59116 ZINC000074343229n
3.77163 2.00367 2.00367 2.064 ZINC000075125171
4.19568 2.14032 2.14032 2.10249 ZINC000075139672_2
2.46604 2.63451 2.63451 2.41251 ZINC000075271158
3.32996 2.45153 2.45153 2.46818 ZINC000075271158_1
0 0 0 0 ZINC000075545592
3.29 0.35 3.97 4.34 ZINC000075566870
0.309919 0.820244 0.820244 0.306023 ZINC000075848010
1.59507 0.47101 0.47101 0.812927 ZINC000076095351
0.473762 0.681175 0.681175 0.688186 ZINC000076644560_2
3.67576 0.609043 0.609043 0.623351 ZINC000077010503
1.96 0.87 0.87 0.77 ZINC000077302714
6.80063 1.32948 1.32948 1.25856 ZINC000078298681
1.96 1.98 1.98 2 ZINC000078753390_1
1.30863 1.22403 1.22403 2.19614 ZINC000079108092
0.268701 0.19799 0.19799 0.176777 ZINC000081973484
3.61435 1.13403 1.13403 1.07768 ZINC000082014634_1
4.99198 3.2653 3.2653 3.25003 ZINC000082014634n_1
0.996504 0.848811 0.848811 0.819597 ZINC000082160261
2.06492 2.22981 2.22981 2.22142 ZINC000082164659n
4.27174 1.73832 1.73832 1.66122 ZINC000082297207_1
2.05146 2.19717 2.19717 1.96639 ZINC000082382093
1.26678 1.46334 1.46334 1.55456 ZINC000082382093_1
5.10631 3.50218 3.50218 3.44548 ZINC000082524035
1.81 1.4 1.4 1.42 ZINC000082529551
0.55 0.06 0.06 0.06 ZINC000082754623
2.00225 2.23369 2.23369 1.97953 ZINC000082754623n
0.883268 0.845813 0.845813 0.864447 ZINC000082843389n
0.61346 0.46669 0.46669 0.493356 ZINC000082850201
2.06503 2.5169 2.5169 2.5169 ZINC000082852970_2
5.46 0.74 0.74 0.43 ZINC000082854049
1.65447 1.25412 1.25412 1.24652 ZINC000082854049n
1.88574 1.00179 1.00179 0.974824 ZINC000082863074
0 0 0 0 ZINC000082873171
1.68836 1.29043 1.29043 1.3678 ZINC000083119752
0.155242 0.304138 0.549045 0.345326 ZINC000083119813
4.84998 4.09471 4.09471 3.88953 ZINC000083119813n
1.98 0.27 3.51 3.67 ZINC000083143604
0.286356 0.590762 0.590762 0.590762 ZINC000083962875_1
7.585 3.34403 3.34403 3.34517 ZINC000084006867
1.76524 0.859436 0.859436 1.87737 ZINC000084136482
1.0979 0.87686 0.87686 0.869416 ZINC000084136867
2.22409 1.75984 1.75984 1.74701 ZINC000084248954_1
0.828402 0.936076 0.936076 0.919252 ZINC000084312142
4.85599 2.23411 2.23411 2.43166 ZINC000084328152n
5.01187 2.81976 2.81976 2.78727 ZINC000084427096n
3.24368 1.65755 1.65755 1.68449 ZINC000084427659n
0.3 0.11 0.11 0.11 ZINC000084427659n_1
2.72948 2.80102 2.80102 3.01763 ZINC000085221591
1.83786 1.02615 1.02615 0.965438 ZINC000085305378
1.50627 0.444072 0.444072 0.450583 ZINC000085385949
2.4369 3.49349 3.49349 3.50212 ZINC000085396530
0.15 0.15 0.15 0.15 ZINC000085399318_1
0.281869 1.21052 1.21052 1.23225 ZINC000085432594_1
1.46 0.16 0.16 0.16 ZINC000086258441_2
0.739283 0.0816088 0.0816088 0.114368 ZINC000086552749
2.04557 1.2872 1.2872 1.26093 ZINC000086928398
7.68006 1.65537 1.65537 3.15014 ZINC000087493377
0.0707107 2.70833 2.70833 2.64504 ZINC000088038280
3.67967 0.114237 0.114237 0.226385 ZINC000088190282
4.15349 1.13046 1.13046 1.14038 ZINC000088611474
1.499 2.1304 2.1304 2.14885 ZINC000088832258
0 0 0 0 ZINC000089224378
2.23031 2.08042 2.08042 2.09975 ZINC000090225739n
2.02684 1.85308 1.85308 1.89767 ZINC000090394393n
0.470106 1.28 1.28 0.61 ZINC000090397518n
6.26069 1.72337 1.72337 1.68138 ZINC000091305407n
2.15 0.15 0.15 0.03 ZINC000091368638
1.70845 0.667271 0.667271 0.631981 ZINC000091368638n
1.6317 1.21084 1.21084 1.29222 ZINC000091692747n
5.95454 1.51258 1.33053 1.34617 ZINC000095097405
1.58837 1.65933 1.65933 1.62384 ZINC000095097605n
5.61361 1.21169 1.21169 1.21702 ZINC000095496188_1
7.10138 2.66737 2.66737 3.02524 ZINC000095496188_2
6.40991 1.72783 1.72783 2.00027 ZINC000095496188_3
6.389 2.1906 2.1906 2.18241 ZINC000095496188n
2.43 0.76 0.76 0.8 ZINC000095611857_1
7.73896 2.34066 2.34066 2.27308 ZINC000095630518
0 0 0 0 ZINC000095642801
0.512679 0.512679 0.512679 0.512679 ZINC000095642801n
0.820975 0.192354 0.192354 0.231948 ZINC000095704697
1.8118 1.4306 1.4306 1.41783 ZINC000095707968
0.95 0.23 0.23 0.18 ZINC000095707968_1
2.31 0.27 0.27 0.57 ZINC000095742647n
2.77909 2.35982 2.35982 2.36188 ZINC000096027941
2.12 1.27 1.27 1.3 ZINC000096028449
2.49554 3.26504 3.26504 3.31652 ZINC000096034703n
5.7941 4.05994 4.05994 4.05979 ZINC000096076997_1
0 0 0 0 ZINC000096508949
1.77417 1.03075 1.03075 1.03194 ZINC000096509569
2.20002 2.67002 2.67002 2.03506 ZINC000096509814_1
2.90593 1.42864 1.42864 1.41826 ZINC000096509858
0 0 0 0 ZINC000098074346_1
2.64784 1.37508 1.37508 1.21594 ZINC000098086437
3.03286 4.15607 4.15607 4.0903 ZINC000098095701
3.75 1.34 1.34 0.58 ZINC000098175197n
0.58 0.11 0.11 0.41 ZINC000098209721
0 0 0 0 ZINC000098209721_1
1.95785 0.236559 0.236559 0.300333 ZINC000098209803
1.96259 0.475999 0.475999 0.503364 ZINC000098210295
0.299444 0.343123 0.343123 0.353695 ZINC000098211098_1
0.81 0.02 0.02 0.03 ZINC000098213460
0.35 1.26 1.26 2.3 ZINC000100017698
0.82 2.59 2.59 2.56 ZINC000100024675n_2
3.08212 0.413944 1.62755 1.97994 ZINC000100028601
2.74219 3.66096 3.66096 3.41811 ZINC000100068718
6.13 5.2 5.2 6.1 ZINC000100116164
0.46 1.4 1.4 1.31 ZINC000100269068
0.67041 1.36932 1.36932 1.44605 ZINC000100294673n
0.67 1.12 0.57 0.56 ZINC000100740740
2.69 3.55 3.55 3.55 ZINC000101036545
0.0710634 0.0777817 0.0777817 0.0806226 ZINC000101315751n
3.17 1.65 1.65 2.88 ZINC000101528567
2.22811 2.24445 2.24445 2.26055 ZINC000104105974
0.73 0.26 0.26 0.54 ZINC000104506070
0.562435 0.77831 0.77831 0.76935 ZINC000107120543n_1
5.37029 4.17079 4.17079 3.94424 ZINC000107121073n
0 0 0 0 ZINC000107256565
3.9834 1.06832 1.06832 1.03781 ZINC000107275006_1
0 0 0 0 ZINC000107277083
3.48581 5.48868 5.48868 5.43639 ZINC000107415772n
0.128062 0.127279 0.127279 0.127279 ZINC000108264175_1
1.76915 1.82059 1.82059 1.86869 ZINC000108291988n_1
2.54882 2.11714 2.11714 2.11714 ZINC000113897606n
5.77 2.07 2.07 2.14 ZINC000114969901
0.213014 0.153704 0.153704 0.182962 ZINC000115416606
0 0 0 0 ZINC000115999507
0.02 0.02 0.02 0.02 ZINC000116336391n
2.13625 1.28496 1.28496 1.33713 ZINC000116666992
0.41 0.04 0.04 0.04 ZINC000116666992_1
2.36429 0.787392 0.787392 1.12645 ZINC000117538082n
0.482242 0.228442 0.228442 0.254222 ZINC000129454406
0.88607 0.646998 0.646998 0.714899 ZINC000129454406n
0.604152 0.115542 0.115542 0.243208 ZINC000129511187
4.31359 3.44291 3.44291 3.51733 ZINC000133452480_1
3.09639 3.06637 3.06637 2.74277 ZINC000134682048
3.69219 2.83602 2.83602 2.83602 ZINC000138936765_1
1.88 0.15 0.15 0.17 ZINC000142115061
3.20109 2.00092 1.80334 1.68473 ZINC000142747837
3.26671 1.37899 1.37899 1.41225 ZINC000142834635
5.31534 3.17254 3.17254 3.12349 ZINC000143190822
2.92245 3.63799 3.63799 3.60446 ZINC000144525278
0.407185 0.278927 0.278927 0.447214 ZINC000146516494
1.31392 1.7714 1.7714 1.78413 ZINC000146653324
4.23636 3.06591 3.06591 3.14556 ZINC000146653324n
0.48 0.13 0.13 0.25 ZINC000146884723
0.75 0.32 0.32 0.11 ZINC000148931276n
3.42979 2.60061 2.60061 2.4852 ZINC000149842689
8.35875 5.90747 5.90747 5.89894 ZINC000159711379
2.35945 2.3543 2.3543 2.3543 ZINC000161025364
3.89925 1.60518 1.60518 1.42594 ZINC000162265548
3.62727 3.93364 3.93364 3.67202 ZINC000169269125
1.79547 0.377514 0.377514 0.364417 ZINC000169793051
1.46786 0.992746 0.992746 1.02329 ZINC000169798718
5.11621 4.30838 4.30838 3.12861 ZINC000169801813
1.30269 1.80194 1.80194 1.76074 ZINC000170620388
0.26 0.53 0.53 0.52 ZINC000172999540
5.02833 1.13444 1.13444 1.06174 ZINC000192634351n_1
3.41187 1.70812 1.70812 0.689231 ZINC000199778862
0.948815 0.848204 0.848204 0.687204 ZINC000200693560n
2.68752 1.95158 1.95158 1.98503 ZINC000204957972
0.238956 0.347083 0.347083 0.347083 ZINC000204993205
0.745369 1.35309 1.35309 1.33768 ZINC000205331240_1
6.88 0.36 0.36 0.4 ZINC000205392892
1.40207 1.6481 1.6481 1.64125 ZINC000205684851
1.68096 1.64289 1.64289 1.54307 ZINC000211404173
2.37891 0.767098 0.767098 0.605624 ZINC000211577168
2.88334 0.74505 0.74505 0.786651 ZINC000211577168n
0.458105 0.600716 0.600716 0.504103 ZINC000217471846
0 0 0 0 ZINC000217640949
1.83 0.27 0.27 0.26 ZINC000217677017
5.98417 1.58649 1.58649 1.57577 ZINC000217735676
5.0939 0.793095 0.793095 0.815414 ZINC000217735676_1
2.40268 1.34389 1.34389 1.2654 ZINC000217753978
1.65803 2.01972 2.01972 2.02765 ZINC000218264002
7.61815 1.23499 1.23499 1.0939 ZINC000218696287
0.42 0.42 0.42 0.42 ZINC000218696287_1
1.79261 2.72133 2.72133 2.71201 ZINC000218775522
3.42288 3.57521 3.57521 3.5738 ZINC000218775522n
8.23629 2.7267 2.7267 2.81071 ZINC000218849955
0.1 0.37 0.37 0.37 ZINC000219308735_2
2.84845 0.880213 0.880213 1.0562 ZINC000221683085
1.55158 0.844674 0.844674 0.830572 ZINC000222830259
2.34403 1.81997 1.81997 1.99643 ZINC000223780879
4.59774 3.48329 3.48329 3.49608 ZINC000225603590
0.09 0.12 0.12 0.12 ZINC000225603590_1
0.17 1.35 1.35 1.34 ZINC000225605614
2.73886 2.76553 2.76553 2.79887 ZINC000225711473_1
4.25893 1.31746 1.31746 1.36127 ZINC000225762071
7.97769 5.8252 5.8252 6.18883 ZINC000225762849n
4.20333 0.900484 0.900484 0.854914 ZINC000225796079
2.09615 2.27554 2.27554 2.27089 ZINC000225800418
2.90028 1.1463 1.1463 1.12486 ZINC000225803300n
1.05655 0.132791 0.132791 0.069282 ZINC000236417523
0.863394 0.509166 0.509166 0.502096 ZINC000238007895_1
2.96 0.1 0.1 0.1 ZINC000238061978
1.66333 0.833164 0.833164 0.999956 ZINC000238327776n
3.0375 1.0949 1.0949 1.15183 ZINC000238634592
6.44117 0.488245 0.488245 0.502162 ZINC000238650504
2.52 0.26 0.26 0.59 ZINC000238720264
1.47886 1.24416 1.24416 1.27147 ZINC000238854917
3.09681 2.9903 2.9903 2.49194 ZINC000238855850
0.443978 0.75379 0.75379 1.08035 ZINC000238855850_1
0.65 0.01 0.01 0.07 ZINC000242688660
0.606548 0.61131 0.61131 0.590226 ZINC000245197901
3.79778 3.47005 3.47005 3.18083 ZINC000245226177
3.65396 2.89466 2.89466 3.02403 ZINC000247540611_1
0.83 0.93 0.93 0.96 ZINC000247703159
0.19 0.25 0.25 0.25 ZINC000252613948
0.89848 1.19725 1.19725 1.1934 ZINC000252858916_1
1.19 0.255049 0.0552268 0.0452769 ZINC000253536217
3.18231 1.89985 1.89985 1.97709 ZINC000253571556
3.32474 2.64683 2.64683 2.647 ZINC000255004105
2.72249 2.50985 2.50985 2.52057 ZINC000256050440
2.68269 1.74191 1.74191 1.81126 ZINC000257178479
2.36952 2.7221 2.7221 2.7221 ZINC000257178479n
2.41371 2.24453 2.24453 2.18615 ZINC000257198246n
3.47512 2.17731 2.17731 2.10309 ZINC000257204204
3.20198 2.97901 2.97901 3.14431 ZINC000257280973
7.61219 2.82425 2.82425 2.85893 ZINC000257300663n
1.00511 1.59607 1.59607 1.50446 ZINC000257303349_1
0 0 0 0 ZINC000257319378_1
1.00605 0.471169 0.471169 0.49364 ZINC000257832977n
2.78 3.29 3.29 3.31 ZINC000258004811
0.25 0.25 0.25 0.25 ZINC000258119260_1
1.37952 0.847039 0.847039 0.872067 ZINC000261506806
3.8448 2.19631 2.19631 2.23863 ZINC000261828108
2.07 0.45 0.45 0.38 ZINC000264762524_1
2.16023 1.19023 1.19023 1.19456 ZINC000270195797
1.58491 1.74084 1.74084 1.76905 ZINC000270195797_1
0.760482 0.648948 0.648948 0.580661 ZINC000272197666
3.87504 2.12433 2.12433 2.40613 ZINC000274729073_1
0 0 0 0 ZINC000277331664_1
3.07257 1.03681 1.03681 0.866814 ZINC000280592813_1
0.52 0.45 0.45 0.09 ZINC000284846973_1
4.65469 3.88888 3.88888 3.91106 ZINC000287678803_1
3.29523 2.64081 2.64081 2.67352 ZINC000294953765_1
0.745431 0.740383 0.740383 0.740383 ZINC000298772249_2
4.00876 2.33999 2.33999 2.41012 ZINC000299805293
3.24 0.15 0.15 0.18 ZINC000306141493_2
3.57994 1.90984 1.90984 1.72977 ZINC000306145937
2.33798 0.668566 0.668566 0.653697 ZINC000306153083
3.31056 1.81075 1.81075 1.97902 ZINC000306239711
4.97939 3.12961 3.12961 3.4643 ZINC000306400062
0.62 0.13 0.13 0.09 ZINC000306526315_2
1.06478 0.928816 0.928816 0.893532 ZINC000306634373
1.30241 0.506601 0.506601 0.529413 ZINC000306660947_1
3.91837 1.63711 1.63711 1.657 ZINC000306693302
5.02113 4.19039 4.19039 3.95341 ZINC000306741534
1.55967 0.795089 0.795089 1.2913 ZINC000306741534_1
2.72911 2.81856 2.81856 2.82371 ZINC000306762107
7.78324 3.94948 3.94948 3.73103 ZINC000306780205
2.99756 1.96059 1.96059 1.96057 ZINC000306918522n
0.23 0.02 0.02 0.02 ZINC000307015894
1.86484 3.26203 3.26203 3.87402 ZINC000307137915
3.00129 2.96481 2.96481 2.96481 ZINC000307160738
1.01897 2.32843 2.32843 2.54812 ZINC000307192337
2.02595 1.33718 1.33718 1.57573 ZINC000307362067
4.41483 3.78371 3.78371 3.66388 ZINC000307479893_2
1.10571 1.02155 1.02155 1.08102 ZINC000307580839
0.438406 0.254558 0.254558 0.254558 ZINC000307580839_2
2.2 2.1 2.1 1.93 ZINC000307580839n_2
3.26574 4.04437 4.04437 4.02909 ZINC000307613969
3.11144 2.7603 2.32579 2.32783 ZINC000307613969n
1.45357 1.01536 1.01536 1.01536 ZINC000307677377
2.95136 0.751807 0.751807 0.815471 ZINC000307727016
4.27648 2.87115 2.87115 2.88747 ZINC000310527293_1
6.30899 3.65856 3.65856 3.65225 ZINC000328604392_1
3.49207 3.6419 3.6419 3.73243 ZINC000329147912
0.332039 0.945542 0.945542 0.951893 ZINC000329788101_1
2.74997 2.25249 2.25249 2.15746 ZINC000333664623
0 0 0 0 ZINC000333730288_1
7.97869 5.32009 4.93801 5.08053 ZINC000334156958_1
4.0076 1.95869 1.95869 1.15258 ZINC000334157412
1.00499 0.83006 0.83006 0.835703 ZINC000334195160_1
2.80246 1.41379 1.41379 1.40742 ZINC000334205181_1
1.42 1.42 1.42 1.42 ZINC000334611015_1
4.89494 2.42715 2.42715 2.46255 ZINC000334695301_1
1.22 0.24 0.24 0.13 ZINC000334728356_1
4.72621 5.01432 5.01432 5.02433 ZINC000335428347_1
6.35026 7.2113 8.32324 8.63989 ZINC000335583022_1
3.53286 1.82167 1.82167 1.78091 ZINC000335610283n_1
0.152643 0.312036 0.312036 0.216102 ZINC000335974015
0.471346 0.781558 0.781558 0.631902 ZINC000336031612_2
2.61259 1.21244 1.21244 1.27073 ZINC000336119607_1
4.34744 1.1802 1.1802 1.21462 ZINC000357685471n_1
4.09927 1.97449 1.97449 1.98736 ZINC000357701784n_1
5.52824 3.99523 3.99523 4.693 ZINC000359423569
4.84824 2.50255 2.50255 2.59143 ZINC000359708089_1
0.793631 1.27568 1.27568 1.28268 ZINC000390822805
4.32054 3.5871 3.5871 3.50118 ZINC000398900501_1
1.71098 3.28821 3.28821 3.28064 ZINC000404804913
1.38186 1.39248 1.39248 1.39248 ZINC000409419094
3.08164 0.948778 0.948778 0.969257 ZINC000409426569
1.7 0.1 0.1 0.1 ZINC000409428650
1.58971 1.51693 1.51693 1.54368 ZINC000409429719_1
0.818556 0.799594 0.799594 0.802756 ZINC000409430733
2.92747 2.28711 2.28711 2.35788 ZINC000409432792
1.07586 0.583324 0.583324 0.589463 ZINC000409436578_2
2.7795 1.90213 1.90213 1.8948 ZINC000409436745n
0 0 0 0 ZINC000409437169_1
0.575094 1.09217 1.09217 1.09607 ZINC000409437367
2.54354 1.7871 1.7871 1.8088 ZINC000409437748
0.181108 0.337713 0.133417 0.145774 ZINC000409440930
2.927 1.16898 1.51809 1.45608 ZINC000414168612
4.92044 2.41143 2.41143 2.41584 ZINC000420254693n_1
4.75811 2.80913 2.80913 2.82079 ZINC000425228381
4.14146 1.64343 1.64343 1.69884 ZINC000425228381n
5.96554 0.748977 0.748977 0.763566 ZINC000440560791_1
1.69 0.85 0.85 0.82 ZINC000496607366_1
0.05 0.14 0.14 0.12 ZINC000496607366_1_2
5.20262 1.14515 1.14515 1.04908 ZINC000521398286
2.98286 1.83861 1.83861 1.82613 ZINC000536555952_1
4.60523 1.22919 1.22919 1.27424 ZINC000575624118_1
0.09 0.04 0.04 0.02 ZINC000575624158
1.68875 0.311769 0.311769 0.770763 ZINC000575628976
1.32249 1.73835 1.73835 1.73858 ZINC000584787969n_1
0.09 1.06 1.06 0.73 ZINC000585138847n
1.50192 2.34957 2.34957 2.28147 ZINC000585139440n
2.65361 0.175594 0.175594 0.212289 ZINC000585144046
1.46467 1.05292 1.05292 1.045 ZINC000585144046_1
1.30108 1.30108 0.46669 0.452548 ZINC000588225583
1.8958 0.769615 0.769615 0.769615 ZINC000594662464
5.0801 1.5549 1.5549 1.72905 ZINC000596133925
6.12598 1.89606 1.89606 1.96364 ZINC000596133925_1
5.29639 1.07199 1.07199 1.23987 ZINC000596133925_2
3.11638 1.46653 1.46653 1.47131 ZINC000601014836n
6.21219 4.61309 9.58191 9.34762 ZINC000602993625n
0.93 0.8 0.8 0.8 ZINC000616575784
1.46542 2.0363 2.0363 1.82253 ZINC000618254154_1
3.37892 3.0838 3.0838 3.09048 ZINC000623243252
2.70714 1.59129 1.59129 1.5411 ZINC000623243252n
3.89466 2.07099 2.07099 2.11102 ZINC000624057466_1
2.3989 1.09241 1.09241 1.23068 ZINC000628371854
0.374767 0.339411 0.339411 0.339411 ZINC000630051514_1
0.711135 0.910055 0.910055 0.897928 ZINC000634583444
1.63787 1.07421 1.07421 1.09095 ZINC000634623204
1.85086 1.27615 1.27615 1.32139 ZINC000641602996
1.43177 0.488876 0.488876 0.410244 ZINC000641702143
4.68969 3.03889 3.03889 2.87281 ZINC000646628959
4.94 3.86 3.86 3.75 ZINC000647843470
0.927065 1.48121 1.48121 1.47111 ZINC000647870968_1
1.87071 0.945701 0.945701 0.957926 ZINC000649443256n
1.32153 1.56505 1.56505 1.62574 ZINC000650146167
2.61694 0.959412 0.959412 1.00399 ZINC000656400991
0.59 0.48 0.48 0.48 ZINC000656471822_1
0.31 0.51 0.51 0.48 ZINC000657011431
0.658027 0.183848 0.183848 0.109772 ZINC000660579376_1
4.25076 3.28446 3.28446 3.46239 ZINC000663622744_1
2.4983 3.14617 3.14617 3.07795 ZINC000665722552_1
3.77743 3.6374 3.6374 3.74682 ZINC000669372627n
0.7 0.638318 0.638318 0.592284 ZINC000669374486
5.07698 2.47296 2.47296 2.63176 ZINC000677486681_1
6.6069 1.25491 1.25491 1.19651 ZINC000678468880_1
0.76 0.76 0.76 0.76 ZINC000685937492
2.51823 0.419196 0.419196 0.358818 ZINC000685938119
0.175071 0.41 0.41 0.52 ZINC000685938364
0.63 0 0 0.26 ZINC000685938364_1
1.65565 1.74706 1.74706 1.77985 ZINC000685939199
2.30629 1.33556 1.33556 1.35506 ZINC000685944133n
3.52 0.77 0.77 0.69 ZINC000685944682
2.68891 3.1493 3.1493 3.1728 ZINC000685944721
3.22838 3.50412 3.50412 3.55274 ZINC000711921440_1
0 0 0 0 ZINC000712252383_2
2.52 0.96 0.96 1.67 ZINC000725244717
2.1 0.57 0.57 0.56 ZINC000725272374n
3.96432 3.19089 3.19089 3.17565 ZINC000725361122n
6.2988 3.96027 3.96027 3.80196 ZINC000736809422n
0.886143 0.335037 0.335037 0.295381 ZINC000739207475n
3.23248 3.67858 3.67858 3.73506 ZINC000757213235_1
3.84568 2.1252 2.1252 2.15456 ZINC000757213235n_1
3.78246 3.33948 3.33948 3.26027 ZINC000757213653_2
2.20966 0.956013 0.956013 0.908768 ZINC000757213724_2
6.25 6.42 6.42 6.27 ZINC000757213845_2
4.70502 6.2202 6.2202 5.39015 ZINC000757215738_2
1.76241 1.44459 1.00005 0.508035 ZINC000767478079
1.1186 0.0408248 0.0408248 0.616468 ZINC000773145501
1.8913 2.16511 2.16511 2.11551 ZINC000799123402_1
4.90538 6.04216 6.04216 5.84896 ZINC000832070040n
3.69001 0.336799 0.336799 0.490068 ZINC000849918009
4.3666 1.0701 1.0701 1.04366 ZINC000864368537
2.81914 0.419762 0.419762 0.498264 ZINC000866117130_1
1.6593 2.47919 2.47919 2.48186 ZINC000871958970_1
1.12572 1.1991 1.1991 0.945859 ZINC000884561238
1.45027 0.207063 0.207063 0.2 ZINC000895249962_1
0.776949 0.70214 0.70214 0.67989 ZINC000895956485_2
3.37729 1.77872 1.77872 1.78145 ZINC000896333858_1
3.79402 3.09539 3.09539 3.06147 ZINC000896338174_1
0 0 0 0 ZINC000899320368_2
3.25399 2.16375 2.16375 0.79196 ZINC000899322873_1
0.757925 1.14725 1.14725 1.20736 ZINC000899322873n_1
3.88386 3.44966 3.44966 3.33927 ZINC000900453192_1
0 0 0 0 ZINC000906176945_2
1.04796 1.14036 1.14036 1.1317 ZINC000906205602_2
2.8702 3.43469 3.43469 3.43569 ZINC000920153414
7.30255 2.99714 2.99714 3.13915 ZINC000931523329
1.03 0.64 0.64 0.68 ZINC000931678245_1
1.64338 2.0239 2.0239 1.9667 ZINC000932838760
1.6419 3.0863 3.0863 3.08187 ZINC001120852010
4.10835 2.51915 2.51915 2.51676 ZINC001120860874_1
4.05014 1.9072 1.9072 1.93792 ZINC001121897655
6.6 2.81 0.42 0.36 ZINC001156816117
2.92436 0.28931 0.28931 0.297951 ZINC001157449731
3.47898 2.36622 2.36622 2.42039 ZINC001157731948_1
7.09328 2.48362 2.48362 2.5399 ZINC001157745159n_1
6.57482 4.36189 4.36189 4.34102 ZINC001158699060_1
5.20467 2.57337 2.57337 2.58057 ZINC001159103094_1
2.39105 0.418001 0.418001 0.420506 ZINC001160878230_1
0.232737 0.208247 0.208247 0.212289 ZINC001161700339
3.98241 0.950509 0.950509 2.15403 ZINC001163219742n
8.01051 3.92519 3.43017 3.49353 ZINC001164275931
2.33509 2.20906 2.20906 2.19046 ZINC001164275931_2
3.22291 0.94645 0.94645 0.901129 ZINC001165294459_1
2.92653 0.935557 0.935557 0.944563 ZINC001165314341_1
2.98761 1.74794 1.74794 1.7198 ZINC001165325546n_1
2.79235 1.17728 1.17728 1.21295 ZINC001165325546n_1_1
2.85458 2.66494 2.66494 3.37245 ZINC001165380822n_1
5.06451 2.97457 2.97457 2.9456 ZINC001166932686_1
3.3825 2.59326 2.59326 2.46354 ZINC001167185324_1
1.38284 1.75646 1.75646 1.75646 ZINC001169124206_1
1.51727 0.912825 0.912825 0.886924 ZINC001170147166_1
1.7134 1.4122 1.4122 1.37752 ZINC001172296233_1
10.4622 1.00368 1.00368 1.66525 ZINC001173996627
1.04 2.25 2.56 2.24 ZINC001173999554_1
3.73078 5.18871 5.18871 5.88923 ZINC001174277778
4.20773 0.124499 0.124499 0.225167 ZINC001174792103
5.12 2.17 2.17 2.1 ZINC001174792103_1
0.990202 1.48408 1.48408 1.39014 ZINC001176401833
1.96271 0.620994 0.727656 0.702365 ZINC001201326673
0.46 0.46 0.46 0.46 ZINC001204918113
2.8028 1.10204 1.10204 1.07886 ZINC001210450279
0.32 0.21 0.22 0.22 ZINC001210450279_1
1.18439 4.11469 0.905552 1.3614 ZINC001211253607
1.47785 1.31522 1.31522 1.31522 ZINC001217727675_2
1.82026 1.85264 1.85264 1.73607 ZINC001217727675n_2
3.07504 1.43268 1.43268 1.43807 ZINC001217736742n_2
2.1991 2.18496 2.18496 2.18496 ZINC001222701454
3.39 0.57 0.57 0.57 ZINC001236357506_2
3.15566 0.482967 0.482967 0.495379 ZINC001236360606
4.28262 1.73855 1.73855 1.75394 ZINC001236366799
2.01623 1.57733 1.57733 1.68366 ZINC001239317829n
2.12504 3.01706 3.01706 3.58443 ZINC001239318796
1.71366 1.00471 1.00471 1.06027 ZINC001239331275
1.73934 1.57918 1.57918 1.59906 ZINC001239465882_2
0 0 0 0 ZINC001239690345_1
2.82875 0.0710634 0.0710634 0.828402 ZINC001239785008n
0.498518 0.597729 0.597729 0.594407 ZINC001240125879
0.655172 0.0212132 0.0212132 0.135831 ZINC001240828115n
