#QM Initial Optimized Reoptimized Retrained Bonded_term Compound
1.96793	2.11059	1.70086	1.70086	1.71613 i_c18_c5_n19_h30 ZINC000000036303
0.491243	0.519998	0.422049	0.422049	0.428755 i_c18_c5_n19_h30 ZINC000000036303
-2.18562e-05	0	0	0	0 i_c18_c5_n19_h30 ZINC000000036303
0.488179	0.48929	0.434377	0.434377	0.430425 i_c18_c5_n19_h30 ZINC000000036303
1.95723	1.89392	1.73306	1.73306	1.72752 i_c18_c5_n19_h30 ZINC000000036303
1.99455	1.12017	1.70143	1.70143	1.69856 i_c5_n12_n6_s4 ZINC000000088101
1.1322	0.598086	1.00133	1.00133	0.999015 i_c5_n12_n6_s4 ZINC000000088101
0.000155259	0	0	0	0 i_c5_n12_n6_s4 ZINC000000088101
1.19799	0.690355	1.23319	1.23319	1.236 i_c5_n12_n6_s4 ZINC000000088101
1.95694	1.09275	2.02667	2.02667	2.03019 i_c5_n12_n6_s4 ZINC000000088101
2.76044	3.30317	2.42494	2.42494	2.2731 i_n1_h19_h18_n2 ZINC000000127402
0.784513	0.904736	0.732757	0.732757	0.705131 i_n1_h19_h18_n2 ZINC000000127402
0.000155597	0	0	0	0 i_n1_h19_h18_n2 ZINC000000127402
0.885585	0.946789	0.812033	0.812033	0.788818 i_n1_h19_h18_n2 ZINC000000127402
3.54639	3.65222	3.17798	3.17798	3.1111 i_n1_h19_h18_n2 ZINC000000127402
2.06361	1.33514	2.01905	2.0137	2.01752 i_c14_n16_n15_s13 ZINC000000152023_1
0.532646	0.330983	0.499151	0.500126	0.50303 i_c14_n16_n15_s13 ZINC000000152023_1
3.97847e-06	0	0	0	0 i_c14_n16_n15_s13 ZINC000000152023_1
0.588011	0.347937	0.512833	0.51073	0.50888 i_c14_n16_n15_s13 ZINC000000152023_1
2.43176	1.39378	2.09348	2.07476	2.0727 i_c14_n16_n15_s13 ZINC000000152023_1
2.16033	1.37127	1.92597	1.97421	1.97371 i_c9_c01_n8_o16 ZINC000000155839_1
0.542939	0.344674	0.482721	0.495061	0.494685 i_c9_c01_n8_o16 ZINC000000155839_1
1.16089e-05	0	0	0	0 i_c9_c01_n8_o16 ZINC000000155839_1
0.546926	0.352651	0.485347	0.495969	0.496245 i_c9_c01_n8_o16 ZINC000000155839_1
2.16595	1.42673	1.94833	1.9918	1.99286 i_c9_c01_n8_o16 ZINC000000155839_1
1.96191	1.73041	1.75069	1.79312	1.76667 i_c8_c7_n10_o9 ZINC000000225683_1
0.490527	0.429339	0.436951	0.44767	0.441061 i_c8_c7_n10_o9 ZINC000000225683_1
4.99372e-05	0	0	0	0 i_c8_c7_n10_o9 ZINC000000225683_1
0.494546	0.430698	0.441738	0.452983	0.446407 i_c8_c7_n10_o9 ZINC000000225683_1
1.99297	1.73784	1.78563	1.83212	1.80602 i_c8_c7_n10_o9 ZINC000000225683_1
1.7447	2.51595	1.56487	1.80549	1.76857 i_c7_n8_n6_s11 ZINC000000273273
