#QM Initial Optimized Reoptimized Retrained Bonded_term Compound
114.54501 115.686638 115.643249 115.643249 115.67278 A_C7_C8_C10 ZINC000000159804
115.871564 117.137219 116.809654 116.809654 116.793426 A_C8_C10_H11 ZINC000000159804
114.712502 116.971843 113.852933 113.852933 113.863619 A_C8_C10_O12 ZINC000000159804
120.937609 122.405838 120.384991 120.384991 120.355557 A_O9_C8_C10 ZINC000000159804
117.557307 121.232271 117.571137 117.571137 117.483087 A_C10_N11_N12 ZINC000000162425
114.351194 126.540974 114.997225 114.997225 114.998501 A_C02_C3_O7 ZINC000000172719_2
119.044555 112.19208 118.728314 118.728314 118.72865 A_N4_C3_O7 ZINC000000172719_2
108.43504 108.444235 108.405888 108.405888 108.384944 A_O9_C8_C10 ZINC000000192086
103.232688 108.709728 103.127069 103.127069 103.112781 A_C10_C8_O14 ZINC000000192086
98.0165794 105.312381 98.2184123 98.2184123 98.0728853 A_C4_S2_C16 ZINC000000196926
111.637847 115.24781 111.644677 111.644677 111.707523 A_C1_C2_O14 ZINC000000207445
120.47871 121.5625 120.453673 120.453673 120.435322 A_C9_C11_C13 ZINC000000207445
117.17604 119.624885 117.170194 117.170194 117.187292 A_C11_C13_O14 ZINC000000207445
122.808035 119.836454 122.776074 122.776074 122.74254 A_O12_C11_C13 ZINC000000207445
111.205021 115.007329 111.279197 111.279197 111.366492 A_N9_C10_O15 ZINC000000207600
113.868001 117.762172 113.638321 113.638321 113.730626 A_C10_O15_C14 ZINC000000207600
127.033605 127.361528 127.012508 127.012508 126.956088 A_C2_C7_N8 ZINC000000209743_1
104.558122 96.3781124 104.469596 104.469596 104.394031 A_N15_O16_H26 ZINC000000209743_1
117.477736 116.539323 117.21959 115.769129 115.874586 A_C01_N6_C11 ZINC000000225683_1
120.730469 117.949754 120.573873 120.453894 120.537948 A_N6_C11_O12 ZINC000000225683_1
110.066221 111.749819 110.143008 109.649447 109.634319 A_C7_C8_N10 ZINC000000225683_1
128.598684 125.197934 128.612084 128.737875 129.141369 A_O9_C8_N10 ZINC000000225683_1
127.734788 121.877611 127.887871 127.72577 127.776873 A_N10_C11_O12 ZINC000000225683_1
118.24081 126.704032 118.56994 119.19451 119.141022 A_C4_N6_C7 ZINC000000273273
120.58515 128.438567 120.775078 121.311148 121.353657 A_N6_C7_N8 ZINC000000273273
122.616729 121.018618 122.531823 122.193864 122.089946 A_N6_C7_S11 ZINC000000273273
124.817729 125.471252 127.078574 127.078574 127.091696 A_N2_C11_C12 ZINC000000279151
113.946455 117.061387 114.598314 114.598314 114.076534 A_C11_C12_N17 ZINC000000279151
111.208717 113.127653 110.719739 110.719739 110.679991 A_C1_C2_C14 ZINC000000294631_1
107.467098 106.868211 107.199391 107.199391 107.215824 A_C2_C14_C13 ZINC000000294631_1
124.830888 127.50211 125.00361 125.00361 124.977682 A_C2_C14_O15 ZINC000000294631_1
104.170127 106.559978 103.629149 103.629149 103.629387 A_O4_C2_C14 ZINC000000294631_1
127.700385 125.606679 127.794697 127.794697 127.804157 A_C13_C14_O15 ZINC000000294631_1
120.342231 121.952048 120.240585 120.240585 120.455952 A_N3_C4_S5 ZINC000000324748_1
132.687846 124.070014 132.660326 132.660326 132.641462 A_S6_C5_S7 ZINC000000329953
118.10279 115.481225 118.105073 118.105073 117.995859 A_N10_C11_N12 ZINC000000331270
116.621448 117.095482 116.673371 116.673371 116.717862 A_C2_C5_N11 ZINC000000331970
122.513879 124.398192 121.783224 128.216006 127.96539 A_N2_C8_C9 ZINC000000335016
121.402326 119.170901 121.406305 122.09918 121.989687 A_C3_C4_S5 ZINC000000335016
120.955959 123.010453 121.926347 121.926347 121.932819 A_C5_C6_S15 ZINC000000336240n_1
117.912345 121.396806 117.940244 117.940244 117.900814 A_C5_C6_N7 ZINC000000336240
127.277263 122.451257 127.375592 127.375592 127.408556 A_C5_C6_S15 ZINC000000336240
119.905706 118.654361 119.978028 119.978028 120.089873 A_S1_C2_O18 ZINC000000338265
118.036033 121.395241 116.6236 116.6236 116.605116 A_C2_O18_C16 ZINC000000338265
109.584529 111.221336 109.692768 109.692768 109.701032 A_C1_C2_S17 ZINC000000340584_1
88.8074951 90.0770777 88.6098139 88.6098139 88.6147267 A_C2_S17_C6 ZINC000000340584_1
135.753629 130.208359 135.703242 135.703242 135.713403 A_N7_C6_S17 ZINC000000340584_1
108.099094 108.045065 108.262141 108.262141 108.234019 A_C01_N7_O8 ZINC000000342360_1
107.665199 107.576751 107.266381 107.266381 107.27055 A_N7_O8_C9 ZINC000000342360_1
111.438635 115.477957 111.192567 111.192567 111.22321 A_O8_N7_C15 ZINC000000342360_1
108.231051 109.219032 108.058283 108.058283 108.064741 A_O8_C9_C12 ZINC000000342360_1
119.586148 120.735268 119.152689 119.152689 119.31665 A_C2_C5_N15 ZINC000000343825
128.309133 128.094878 128.501282 128.501282 128.489378 A_O1_C2_C3 ZINC000000349518_1
127.267175 127.052422 127.361188 127.361188 127.370418 A_O1_C2_C12 ZINC000000349518_1
103.775034 104.978723 103.841995 103.841995 103.83513 A_C2_C12_O11 ZINC000000349518_1
104.423692 104.8527 104.13753 104.13753 104.140204 A_C3_C2_C12 ZINC000000349518_1
110.255417 109.707891 109.928241 109.928241 109.92457 A_C3_N10_O11 ZINC000000349518_1
110.092682 109.599516 110.186864 110.186864 110.190654 A_N10_O11_C12 ZINC000000349518_1
100.089021 103.456258 100.310193 100.310193 100.307557 A_C5_C16_C8 ZINC000000366208_1
112.773864 110.035801 113.464805 113.464805 113.473067 A_C5_C16_H17 ZINC000000366208_1
104.557947 103.121555 103.032418 103.032418 103.050012 A_C5_C16_C18 ZINC000000366208_1
117.196181 127.566811 116.648602 116.648602 116.589088 A_C3_N4_C5 ZINC000000369641
121.439603 118.455452 122.026152 122.026152 122.026819 A_N4_C5_N10 ZINC000000369641
108.08024 121.803765 109.382991 109.382991 109.400126 A_N10_C11_N12 ZINC000000369641
112.722411 113.352453 113.120643 113.120643 113.119323 A_N5_C6_O17 ZINC000000369876
118.250439 117.565828 118.168863 118.168863 118.183775 A_C10_N12_N13 ZINC000000383392_1
105.891489 115.228446 105.639269 105.639269 105.672251 A_N12_N13_H26 ZINC000000383392_1
114.671989 111.957515 115.482383 115.482383 115.484079 A_N13_N12_C14 ZINC000000383392_1
116.932273 116.017194 116.90715 116.90715 116.934451 A_C2_C3_O7 ZINC000000384763
108.669379 107.852846 108.936385 108.936385 108.930578 A_N4_C5_C6 ZINC000000384763
121.405019 123.414932 121.625459 121.625459 121.639923 A_N4_C5_C13 ZINC000000384763
107.323574 106.956963 107.889935 107.889935 107.884479 A_C5_C6_O7 ZINC000000384763
120.988681 117.330725 121.109283 121.109283 121.07623 A_C6_C8_O9 ZINC000000384763
117.566064 127.334668 117.730837 117.730837 117.707746 A_O7_C6_C8 ZINC000000384763
121.453298 113.494697 121.482757 121.482757 121.536153 A_O9_C8_C10 ZINC000000384763
140.014912 111.731025 139.840805 139.840805 139.831101 A_N7_C9_C10 ZINC000000388812_2
101.257205 99.3459904 101.398655 101.398655 101.391229 A_C11_C12_N13 ZINC000000388812_2
122.521676 123.179417 122.29645 122.29645 122.334475 A_N11_C10_C17 ZINC000000392812
124.786213 125.943619 124.343823 124.343823 124.340671 A_C2_C3_C4 ZINC000000392829
111.59129 113.876496 111.076131 111.076131 111.05343 A_C3_C4_C5 ZINC000000392829
106.609663 102.338926 106.498771 106.498771 106.516948 A_C3_C4_S11 ZINC000000392829
115.243925 115.735861 114.848038 114.848038 114.879725 A_C4_C3_H18 ZINC000000392829
112.117627 111.634754 114.082527 114.082527 114.093668 A_C5_C4_S11 ZINC000000392829
107.610665 111.252832 107.883274 107.883274 107.876008 A_S11_C4_S14 ZINC000000392829
125.818831 122.257203 125.855336 126.201557 126.097523 A_O2_C3_N4 ZINC000000394029
116.130457 118.590674 116.09625 115.493793 115.466511 A_O2_C3_S11 ZINC000000394029
122.251098 118.791307 119.580406 123.795901 123.727739 A_C2_N3_C4 ZINC000000394716
121.036093 126.77562 116.63612 118.555435 118.501204 A_C2_N3_H13 ZINC000000394716
123.328952 117.942262 121.993785 121.943426 121.985049 A_N3_C4_N5 ZINC000000394716
121.385557 127.653861 121.75529 123.046085 123.028003 A_N3_C4_N12 ZINC000000394716
120.203267 122.166959 120.193742 120.193742 120.017324 A_C2_C6_N7 ZINC000000394976
126.171732 126.359461 129.240282 129.240282 129.27461 A_C2_C6_N14 ZINC000000394976
118.552735 117.633175 118.935627 116.813443 117.146832 A_N7_C8_C18 ZINC000000401198
133.229645 137.079539 133.121717 135.76767 135.525431 A_C9_C8_C18 ZINC000000401198
116.410063 118.888511 116.677076 116.677076 116.707893 A_F1_N2_C3 ZINC000000403261
116.25963 123.782041 116.37772 116.37772 116.392118 A_F1_N2_C7 ZINC000000403261
116.112 120.481628 116.134394 116.134394 116.079552 A_N2_C7_C6 ZINC000000403261
119.017583 120.702826 118.421687 118.421687 118.248578 A_N2_C7_C8 ZINC000000403261
125.977558 126.449679 124.756336 124.756336 124.88233 A_C3_N4_O5 ZINC000000405046
121.209969 126.94949 120.45891 120.45891 120.491883 A_C3_N10_O11 ZINC000000405046
124.369326 122.79914 124.759601 124.759601 124.648858 A_O5_N4_C6 ZINC000000405046
121.625494 123.055598 121.371101 121.371101 121.380001 A_C8_N10_O11 ZINC000000405046
103.924701 99.7177703 103.879861 103.879861 103.888458 A_N10_O11_H23 ZINC000000405046
120.682675 116.51385 116.397966 116.397966 116.386528 A_C01_N10_C2 ZINC000000409840_1
122.3572 119.835298 122.993501 122.993501 123.000534 A_C1_C2_C3 ZINC000000409840_1
117.837589 119.008349 116.854977 116.854977 116.853105 A_C1_C2_N10 ZINC000000409840_1
121.578236 123.541726 122.003498 122.003498 122.004739 A_C2_N10_C8 ZINC000000409840_1
114.162671 111.534435 112.917675 112.917675 112.953221 A_N2_C3_N4 ZINC000000410229_1
124.452393 127.274605 125.447944 124.699836 124.859512 A_N1_N2_C3 ZINC000000444816
127.138568 126.598107 127.976072 127.51047 127.367518 A_N1_N2_C10 ZINC000000444816
108.087578 113.458729 121.27716 118.03342 118.621059 A_N2_N1_H17 ZINC000000444816
118.944337 124.529702 119.184471 120.031922 120.074886 A_N2_C10_N11 ZINC000000444816
119.830367 118.974943 119.842819 119.842819 119.83826 A_C3_C11_C10 ZINC000000480725
108.34923 116.213748 108.355054 108.355054 108.065569 A_O1_S2_N4 ZINC000000482060_1
109.352103 112.950722 109.448196 109.448196 109.435993 A_S2_N4_C5 ZINC000000482060_1
107.766909 109.427338 107.80199 107.80199 107.51408 A_S2_C17_C12 ZINC000000482060_1
129.406668 127.853054 129.356584 129.356584 130.117895 A_S2_C17_C16 ZINC000000482060_1
94.6186475 94.2890547 94.6304926 94.6304926 94.7053145 A_N4_S2_C17 ZINC000000482060_1
122.937711 117.12888 125.64428 125.64428 125.535809 A_C1_N2_C9 ZINC000000491402
127.392775 121.415527 125.975341 125.975341 126.014262 A_C7_N15_C16 ZINC000000491402
121.7906 119.505634 124.52827 124.52827 124.487576 A_C13_N15_C16 ZINC000000491402
109.926341 111.263065 111.264943 111.264943 111.248524 A_N15_C16_C17 ZINC000000491402
120.869221 123.261395 121.132793 121.132793 121.206517 A_S3_C4_C5 ZINC000000496310
123.77573 129.433933 122.496662 122.496662 122.500053 A_C4_C5_N15 ZINC000000496310
105.953248 106.486415 105.811949 105.811949 105.817696 A_C6_C5_N15 ZINC000000496310
125.313982 124.986619 125.309152 124.96362 125.293282 A_N12_C11_C16 ZINC000000499672_1
114.100918 116.757086 113.628729 119.019713 119.056785 A_C1_C2_C3 ZINC000000499672
104.947071 100.912478 105.701316 103.821085 103.829182 A_C2_C3_O4 ZINC000000499672
110.996907 110.43066 112.188347 102.724104 102.704925 A_C3_C5_C10 ZINC000000499672
113.21103 121.560914 114.95383 106.768267 106.845255 A_O4_C3_C5 ZINC000000499672
101.606651 102.338377 101.212902 112.975159 113.050475 A_C5_C3_C16 ZINC000000499672
114.958608 112.58759 116.796979 116.796979 116.628447 A_C2_O15_C14 ZINC000000507755_1
110.211175 111.172778 111.523064 111.523064 111.38608 A_N11_C14_O15 ZINC000000507755_1
108.371087 108.086138 108.562644 108.562644 108.55459 A_O15_C14_H34 ZINC000000507755_1
120.882832 118.580975 120.57452 120.57452 120.738367 A_C2_N3_C4 ZINC000000518699
117.228395 118.94067 116.771156 116.771156 116.611742 A_C2_N3_C12 ZINC000000518699
113.318199 115.245149 113.396968 113.396968 113.416588 A_N3_C2_H16 ZINC000000518699
116.794255 126.923199 117.099153 117.099153 117.092346 A_C5_N6_N7 ZINC000000521962_2
122.701199 123.355801 122.636454 122.636454 122.645791 A_N7_C8_C9 ZINC000000521962_2
126.847679 123.997304 126.656089 126.656089 126.666807 A_N7_C8_C12 ZINC000000521962_2
103.276258 102.371441 103.28826 103.28826 103.303551 A_C8_C12_C11 ZINC000000521962_2
109.647545 108.578531 109.829036 109.829036 109.813033 A_C8_C12_H13 ZINC000000521962_2
109.560121 111.609353 109.4766 109.4766 109.493783 A_C8_C12_C14 ZINC000000521962_2
110.441769 111.389063 110.703154 110.703154 110.683332 A_C9_C8_C12 ZINC000000521962_2
117.856233 111.140197 118.11682 118.11682 118.09886 A_N2_C16_N14 ZINC000000980164
125.938484 129.145768 126.058943 126.058943 126.073329 A_C11_C10_N14 ZINC000000980164
121.256807 118.67598 121.239276 121.239276 121.271904 A_O2_C3_N4 ZINC000000982186
117.319026 114.636022 117.338562 117.338562 117.353407 A_N6_C7_S12 ZINC000000982186
97.0960569 103.585166 97.3298541 97.3298541 97.3162268 A_C7_S12_C11 ZINC000000982186
119.742208 120.122416 120.822428 120.822428 120.796225 A_C8_N9_C10 ZINC000000982186
115.808896 112.100652 116.379804 116.379804 116.417059 A_N9_C10_C17 ZINC000000982186
122.905009 121.343525 124.530437 124.530437 124.521005 A_C10_C11_S12 ZINC000000982186
122.845892 124.462958 123.111055 123.111055 123.094896 A_C11_C10_C17 ZINC000000982186
115.478215 121.306757 116.73871 116.73871 116.736972 A_S12_C11_C13 ZINC000000982186
112.807885 108.563386 112.789061 112.789061 112.794495 A_C4_C3_S16 ZINC000000993481
119.897159 124.752427 119.95413 119.95413 120.09949 A_C7_C12_C11 ZINC000000993481
117.63166 114.131479 117.225633 117.225633 117.084927 A_C8_C7_C12 ZINC000000993481
108.412013 112.698558 107.619586 107.619586 107.675834 A_C1_C2_N1 ZINC000001016430
114.434927 117.880736 115.098063 115.098063 115.177184 A_C2_N1_N2 ZINC000001016430
124.606029 125.32948 121.350447 121.350447 121.732741 A_N1_N2_C5 ZINC000001016430
112.030607 123.178498 112.494039 112.494039 112.583411 A_N1_N2_H10 ZINC000001016430
111.852602 116.718039 112.114603 112.114603 112.114818 A_S4_C5_N15 ZINC000001020692_1
106.971622 101.526355 106.92977 106.92977 106.922655 A_C1_C2_O19 ZINC000001043940
110.529087 110.631265 110.107007 110.107007 110.093776 A_C3_C2_O19 ZINC000001043940
112.44724 119.940968 112.421898 112.421898 112.438466 A_O3_C4_C5 ZINC000001066646n
125.173727 118.075384 125.163355 125.163355 125.105528 A_O3_C4_N11 ZINC000001066646n
109.94322 124.12351 110.518129 110.518129 110.47071 A_C11_C10_O15 ZINC000001123028
111.488502 119.942636 111.432805 111.432805 111.319779 A_O15_C16_N17 ZINC000001123028
110.937688 112.115099 111.135549 111.135549 111.112394 A_C9_N10_N11 ZINC000001233327
104.117052 114.826695 104.570203 104.570203 104.479154 A_N10_N11_H25 ZINC000001233327
115.525734 113.152587 116.20186 116.20186 116.224701 A_N2_C14_N13 ZINC000001297821
116.196256 125.3317 116.634034 116.634034 116.657337 A_N5_C7_S9 ZINC000001297821
93.8786983 93.6140153 94.456171 94.456171 94.4939332 A_C7_S9_C10 ZINC000001297821
108.138146 106.437695 108.05619 108.05619 108.054149 A_C7_C14_N13 ZINC000001297821
109.338081 105.525636 108.766891 108.766891 108.760742 A_H8_C7_S9 ZINC000001297821
108.552611 104.272628 109.447685 109.447685 109.435638 A_S9_C7_C14 ZINC000001297821
121.54027 115.874308 121.361638 121.361638 121.325391 A_C10_N12_N13 ZINC000001297821
111.911104 119.742406 111.482509 111.482509 111.486125 A_N12_N13_C14 ZINC000001297821
111.640464 107.785735 111.602191 111.602191 111.588678 A_N13_C14_H15 ZINC000001297821
111.56821 111.656642 111.500328 111.500328 111.489178 A_C14_N13_H24 ZINC000001297821
115.151463 118.380904 117.873839 117.873839 117.829228 A_C2_N8_N9 ZINC000001309107
114.959458 115.089961 117.466646 117.466646 117.457037 A_N8_N9_O10 ZINC000001309107
122.536561 126.061779 125.369 125.369 125.512888 A_C12_C13_C14 ZINC000001320705
113.28546 114.559395 113.992976 113.992976 113.707831 A_C14_C13_C16 ZINC000001320705
109.07975 111.011353 108.515016 108.515016 108.454136 A_N4_C7_C8 ZINC000001321342n
108.615317 107.823842 111.088642 111.088642 111.120933 A_C7_C8_C13 ZINC000001321342n
119.449009 119.774386 119.297548 119.297548 119.328032 A_C8_C13_C14 ZINC000001321342n
113.426226 113.311339 116.477517 116.477517 116.480077 A_C9_C8_C13 ZINC000001321342n
117.041033 116.054652 117.160907 117.160907 117.120978 A_N3_N4_C5 ZINC000001390403
124.922055 123.543449 124.823836 124.823836 124.82507 A_N4_C5_S7 ZINC000001390403
119.725291 115.737146 119.911915 119.911915 119.867235 A_C01_N6_C7 ZINC000001391014_1
105.728782 110.463865 106.044307 106.044307 106.036729 A_N6_C7_S8 ZINC000001391014_1
98.5211218 102.006503 99.8874854 99.8874854 99.8460655 A_C4_S2_C10 ZINC000001393062
127.227961 124.438546 126.92262 126.92262 126.949095 A_C6_N8_C16 ZINC000001396946_1
118.95736 118.702784 119.422926 119.422926 119.413401 A_C11_N12_O13 ZINC000001400343n_1
114.75535 121.084534 116.123549 116.123549 116.136327 A_O13_N12_C14 ZINC000001400343n_1
126.565121 132.45819 126.557004 126.557004 126.623387 A_C3_N12_N11 ZINC000001407196
111.029998 107.981132 111.040544 111.040544 110.975863 A_C8_N12_N11 ZINC000001407196
112.522627 116.581857 112.480183 112.480183 112.481113 A_C2_C4_N15 ZINC000001420704n
109.354354 113.145314 109.6164 109.6164 109.947711 A_C3_C2_C13 ZINC000001420785
110.872794 112.669037 110.921678 110.921678 110.910339 A_N9_C10_N11 ZINC000001425612_1
111.446816 109.826451 110.89989 110.89989 110.898179 A_C5_O15_N14 ZINC000001443681_2
123.964607 121.358299 123.718204 123.718204 123.748517 A_S8_C9_N14 ZINC000001443681_2
120.87486 120.96313 120.427969 120.427969 120.416873 A_C9_N14_O15 ZINC000001443681_2
119.128912 124.580415 118.609831 118.609831 118.714521 A_O3_C4_C5 ZINC000001463335
109.991311 108.962568 110.096581 110.096581 110.059532 A_O3_C4_C14 ZINC000001463335
122.455673 124.664217 122.538205 122.538205 122.420361 A_C4_C5_N6 ZINC000001463335
126.613986 124.637259 125.702957 125.702957 125.819223 A_C4_C5_N13 ZINC000001463335
110.930341 110.698524 110.902291 110.902291 110.884993 A_N6_C5_N13 ZINC000001463335
108.366399 107.886787 109.255058 106.410977 106.375987 A_O1_S2_O3 ZINC000001484979_1
101.029891 103.172854 102.64794 97.7744403 97.8007576 A_O1_S2_C5 ZINC000001484979_1
107.520188 115.037808 108.912349 99.1282586 99.0747559 A_S2_O1_H01 ZINC000001484979_1
121.736163 115.947795 121.241293 126.202201 126.179924 A_S2_C5_N6 ZINC000001484979_1
121.683254 128.04101 123.696363 119.066511 119.088152 A_S2_C5_S9 ZINC000001484979_1
108.882869 107.757033 108.393691 110.914519 110.923688 A_O3_S2_C5 ZINC000001484979_1
126.023798 125.297813 126.175943 126.175943 126.16392 A_C6_C7_C8 ZINC000001505464
109.778124 111.382524 110.272932 110.272932 110.264928 A_C8_C7_C11 ZINC000001505464
123.541555 118.368502 122.551092 122.68806 122.678256 A_N1_N2_N3 ZINC000001564374_1
122.402246 120.618686 122.363007 122.363007 122.247556 A_C5_C6_C7 ZINC000001566068
105.195589 111.668091 105.745527 105.745527 105.582798 A_C6_C7_O8 ZINC000001566068
113.924738 112.598862 115.132033 115.132033 115.20901 A_C6_C7_C9 ZINC000001566068
102.398057 106.923522 103.020777 101.685112 101.736525 A_N5_C6_C7 ZINC000001568873
115.970054 116.663647 116.955085 119.172678 119.173157 A_N5_C6_N15 ZINC000001568873
121.750783 123.205229 122.066923 118.998215 118.923447 A_C6_N15_C16 ZINC000001568873
109.623201 112.502164 109.216952 109.216952 109.284323 A_C5_C6_C11 ZINC000001571661
113.168969 116.635469 113.865454 113.865454 113.806505 A_O7_C6_C11 ZINC000001571661
121.357625 120.968186 125.908434 125.908434 125.850586 A_C8_C6_C11 ZINC000001571661
113.984899 112.686649 113.924199 113.924199 113.8927 A_C9_C8_C10 ZINC000001571661
129.681899 139.06619 129.701457 129.680582 129.731747 A_N2_C4_C5 ZINC000001574573
116.275345 111.658852 116.268682 116.348323 116.249556 A_N2_C4_O16 ZINC000001574573
118.811611 121.828002 118.779427 118.779427 118.862702 A_C7_C6_N13 ZINC000001583786n
105.953599 107.532464 106.996988 106.996988 106.977148 A_N4_C5_O11 ZINC000001603989
114.276966 112.622211 115.829854 115.829854 115.744815 A_N3_C4_C5 ZINC000001606193
117.215088 119.759982 121.299267 121.299267 121.317966 A_C4_C5_N6 ZINC000001606193
115.778317 123.405942 115.812959 115.812959 115.769872 A_C5_C4_N12 ZINC000001606193
110.555599 109.315145 110.602568 110.602568 110.618212 A_C8_C9_C10 ZINC000001606193
122.751076 123.849141 122.7735 122.7735 122.765219 A_C1_N2_C13 ZINC000001611078_1
100.554468 101.604435 100.191044 100.191044 100.180535 A_N2_C13_C12 ZINC000001611078_1
111.378613 110.664414 110.102035 110.102035 110.102728 A_N2_C13_C14 ZINC000001611078_1
110.881649 111.14374 111.241593 111.241593 111.244849 A_C3_N2_C13 ZINC000001611078_1
102.108807 102.638525 103.310241 103.310241 103.300238 A_N10_C12_C13 ZINC000001611078_1
112.433646 113.492972 112.591496 112.591496 112.591703 A_C12_C13_C14 ZINC000001611078_1
112.481968 108.140996 112.457701 112.457701 112.500467 A_C5_C6_C16 ZINC000001617863
111.191707 110.498216 111.243597 111.243597 111.218634 A_H7_C6_C16 ZINC000001617863
99.8032251 100.901747 99.6408623 99.6408623 99.6552843 A_C8_C6_C16 ZINC000001617863
113.484074 120.481269 113.084083 113.084083 113.152021 A_C4_C3_O9 ZINC000001620111
107.102626 110.757318 107.408206 107.408206 107.429043 A_C9_C2_N17 ZINC000001621780_1
120.834187 123.452189 114.551845 114.551845 114.541596 A_C01_N11_N9 ZINC000001668602_1
108.408121 110.785105 109.331304 109.331304 109.334985 A_C8_N9_N11 ZINC000001668602_1
111.403703 109.098984 110.014536 110.014536 110.013391 A_N9_N11_C18 ZINC000001668602_1
112.661138 111.176328 114.286298 114.286298 114.324601 A_C2_O16_C7 ZINC000001677949
