#QM Initial Optimized Reoptimized Retrained Bonded_term Compound
111.012648 111.536216 112.865277 112.865277 112.849105 A_C5_O6_C7 ZINC000001677949
112.262086 107.80738 111.376108 111.376108 111.364443 A_O6_C7_C8 ZINC000001677949
108.060004 112.268471 108.1809 108.1809 108.163009 A_O6_C7_C13 ZINC000001677949
110.5343 113.536888 110.443052 110.443052 110.457265 A_O6_C7_O16 ZINC000001677949
111.586763 115.869079 111.871124 111.871124 111.911326 A_O6_C7_O15 ZINC000001677981_1
109.15842 109.507395 109.143672 109.143672 109.132102 A_C2_O3_C4 ZINC000001681766_1
117.259868 115.223615 118.643173 119.018321 118.909448 A_C1_N2_C3 ZINC000001683174
104.35924 115.172912 103.704969 118.859865 118.662147 A_N2_C3_C4 ZINC000001683174
115.516141 117.991462 115.956395 116.557198 116.490471 A_C3_C4_N6 ZINC000001683174
124.054534 116.312162 123.702074 126.147674 126.03331 A_C4_N6_C7 ZINC000001683174
128.274201 119.370712 128.655781 130.600097 130.720536 A_N6_C7_N9 ZINC000001683174
127.620618 125.742747 127.339129 128.827585 128.786619 A_C7_N9_C10 ZINC000001683174
111.004268 121.142063 111.014246 110.187582 109.895734 A_N8_C7_N9 ZINC000001683174
110.386145 105.931461 110.564662 110.564662 110.611812 A_C1_N9_C8 ZINC000001685113
109.262077 103.132752 109.413989 109.413989 109.362368 A_C2_N7_C8 ZINC000001685113
128.546823 137.471321 128.440051 128.440051 128.420846 A_C6_N7_C8 ZINC000001685113
106.369 114.593208 106.364298 106.364298 106.36087 A_N7_C8_N9 ZINC000001685113
131.062948 124.080665 133.386518 133.386518 133.461245 A_N7_C8_C17 ZINC000001685113
120.718657 117.49938 120.612986 120.612986 120.648526 A_C8_N9_C10 ZINC000001685113
107.664691 107.140592 107.704796 107.704796 107.774566 A_C1_N2_C4 ZINC000001685114
106.830574 104.809851 106.867052 106.867052 106.794669 A_N2_C4_H5 ZINC000001685114
121.736668 120.83946 121.533941 121.533941 121.624258 A_N2_C4_C6 ZINC000001685114
100.159504 101.668803 99.9778229 99.9778229 100.105718 A_N2_C4_C18 ZINC000001685114
124.994579 125.158776 124.978173 124.978173 124.850252 A_H3_N2_C4 ZINC000001685114
125.45842 125.663664 125.43174 125.43174 125.34355 A_C4_C6_C7 ZINC000001685114
113.05136 112.911539 113.034348 113.034348 113.011313 A_C4_C6_C11 ZINC000001685114
107.58764 112.181352 107.600266 107.600266 107.444735 A_C4_C18_C17 ZINC000001685114
110.958762 106.807516 110.96938 110.96938 110.859106 A_H5_C4_C6 ZINC000001685114
106.314028 109.165457 106.058713 106.058713 105.952477 A_O8_C9_C11 ZINC000001696994
116.444776 117.083075 116.476657 116.476657 116.212161 A_C2_N17_O18 ZINC000001697961_1
134.092347 130.810205 134.135547 134.135547 134.077306 A_N3_C4_C5 ZINC000001697961_1
127.769878 138.149102 129.493025 129.493025 129.355558 A_C2_C3_N4 ZINC000001705340
119.663691 126.63586 120.119339 120.119339 120.098352 A_C3_N4_C5 ZINC000001705340
118.979636 117.071222 120.452118 120.452118 120.464933 A_N4_C3_N10 ZINC000001705340
108.248094 110.340952 108.339605 108.339605 108.344406 A_C1_C2_C3 ZINC000001711610
110.678023 110.332431 110.735844 110.735844 110.681897 A_C10_C9_N ZINC000001711610
110.952112 117.411505 110.065392 110.065392 110.090266 A_C01_N5_N6 ZINC000001711760_1
112.126006 110.185062 112.265943 112.265943 112.264893 A_N5_N6_N7 ZINC000001711760_1
97.7718535 97.6227652 97.8791196 97.8791196 97.8773018 A_N5_C13_C8 ZINC000001711760_1
128.201115 121.952381 128.066924 128.066924 128.063844 A_N5_C13_C12 ZINC000001711760_1
109.13052 110.72283 109.222313 109.222313 109.220676 A_N5_C13_H14 ZINC000001711760_1
106.133389 105.044927 106.131089 106.131089 106.12557 A_N6_N7_C8 ZINC000001711760_1
104.750292 107.450212 104.892231 104.892231 104.892591 A_N7_C8_H9 ZINC000001711760_1
128.466488 128.838853 132.839264 132.839264 132.83893 A_N7_C8_C10 ZINC000001711760_1
102.397487 104.594562 102.262757 102.262757 102.269917 A_N7_C8_C13 ZINC000001711760_1
112.647671 107.503695 111.708444 111.708444 111.641253 A_C7_C6_N15 ZINC000001718080
103.364002 112.287876 103.302812 103.302812 103.295279 A_C01_N5_O10 ZINC000001721075_1
105.88686 108.644308 106.288058 106.288058 106.279361 A_N5_O10_C9 ZINC000001721075_1
104.777628 111.728012 105.042325 105.042325 105.03592 A_C6_N5_O10 ZINC000001721075_1
116.224701 122.709658 115.939431 115.939431 115.950493 A_C2_C12_C11 ZINC000001721892
114.74893 117.407659 114.69414 114.69414 114.678616 A_N3_C4_C6 ZINC000001721892
120.801236 103.714309 120.609948 120.609948 120.604782 A_C4_C12_C11 ZINC000001721892
110.312965 114.230375 111.125465 111.125465 111.13713 A_H5_C4_C6 ZINC000001721892
123.834803 121.543575 124.29128 124.29128 124.289381 A_S7_C8_C9 ZINC000001743783_2
114.760829 117.617907 114.515657 114.515657 114.524868 A_S7_C8_H21 ZINC000001743783_2
123.583471 122.889864 123.507978 123.507978 123.553374 A_C6_C7_S8 ZINC000001744207_1
95.4307364 98.5293388 95.415703 95.415703 95.3460554 A_C7_S9_H17 ZINC000001744207_1
123.787414 117.658425 123.899746 123.899746 124.008341 A_S8_C7_S9 ZINC000001744207_1
120.634032 125.737927 120.665288 120.665288 120.499586 A_C6_C7_S8 ZINC000001744207
124.371526 125.897149 124.519407 124.519407 124.546902 A_C3_N2_C13 ZINC000001752189
114.323792 108.223207 112.802484 112.802484 112.784306 A_C6_C8_C13 ZINC000001752189
127.39444 132.008604 127.386584 127.386584 127.340677 A_O1_C2_C13 ZINC000001752440
106.830637 106.482231 106.574186 106.574186 106.572102 A_C2_C13_O12 ZINC000001752440
103.275084 102.367428 103.197816 103.197816 103.207612 A_N3_C2_C13 ZINC000001752440
107.961955 105.185262 107.739766 107.739766 107.752753 A_N3_C4_O12 ZINC000001752440
122.435044 123.618275 121.732 121.732 121.771185 A_C5_C4_O12 ZINC000001752440
134.87072 116.504718 134.801682 134.801682 134.7818 A_C2_C4_N18 ZINC000001753214
113.055868 109.756221 112.439807 112.439807 112.414617 A_C2_C3_S4 ZINC000001760327
109.871152 108.565123 109.866777 109.866777 109.869855 A_S4_C7_C8 ZINC000001760327
107.753592 107.370961 107.617334 107.617334 107.633728 A_S4_C7_C13 ZINC000001760327
127.714795 119.607268 128.561126 128.561126 128.457957 A_N1_N2_C3 ZINC000001870603_1
129.290124 127.295155 129.632863 129.632863 129.69402 A_N1_N2_C3 ZINC000001870603
120.147199 124.118361 120.484134 120.484134 120.500826 A_N1_N2_C16 ZINC000001870603
108.0971 117.622386 108.196687 108.196687 107.811626 A_N2_N1_H17 ZINC000001870603
122.595158 128.760717 119.589315 119.589315 118.538377 A_N2_C3_C4 ZINC000001870603
106.249934 109.375153 106.285482 106.285482 106.288444 A_N2_C16_N11 ZINC000001870603
134.70271 134.32847 136.207214 136.207214 136.253863 A_C3_N7_C8 ZINC000002012927
126.311379 124.727492 126.139662 126.139662 126.135085 A_C3_N7_C13 ZINC000002012927
88.4284145 85.9260542 87.6830106 87.6830106 87.6631598 A_N7_C13_C10 ZINC000002012927
113.29255 115.873553 112.663967 112.663967 112.672196 A_N7_C13_H14 ZINC000002012927
110.974976 104.611133 109.466424 109.466424 109.41291 A_N7_C13_S15 ZINC000002012927
94.7879468 94.0614219 96.2006394 96.2006394 96.2422901 A_C8_N7_C13 ZINC000002012927
119.512275 127.750851 119.0773 119.0773 119.087924 A_C8_C10_N12 ZINC000002012927
84.753211 85.3109566 84.9990195 84.9990195 85.0169201 A_C8_C10_C13 ZINC000002012927
117.215361 117.35718 117.135714 117.135714 117.168774 A_C10_C13_H14 ZINC000002012927
115.945647 113.804445 116.265063 116.265063 116.235667 A_C10_C13_S15 ZINC000002012927
108.970137 109.691795 109.150092 109.150092 109.142472 A_H11_C10_N12 ZINC000002012927
111.36818 111.31376 112.037082 112.037082 112.030909 A_H11_C10_C13 ZINC000002012927
117.873578 109.11866 117.911305 117.911305 117.927284 A_N12_C10_C13 ZINC000002012927
112.695632 110.489659 112.531878 112.531878 112.557973 A_C01_C6_C2 ZINC000002037527_1
125.193598 125.937144 125.157134 125.157134 125.166703 A_O1_C2_C6 ZINC000002037527_1
109.080397 109.140187 108.923456 108.923456 108.920355 A_C3_C2_C6 ZINC000002037527_1
126.05819 119.085694 128.330523 128.330523 128.247899 A_C3_C2_C11 ZINC000002038421_1
127.60786 120.260325 127.072969 127.072969 126.998986 A_C1_C2_C3 ZINC000002038421
125.133575 115.823297 124.311129 124.311129 123.788358 A_C3_C2_C11 ZINC000002038421
105.520184 100.889517 105.34278 105.34278 105.40871 A_N6_C7_O13 ZINC000002043262
109.856972 109.633508 111.063328 111.063328 111.073856 A_C1_C2_S4 ZINC000002173760
107.62525 108.680699 107.626258 107.626258 107.61561 A_C2_S4_O5 ZINC000002173760
98.6051358 99.7415883 98.7081077 98.7081077 98.7448436 A_C2_S4_C7 ZINC000002173760
105.490692 105.762651 105.637383 105.637383 105.597166 A_S4_C2_S9 ZINC000002173760
105.562064 104.303256 105.849465 105.849465 105.846707 A_S4_C7_C8 ZINC000002173760
106.53657 112.695392 106.552949 106.552949 106.543867 A_S4_C7_H18 ZINC000002173760
106.384751 107.068236 106.343831 106.343831 106.328725 A_O5_S4_C7 ZINC000002173760
109.032883 114.627821 109.041346 109.041346 109.018934 A_N3_C4_O11 ZINC000002232417_1
111.533085 114.566156 111.384611 111.384611 111.315607 A_C4_O11_C12 ZINC000002232417_1
119.926607 119.151638 120.249937 120.249937 120.265451 A_N3_C2_N18 ZINC000002292870n_1
120.225074 125.721173 120.469213 120.469213 120.536543 A_N3_C4_O5 ZINC000002292870n_1
112.912437 113.584689 113.172498 113.172498 113.1269 A_O5_C4_C6 ZINC000002292870n_1
122.657492 129.828265 122.641161 122.641161 122.410739 A_C6_C7_C8 ZINC000002384500
116.014425 117.111089 115.997384 115.997384 115.992535 A_C1_C2_N12 ZINC000002488985
118.27174 115.028725 118.479697 118.479697 118.462374 A_C3_C4_N5 ZINC000002488985
113.311041 121.387588 113.849034 113.849034 113.971759 A_C4_N5_N6 ZINC000002488985
56.4349613 58.8270333 56.409229 56.409229 56.3874627 A_N5_N6_C7 ZINC000002488985
106.740747 123.888357 106.561713 106.561713 106.84411 A_N5_N6_H17 ZINC000002488985
143.785289 144.398888 143.863799 143.863799 143.839591 A_N5_C7_S8 ZINC000002488985
54.7772613 58.044479 54.8994941 54.8994941 54.883112 A_N6_N5_C7 ZINC000002488985
124.733808 125.646993 124.676098 124.676098 124.563818 A_C2_C4_N5 ZINC000002506754
120.465412 119.632305 120.407635 120.407635 120.530788 A_C2_C4_S10 ZINC000002506754
119.231975 116.490536 119.179836 119.179836 119.142567 A_C3_C9_S10 ZINC000002507566_1
102.36618 94.5290188 99.1820184 99.1820184 99.2919993 A_C1_S2_C3 ZINC000002507566
120.588578 110.030391 117.253439 117.253439 117.39926 A_S2_C3_C4 ZINC000002507566
101.892079 102.422881 102.000518 102.000518 101.964467 A_C4_C13_C12 ZINC000002507829
102.745769 107.186175 101.911079 101.911079 102.020466 A_O1_C2_N9 ZINC000002509844
109.369239 107.279476 109.862551 109.862551 109.874341 A_C2_O1_H20 ZINC000002509844
111.528064 109.425274 111.926188 111.926188 111.915311 A_C6_C15_S16 ZINC000002509844
110.018681 109.640181 109.553322 109.553322 109.548704 A_C8_C6_C15 ZINC000002509844
105.071926 105.629824 105.154843 105.154843 105.303688 A_C1_C5_O6 ZINC000002511723n_2
108.85777 112.516275 108.952778 114.152852 113.948908 A_H01_N1_C5 ZINC000002511723n_3
113.331486 106.980532 115.256001 116.873798 117.000294 A_N1_C5_C6 ZINC000002511723n_3
107.341283 105.885266 108.992991 107.688042 107.699947 A_N1_C5_C7 ZINC000002511723n_3
106.893028 112.048019 107.737815 110.602542 110.230568 A_N1_C5_C14 ZINC000002511723n_3
110.709831 111.700597 112.000801 112.000801 111.71383 A_C1_C5_C7 ZINC000002511723n_5
109.337354 107.37344 109.518828 109.518828 109.938483 A_C1_C5_C14 ZINC000002511723n_5
101.203517 103.325082 101.26121 101.26121 101.310398 A_C7_C5_C14 ZINC000002511723n_5
108.611441 97.6211845 108.443219 108.443219 108.565631 A_N1_C5_O6 ZINC000002511723n
98.9133954 94.2302917 98.5911542 98.5911542 101.040119 A_N1_C5_O6 ZINC000002511723
111.718541 115.149156 111.79743 111.79743 111.461138 A_H2_N1_C5 ZINC000002511723
108.745654 106.882122 108.749477 108.749477 108.627252 A_C5_N6_S7 ZINC000002524420
109.034385 106.17543 109.032149 109.032149 109.39808 A_S7_N6_H18 ZINC000002524420
111.18089 113.482525 111.057831 111.057831 111.074077 A_O1_C2_C4 ZINC000002556216n
126.623091 127.377804 126.715804 126.715804 126.72596 A_O3_C2_C4 ZINC000002556216n
118.678628 122.979356 118.696092 118.696092 118.814899 A_C1_C2_N12 ZINC000002556841
110.90544 124.520905 112.834531 112.882848 112.878282 A_C6_N7_O8 ZINC000002573398
102.129455 101.672986 102.228543 103.073905 102.835086 A_N7_O8_H18 ZINC000002573398
104.658901 108.464322 107.642838 107.180741 107.076999 A_O8_N7_H17 ZINC000002573398
115.656554 116.462588 116.210656 116.210656 116.219318 A_C2_C11_C9 ZINC000002577992
114.889543 116.00953 115.125138 115.125138 115.099732 A_C8_C9_C11 ZINC000002577992
121.683693 116.766836 122.345383 122.345383 122.197599 A_C6_C7_C9 ZINC000002583571
114.816316 113.845527 115.496257 115.496257 115.209054 A_O8_C7_C9 ZINC000002583571
110.731998 113.578043 110.900044 110.900044 110.893488 A_C7_C5_C11 ZINC000002584295
126.366368 130.310006 126.611686 126.611686 126.903433 A_C2_C4_C5 ZINC000002599164
126.971465 125.65165 128.561873 128.561873 128.529325 A_C4_C5_C6 ZINC000002599164
120.593415 128.944953 120.490492 120.490492 120.486719 A_O1_C2_O12 ZINC000002774749_1
107.690573 106.632284 107.832498 107.832498 107.843594 A_C2_O12_N11 ZINC000002774749_1
106.076155 104.766733 106.356786 106.356786 106.342265 A_C3_C2_O12 ZINC000002774749_1
107.094011 113.199018 107.110361 107.110361 107.104567 A_C4_N11_O12 ZINC000002774749_1
106.017046 120.550805 106.026681 106.026681 106.078826 A_O12_N11_H19 ZINC000002774749_1
111.344392 113.266449 111.334631 110.11089 110.179688 A_N8_C6_N17 ZINC000002778777_2
131.3457 118.127782 131.372406 128.689296 128.758839 A_N8_C9_C10 ZINC000002778777_2
123.443013 117.309501 123.232567 124.366412 124.315702 A_N8_C9_C14 ZINC000002778777_2
125.852731 130.208668 130.779062 131.312304 131.194368 A_N13_C14_C15 ZINC000002778777_2
120.989889 124.391712 120.926594 120.926594 120.956074 A_C7_N8_N12 ZINC000002786753
108.449347 108.924765 108.642222 108.642222 108.63806 A_C9_N8_N12 ZINC000002786753
120.442578 121.933736 120.279625 120.279625 120.282907 A_O1_C2_S12 ZINC000002895850_1
96.198402 94.6197156 96.2227907 96.2227907 96.2198967 A_C2_S12_S11 ZINC000002895850_1
110.923558 112.228202 111.426744 111.426744 111.432943 A_C3_C2_S12 ZINC000002895850_1
95.2403664 101.095924 95.8132895 95.8132895 95.8113381 A_C4_S11_S12 ZINC000002895850_1
109.252137 101.708044 109.268717 109.268717 109.226637 A_C1_C2_N12 ZINC000003029908_1
99.2388243 102.695801 99.4855883 97.5843484 97.4738656 A_O1_S2_C5 ZINC000003070079n
114.087173 116.950167 116.408525 117.1967 117.238184 A_S2_C5_N6 ZINC000003070079n
116.866247 120.153344 117.138393 116.585622 116.605761 A_S2_C5_N6 ZINC000003070079
111.563677 112.45089 111.718699 111.718699 111.776692 A_C01_N5_C9 ZINC000003080625_1
108.705375 112.939953 108.778366 108.778366 108.793888 A_N5_C6_H18 ZINC000003080625_1
104.704224 105.292517 104.577969 104.577969 104.556556 A_N5_C9_C8 ZINC000003080625_1
106.417 109.227038 106.492091 106.492091 106.512953 A_N5_C9_H24 ZINC000003080625_1
105.796914 107.447121 106.153715 106.153715 106.157471 A_C6_N5_C9 ZINC000003080625_1
111.862125 109.360122 111.837157 111.837157 111.830282 A_C6_N5_C12 ZINC000003080625_1
116.226321 112.521896 115.785948 115.785948 115.777072 A_C7_C6_H18 ZINC000003080625_1
110.959089 111.384044 112.843904 112.843904 112.864086 A_C8_C9_H24 ZINC000003080625_1
109.106097 108.565768 109.19298 109.19298 109.179768 A_H18_C6_H19 ZINC000003080625_1
111.232985 108.500908 110.141326 110.141326 109.985283 A_C2_C12_C10 ZINC000003086176_1
119.480146 117.107118 119.19267 119.19267 119.450624 A_C4_N9_C10 ZINC000003086176_1
117.695879 118.790365 116.901508 116.901508 116.694394 A_C8_N9_C10 ZINC000003086176_1
137.178015 133.174191 137.031598 137.031598 137.007283 A_S7_C6_N14 ZINC000003127918
98.5245643 92.4924888 98.1244261 98.1244261 98.15049 A_C4_C14_C15 ZINC000003127994
143.882293 126.222011 142.561028 142.561028 142.510292 A_C7_C19_C18 ZINC000003127994
84.52556 79.5753355 83.7997544 83.7997544 83.7813157 A_C15_C17_C18 ZINC000003127994
113.902542 117.65689 114.256757 114.256757 114.244832 A_C15_C17_H31 ZINC000003127994
86.5763384 77.6903385 85.7320319 85.7320319 85.7258696 A_C15_C19_C18 ZINC000003127994
110.101648 107.382943 112.323523 113.142656 113.162039 A_C5_C6_C7 ZINC000003132279
110.096729 109.532639 110.184243 110.837474 110.483559 A_C5_C6_O13 ZINC000003132279
130.755717 133.119642 130.736521 130.736521 130.256287 A_C5_N19_C18 ZINC000003165873
120.748204 119.624012 121.676794 121.676794 122.010928 A_C9_N19_C18 ZINC000003165873
119.690198 117.266053 118.506092 118.506092 118.860702 A_N16_C18_H34 ZINC000003165873
119.938319 117.066247 119.620301 119.620301 119.41406 A_N19_C18_H34 ZINC000003165873
124.255998 119.132867 123.196347 122.984693 122.962077 A_C1_C2_S3 ZINC000003189195
121.868117 121.72253 122.250409 122.949033 122.921716 A_C2_C1_H14 ZINC000003189195
109.515456 114.416892 109.287612 109.264333 109.308257 A_S3_C2_N12 ZINC000003189195
112.109801 111.336647 111.309187 111.309187 111.412062 A_C4_N5_C6 ZINC000003230885
111.036106 108.301739 111.082128 111.082128 111.047791 A_N5_C4_C8 ZINC000003230885
125.169443 126.346589 125.286323 125.286323 125.140348 A_C6_N5_C9 ZINC000003230885
120.506164 119.305086 115.310441 115.310441 115.535349 A_C01_N7_S8 ZINC000003292855_1
90.0594523 94.4619288 90.8617288 90.8617288 90.9080684 A_N7_S8_C9 ZINC000003292855_1
116.694895 111.214677 114.185402 114.185402 114.175197 A_S8_N7_C15 ZINC000003292855_1
118.553807 118.426533 118.549 118.549 118.488889 A_C01_C7_N2 ZINC000003468889_1
115.070553 108.277702 115.215379 115.215379 115.196854 A_C1_N2_C7 ZINC000003468889_1
107.86291 110.067679 108.106854 108.106854 108.060319 A_H3_N2_C7 ZINC000003468889_1
104.674463 103.905587 104.529492 104.529492 104.555644 A_C4_N2_C7 ZINC000003468889_1
119.857866 116.690677 119.656169 119.656169 119.679917 A_C01_C7_N2 ZINC000003468889n_1
117.694711 125.154417 117.928943 117.928943 117.904695 A_C1_N2_C7 ZINC000003468889n_1
116.67919 123.972922 115.951553 115.951553 115.991022 A_C1_N2_C7 ZINC000003468889n
112.195243 109.08678 111.559928 111.559928 111.563081 A_N2_C7_C6 ZINC000003468889n
119.876928 126.102251 120.22458 120.22458 120.221216 A_N2_C7_C8 ZINC000003468889n
119.030254 119.727446 116.640038 116.640038 116.695549 A_C4_N5_C13 ZINC000003628406
111.308567 112.1029 111.665938 111.665938 111.824041 A_C1_C2_C4 ZINC000003704331
111.738195 109.204939 111.086046 111.086046 110.722511 A_N5_C8_C10 ZINC000003704331
110.11104 110.457475 110.046634 110.046634 110.054804 A_H9_C8_C10 ZINC000003704331
117.962775 114.698302 117.917157 117.917157 117.895771 A_C10_C8_C17 ZINC000003704331
111.359288 113.20459 111.937762 111.937762 111.889271 A_C7_C9_N14 ZINC000003732452
107.420965 110.888822 108.373011 108.373011 108.342085 A_C9_C7_C17 ZINC000003732452
109.463121 110.651816 109.79919 109.79919 109.831794 A_C1_C2_C11 ZINC000003732484_1
123.930156 129.049925 121.053131 121.053131 121.216112 A_C3_C2_C11 ZINC000003732484_1
113.2105 117.601524 115.900061 115.900061 115.75518 A_C3_C2_O11 ZINC000003732484
108.486462 112.50916 108.827469 108.827469 108.770901 A_N4_C5_C6 ZINC000003845199
128.662037 127.484029 128.19501 128.19501 128.37721 A_N4_C5_C14 ZINC000003845199
110.626763 110.331453 110.329627 110.329627 110.265993 A_N4_C16_C18 ZINC000003845199
108.74195 104.914118 109.069878 109.069878 109.122646 A_C5_N4_C16 ZINC000003845199
112.837324 110.472652 112.797679 112.797679 112.766946 A_N5_C6_H20 ZINC000003847683
111.622188 119.473276 108.090374 108.090374 108.090859 A_O12_C13_C14 ZINC000003848005_1
126.57913 122.630203 132.417364 132.417364 132.399844 A_C14_C13_C15 ZINC000003848005_1
112.282605 111.955024 113.50018 113.50018 113.435311 A_C2_C11_C13 ZINC000003848247
111.955363 106.177727 110.774692 110.774692 110.74896 A_C10_C11_C13 ZINC000003848247
106.414408 112.618745 106.801952 106.801952 106.87097 A_O12_C11_C13 ZINC000003848247
115.768487 117.910362 115.514043 115.514043 115.563961 A_O2_C3_C5 ZINC000003848293
115.072985 117.386852 115.406201 115.406201 115.382656 A_O2_C3_C13 ZINC000003848293
129.221162 138.348736 129.83268 129.83268 129.897931 A_C3_C5_C6 ZINC000003848355
119.222856 112.635347 119.385695 119.385695 119.291051 A_C6_C5_N12 ZINC000003848355
110.99107 122.313994 111.065096 111.115448 111.165195 A_N1_C2_O17 ZINC000003850821_1
127.453504 120.603898 127.48989 126.086979 126.069174 A_N3_C2_O17 ZINC000003850821_1
110.401897 118.391038 110.556917 110.556917 110.582747 A_C11_C12_N13 ZINC000003880447_1
117.541767 111.875719 117.433178 109.868295 109.796577 A_H02_N12_S13 ZINC000003887489n
118.636808 120.663265 118.834842 116.934645 116.978397 A_C4_C3_S7 ZINC000003887489n
89.5522691 90.9777549 89.6141928 90.3506657 90.3701817 A_C8_S13_N12 ZINC000003887489n
116.274909 120.04207 116.243668 117.220753 117.193944 A_C10_N12_S13 ZINC000003887489n
110.331188 82.8548769 110.333305 111.145544 111.117271 A_N12_S13_O14 ZINC000003887489n
92.9377253 93.3583385 92.9429523 92.9429523 92.9482393 A_C3_S4_C5 ZINC000003887569_1
114.316611 119.47736 114.390195 115.902169 115.957954 A_C2_N3_N4 ZINC000003888383
128.445227 135.934214 128.520849 129.629031 129.672039 A_N3_N4_C5 ZINC000003888383
127.135759 122.001707 127.279041 126.149832 126.115367 A_N3_N4_C8 ZINC000003888383
122.380751 116.858021 122.389676 122.491535 122.428127 A_N1_C2_S3 ZINC000003993826
120.40997 123.617544 121.599871 122.669422 122.56857 A_C10_N11_C12 ZINC000003993826
111.740707 117.75085 111.780626 111.780626 111.892089 A_C2_C4_C15 ZINC000004011673
105.956611 111.172393 106.038626 106.038626 106.062216 A_C4_C17_O18 ZINC000004023402_1
112.192108 111.099245 112.376708 112.376708 112.352966 A_C9_C17_O18 ZINC000004023402_1
108.620291 112.727529 108.514525 108.514525 108.490565 A_C9_C17_O19 ZINC000004023402_1
108.66451 103.913059 108.91737 108.91737 108.96846 A_O18_C17_O19 ZINC000004023402_1
117.567462 121.93567 117.519696 117.519696 117.393312 A_O1_C2_S3 ZINC000004091655_1
120.884656 117.54749 120.61942 120.61942 120.850617 A_S3_C2_N12 ZINC000004091655_1
109.190002 106.431543 109.283974 109.283974 109.264002 A_C7_N8_C10 ZINC000004101141_2
112.373874 114.427335 112.436629 112.436629 112.441175 A_N8_C10_C11 ZINC000004101141_2
117.338355 122.518221 117.347957 117.347957 117.317468 A_N8_C10_H23 ZINC000004101141_2
110.354068 112.626262 110.328746 110.328746 110.306522 A_H9_N8_C10 ZINC000004101141_2
102.250594 100.126218 101.131323 101.131323 101.138019 A_N17_C5_N7 ZINC000004189718_1
110.145732 112.969009 110.328323 110.328323 110.314335 A_N17_C5_H02 ZINC000004189718_1
107.00652 112.506044 107.093384 107.093384 107.08887 A_N17_C9_N10 ZINC000004189718_1
132.246428 137.913664 134.680115 134.680115 134.694828 A_C5_N17_C16 ZINC000004189718_1
101.56676 112.255457 102.126286 102.126286 102.065656 A_C5_N17_C9 ZINC000004189718_1
102.279206 103.729786 102.399915 102.399915 102.336744 A_N7_N8_C9 ZINC000004189718_1
111.474409 115.685275 117.380647 113.70243 113.560305 A_C2_C5_N17 ZINC000004189718
111.317315 111.68502 111.486335 112.390004 112.315861 A_C6_C5_N17 ZINC000004189718
100.186203 102.46813 99.7573609 99.1535954 99.2122109 A_N7_C5_N17 ZINC000004189718
111.712025 112.695085 111.815269 111.815269 111.757215 A_C5_C18_C10 ZINC000004202974
104.458971 103.819185 103.795941 105.742062 105.749235 A_S5_C7_C8 ZINC000004214486
109.694374 111.743297 111.920898 114.108251 114.141374 A_S5_C7_C10 ZINC000004214486
111.054488 112.251808 111.004416 111.004416 110.924983 A_N3_C6_C8 ZINC000004237890
113.334901 112.810383 113.580677 113.580677 113.54929 A_C6_C8_C9 ZINC000004237890
107.863482 105.264762 110.165205 110.165205 110.168297 A_O4_C2_O19 ZINC000004303615
113.759597 113.886752 112.894411 112.894411 112.898496 A_C8_C10_H11 ZINC000004303615
122.700226 119.743189 123.191987 123.191987 123.154312 A_C8_C10_C12 ZINC000004303615
116.771866 116.488242 115.309556 115.309556 115.319236 A_C8_C10_O13 ZINC000004303615
125.421817 129.383266 126.811395 126.811395 126.945913 A_C14_C17_O19 ZINC000004303615
115.877364 114.95553 115.82362 115.82362 115.82362 A_S2_C4_S5 ZINC000004403768
111.46995 111.502331 111.523567 111.523567 111.53886 A_C1_C2_S4 ZINC000004419542_1
93.3684605 91.9980412 93.073899 93.073899 93.0798993 A_C2_S4_C5 ZINC000004419542_1
110.039956 115.635448 110.040474 110.040474 110.029629 A_S4_C5_C7 ZINC000004419542_1
111.487749 108.949607 111.376253 111.376253 111.368721 A_O9_C10_C11 ZINC000004521853_1
124.043807 116.770259 122.904947 122.904947 122.917158 A_C1_C2_C3 ZINC000004521853
124.043807 116.770028 122.915005 122.915005 122.916937 A_C2_C3_C4 ZINC000004521853
111.967819 118.497929 111.508197 111.508197 111.501696 A_C2_C3_O8 ZINC000004521853
111.967819 118.495021 111.515297 111.515297 111.50299 A_C3_C2_O9 ZINC000004521853
107.830559 109.344337 108.219589 108.219589 108.206864 A_C2_N3_N4 ZINC000004530442
118.027748 125.129031 118.67308 118.67308 118.695257 A_N3_N4_C5 ZINC000004530442
111.450162 106.052176 110.143576 110.143576 110.138878 A_N3_N4_C8 ZINC000004530442
111.506623 116.875892 112.940615 112.940615 112.950743 A_N4_C8_C9 ZINC000004530442
109.258124 112.237123 110.442646 110.521912 110.77382 A_C10_C11_N15 ZINC000004553215_1
111.279965 109.379725 110.93057 110.615032 110.645824 A_C11_N15_N14 ZINC000004553215_1
111.915271 108.609916 111.831436 111.932648 111.890725 A_C13_N14_N15 ZINC000004553215_1
104.164588 113.014824 105.740922 105.372684 105.422846 A_N15_C11_C16 ZINC000004553215_1
120.832968 117.527029 121.009851 121.009851 120.994051 A_C5_N6_C7 ZINC000004642428
123.519434 128.405399 123.205605 123.205605 123.225126 A_C5_N6_C11 ZINC000004642428
104.040179 108.731655 103.819025 103.819025 103.816406 A_N6_C7_S8 ZINC000004642428
108.769958 106.82994 108.807235 108.807235 108.811691 A_C7_S8_O9 ZINC000004642428
86.3506071 87.5932516 86.333408 86.333408 86.3353233 A_C7_S8_C10 ZINC000004642428
