#QM Initial Optimized Reoptimized Retrained Bonded_term Compound
6.65922	5.22587	6.43035	6.43035	6.45369 d_n3_c5_c7_c16 230003
4.66979	3.32943	3.91515	3.91515	4.04254 d_n3_c5_c7_c16 230003
3.01144	1.95984	2.21007	2.21007	2.42364 d_n3_c5_c7_c16 230003
1.55231	0.827505	1.06069	1.06069	1.33668 d_n3_c5_c7_c16 230003
0.504731	0.110401	0.342246	0.342246	0.657111 d_n3_c5_c7_c16 230003
0.0265093	0	0.0197225	0.0197225	0.353539 d_n3_c5_c7_c16 230003
-1.87752e-05	0.09791	0	0	0.33582 d_n3_c5_c7_c16 230003
0.080382	0.574152	0.0967239	0.0967239	0.431013 d_n3_c5_c7_c16 230003
0.623074	1.75207	0.591431	0.591431	0.90752 d_n3_c5_c7_c16 230003
1.65535	3.31704	1.50352	1.50352	1.7805 d_n3_c5_c7_c16 230003
3.10588	5.10193	2.86655	2.86655	3.08466 d_n3_c5_c7_c16 230003
4.96278	7.26408	4.86998	4.86998	5.01973 d_n3_c5_c7_c16 230003
7.36168	10.1346	7.76363	7.76363	7.85096 d_n3_c5_c7_c16 230003
10.7487	13.87	11.5	11.5	11.5227 d_n3_c5_c7_c16 230003
14.8026	18.2409	15.2895	15.2895	15.1849 d_n3_c5_c7_c16 230003
5.32461	9.02667	6.09217	6.09217	6.00487 d_n3_c5_c7_c16 230003
3.21501	6.55104	3.77685	3.77685	3.67626 d_n3_c5_c7_c16 230003
1.75917	4.77593	1.9705	1.9705	1.86871 d_n3_c5_c7_c16 230003
0.86586	3.76084	0.756706	0.756706	0.664137 d_n3_c5_c7_c16 230003
0.433059	3.44475	0.133624	0.133624	0.0597075 d_n3_c5_c7_c16 230003
0.326154	3.61555	0.0465262	0.0465262	0 d_n3_c5_c7_c16 230003
0.481756	3.8755	0.376172	0.376172	0.36145 d_n3_c5_c7_c16 230003
0.64916	3.73759	0.90158	0.90158	0.914985 d_n3_c5_c7_c16 230003
0.564307	3.33234	1.30248	1.30248	1.33142 d_n3_c5_c7_c16 230003
0.116271	3.13782	1.37273	1.37273	1.40925 d_n3_c5_c7_c16 230003
0.0914943	3.25829	1.25904	1.25904	1.3084 d_n3_c5_c7_c16 230003
0.618104	3.54426	1.18086	1.18086	1.24311 d_n3_c5_c7_c16 230003
1.43903	3.84373	1.28106	1.28106	1.35028 d_n3_c5_c7_c16 230003
2.29989	4.32388	1.73179	1.73179	1.80133 d_n3_c5_c7_c16 230003
3.18195	5.2988	2.65231	2.65231	2.71462 d_n3_c5_c7_c16 230003
4.24353	6.97101	4.02536	4.02536	4.07174 d_n3_c5_c7_c16 230003
5.62233	9.28653	5.6638	5.6638	5.68589 d_n3_c5_c7_c16 230003
7.22329	11.6689	7.20225	7.20225	7.19977 d_n3_c5_c7_c16 230003
8.72716	12.6819	8.333	8.333	8.3064 d_n3_c5_c7_c16 230003
9.68289	12.2447	9.11557	9.11557	9.0516 d_n3_c5_c7_c16 230003
10.2138	10.9259	9.72263	9.72263	9.60866 d_n3_c5_c7_c16 230003
9.57615	8.02199	9.2156	9.2156	9.34675 d_n3_c5_c7_c16 230003
3.65249	3.49513	3.86728	3.86728	3.8553 d_c2_c3_c4_n13 230004
2.07799	2.14981	2.52756	2.52756	2.51348 d_c2_c3_c4_n13 230004
0.929811	1.08358	1.41571	1.41571	1.4093 d_c2_c3_c4_n13 230004
0.251495	0.385451	0.615479	0.615479	0.61124 d_c2_c3_c4_n13 230004
0.00555423	0.053123	0.145204	0.145204	0.14349 d_c2_c3_c4_n13 230004
0.08885	0.015209	0	0	0 d_c2_c3_c4_n13 230004
0.346825	0.168661	0.145559	0.145559	0.148501 d_c2_c3_c4_n13 230004
0.605659	0.372943	0.500384	0.500384	0.503256 d_c2_c3_c4_n13 230004
0.734406	0.49318	0.823866	0.823866	0.825052 d_c2_c3_c4_n13 230004
0.703455	0.463329	0.654274	0.654274	0.651436 d_c2_c3_c4_n13 230004
0.586766	0.338345	0.3393	0.3393	0.339048 d_c2_c3_c4_n13 230004
0.519629	0.260748	0.224556	0.224556	0.229615 d_c2_c3_c4_n13 230004
0.651384	0.377221	0.417335	0.417335	0.421918 d_c2_c3_c4_n13 230004
1.10404	0.814962	0.931122	0.931122	0.944972 d_c2_c3_c4_n13 230004
1.94353	1.60793	1.77705	1.77705	1.79363 d_c2_c3_c4_n13 230004
3.16479	2.77831	2.91473	2.91473	2.93186 d_c2_c3_c4_n13 230004
4.68233	4.20783	4.25987	4.25987	4.27947 d_c2_c3_c4_n13 230004
4.80451	4.46215	4.69229	4.69229	4.68909 d_c2_c3_c4_n13 230004
3.32734	3.16214	3.43932	3.43932	3.43755 d_c2_c3_c4_n13 230004
1.99943	1.92516	2.22415	2.22415	2.22514 d_c2_c3_c4_n13 230004
0.96119	0.95133	1.22172	1.22172	1.22657 d_c2_c3_c4_n13 230004
0.296475	0.318397	0.503284	0.503284	0.508909 d_c2_c3_c4_n13 230004
0.0170568	0.027739	0.0973117	0.0973117	0.0989682 d_c2_c3_c4_n13 230004
7.09965e-05	0	0.0334437	0.0334437	0.0354501 d_c2_c3_c4_n13 230004
0.0557452	0.028235	0.0077377	0.0077377	0.007584 d_c2_c3_c4_n13 230004
0.282688	0.207536	0.206063	0.206063	0.200567 d_c2_c3_c4_n13 230004
0.545314	0.410139	0.590798	0.590798	0.584999 d_c2_c3_c4_n13 230004
0.713094	0.498989	0.837005	0.837005	0.835307 d_c2_c3_c4_n13 230004
0.720223	0.437999	0.575819	0.575819	0.577231 d_c2_c3_c4_n13 230004
0.608129	0.315764	0.296932	0.296932	0.29908 d_c2_c3_c4_n13 230004
0.524492	0.27316	0.256676	0.256676	0.260524 d_c2_c3_c4_n13 230004
0.656867	0.452241	0.543243	0.543243	0.540931 d_c2_c3_c4_n13 230004
1.163	0.960962	1.17339	1.17339	1.17211 d_c2_c3_c4_n13 230004
2.13588	1.86481	2.15664	2.15664	2.15339 d_c2_c3_c4_n13 230004
3.5831	3.13699	3.43793	3.43793	3.43079 d_c2_c3_c4_n13 230004
5.37158	4.52523	4.78364	4.78364	4.77333 d_c2_c3_c4_n13 230004
5.47071	4.79677	5.13488	5.13488	5.12399 d_c2_c3_c4_n13 230004
2.19051	5.60854	2.03784	2.03784	2.03559 d_n1_n2_c3_c8 230006
1.18557	3.68233	1.00697	1.00697	1.00206 d_n1_n2_c3_c8 230006
0.380975	1.93157	0.313414	0.313414	0.299865 d_n1_n2_c3_c8 230006
0.0182558	0.685995	0.0074579	0.0074579	0.0039421 d_n1_n2_c3_c8 230006
0.100522	0.0607661	0.111947	0.111947	0.125816 d_n1_n2_c3_c8 230006
0.507855	0.0076591	0.53266	0.53266	0.576153 d_n1_n2_c3_c8 230006
1.05433	0.321268	1.10232	1.10232	1.17866 d_n1_n2_c3_c8 230006
1.52157	0.706337	1.58145	1.58145	1.68412 d_n1_n2_c3_c8 230006
1.71257	0.877231	1.75656	1.75656	1.86621 d_n1_n2_c3_c8 230006
1.54435	0.732628	1.56394	1.56394	1.6584 d_n1_n2_c3_c8 230006
1.0997	0.384053	1.10322	1.10322	1.16917 d_n1_n2_c3_c8 230006
0.559952	0.0514921	0.566038	0.566038	0.600603 d_n1_n2_c3_c8 230006
0.133812	0.0022707	0.149175	0.149175	0.160073 d_n1_n2_c3_c8 230006
0.00566333	0.438009	0.0007128	0.0007128	0.000334 d_n1_n2_c3_c8 230006
0.28766	1.45492	0.196425	0.196425	0.194674 d_n1_n2_c3_c8 230006
0.976432	3.00755	0.755049	0.755049	0.758617 d_n1_n2_c3_c8 230006
1.92582	4.88524	1.63706	1.63706	1.67314 d_n1_n2_c3_c8 230006
2.72986	6.72176	2.77373	2.77373	2.78671 d_n1_n2_c3_c8 230006
1.9246	4.87891	1.64385	1.64385	1.66792 d_n1_n2_c3_c8 230006
0.97528	3.00401	0.747418	0.747418	0.758498 d_n1_n2_c3_c8 230006
