#RMSD_ini RMSD_opt RMSD_reo RMSD_ret conf_ID zincID
4.869161171E-02 8.842310585E-02 8.842310585E-02 8.852315607E-02 3 230013
8.357615649E-02 0.201578229 0.201578229 0.200067032 4 230013
8.943237612E-02 0.215125906 0.215125906 0.214044003 5 230013
8.236696052E-02 0.172995261 0.172995261 0.172435125 6 230013
8.714962038E-02 7.994926771E-02 7.994926771E-02 7.965820167E-02 7 230013
8.729320507E-02 5.29478659E-02 5.29478659E-02 5.278819788E-02 8 230013
0.128039024 0.114514964 0.114514964 0.116439157 1 230014
9.594955928E-02 3.162864796E-02 3.162864796E-02 3.158237981E-02 1 230016
0.207850664 0.128670203 0.128670203 0.130487217 1 230017
0.195873059 6.893840249E-02 6.893840249E-02 6.318742324E-02 1 230019
8.945899168E-02 0.217545449 0.217545449 0.217405132 1 23001A
8.524237536E-02 0.215352025 0.215352025 0.215119024 2 23001A
0.201072237 0.165165008 0.165165008 0.1658561 1 23001B
0.133342769 0.103132515 0.150005396 0.146037253 1 23001C
0.127279755 0.103568603 0.148620545 0.144611884 2 23001C
0.2215881 0.118658888 0.118658888 0.113878676 1 23001D
0.207235289 0.110473386 0.110473386 0.106222679 2 23001D
0.207441025 0.110010962 0.110010962 0.105722405 3 23001D
0.221902852 0.118861824 0.118861824 0.114083887 4 23001D
0.228951107 0.131096497 0.131096497 0.126126078 5 23001D
0.213825504 0.121812899 0.121812899 0.117226395 6 23001D
0.231255547 0.13485581 0.13485581 0.129574399 7 23001D
0.216439092 0.122193617 0.122193617 0.117390389 8 23001D
0.230584615 0.130774809 0.130774809 0.125544853 9 23001D
0.218848376 0.132665823 0.132665823 0.127094011 10 23001D
0.218682163 0.132402681 0.132402681 0.126842478 11 23001D
0.212067703 0.117383373 0.117383373 0.11235674 12 23001D
0.216263796 0.122633559 0.122633559 0.117870202 13 23001D
0.20909865 0.127481901 0.127481901 0.121764139 14 23001D
0.212362463 0.123545705 0.123545705 0.117752755 15 23001D
0.230637978 0.130794232 0.130794232 0.125561289 16 23001D
0.230637978 0.130794232 0.130794232 0.125561289 17 23001D
0.21195103 0.117171288 0.117171288 0.112141583 18 23001D
0.211241185 0.12281003 0.12281003 0.116843286 19 23001D
0.211397672 0.122004907 0.122004907 0.117028434 20 23001D
9.508879862E-02 5.310597139E-02 5.310597139E-02 5.296721905E-02 1 23001F
0.126170831 6.918456687E-02 6.918456687E-02 6.938115755E-02 2 23001F
0.108385099 5.192759169E-02 5.192759169E-02 5.159968788E-02 3 23001F
7.950167935E-02 4.830806584E-02 4.830806584E-02 4.848902115E-02 4 23001F
0.10971393 7.356223712E-02 7.356223712E-02 7.175807948E-02 5 23001F
7.386226994E-02 6.217791611E-02 6.217791611E-02 6.183001137E-02 6 23001F
8.00751693E-02 5.027895484E-02 5.027895484E-02 5.056582049E-02 7 23001F
0.109259289 6.701768551E-02 6.701768551E-02 6.687969693E-02 8 23001F
7.579813909E-02 4.965662997E-02 4.965662997E-02 4.847375817E-02 9 23001F
0.132347466 6.929199446E-02 6.929199446E-02 6.936905185E-02 10 23001F
0.226187489 8.960538791E-02 9.632295591E-02 9.670911666E-02 1 23001G
0.136836516 0.105183701 0.105183701 0.105612929 1 23001I
8.352376868E-02 0.109285861 0.109285861 0.113513509 1 23001J
0.112367175 9.298019431E-02 9.298019431E-02 9.6219449E-02 2 23001J
0.110640326 8.778564155E-02 8.778564155E-02 8.971558099E-02 3 23001J
0.112231747 9.280013331E-02 9.280013331E-02 9.603824899E-02 4 23001J
8.452529598E-02 9.003885976E-02 9.003885976E-02 9.920109353E-02 5 23001J
8.443989941E-02 9.00761559E-02 9.00761559E-02 9.923732856E-02 6 23001J
0.139484112 0.103555382 0.103555382 0.107810003 7 23001J
0.231370506 0.116636143 0.116636143 0.114300405 8 23001J
0.212074372 9.954259968E-02 9.954259968E-02 0.103003214 9 23001J
0.111322168 0.131035078 0.131035078 0.133260552 10 23001J
0.19479914 0.128382473 0.128382473 0.135059475 11 23001J
8.508978534E-02 6.671358329E-02 6.671358329E-02 6.659768424E-02 1 23001K
7.413046264E-02 0.124447378 0.124447378 0.124814196 2 23001K
7.424497413E-02 0.113083206 0.113083206 0.113442998 3 23001K
7.169214498E-02 4.112095191E-02 4.112095191E-02 4.108394869E-02 4 23001K
7.442238324E-02 6.966390261E-02 6.966390261E-02 6.974598669E-02 5 23001K
7.067002685E-02 4.100590252E-02 4.100590252E-02 4.096692511E-02 6 23001K
0.270225057 9.255385494E-02 9.255385494E-02 9.23349227E-02 1 23001L
0.19456966 5.848094656E-02 5.848094656E-02 5.803473744E-02 2 23001L
0.266869746 0.12592168 0.12592168 0.126782918 3 23001L
0.327565155 0.216465893 0.216465893 0.215737718 4 23001L
0.157506012 0.289825711 0.289825711 0.287583099 5 23001L
0.667595665 0.111954904 0.111954904 0.111927458 6 23001L
0.121288771 6.98953063E-02 6.98953063E-02 6.980409802E-02 1 23001P
0.131840069 9.975121991E-02 9.975121991E-02 9.937832808E-02 2 23001P
8.458221381E-02 5.638583325E-02 5.638583325E-02 5.552968278E-02 1 23001Q
8.458097655E-02 5.599373677E-02 5.599373677E-02 5.51523812E-02 2 23001Q
6.660383685E-02 4.096267489E-02 4.096267489E-02 4.064999828E-02 3 23001Q
8.501484803E-02 8.051469408E-02 8.051469408E-02 8.119350135E-02 1 23001R
0.173877332 0.13950801 0.13950801 0.139207439 1 23001S
0.134837715 0.135092401 0.135092401 0.13481216 2 23001S
0.135050491 0.135421544 0.135421544 0.135159193 3 23001S
0.145104129 0.112626586 0.112626586 0.112923403 4 23001S
0.173098129 0.143624192 0.143624192 0.143277993 5 23001S
0.157012174 0.130410704 0.130410704 0.129788718 6 23001S
0.145866193 9.507524359E-02 9.507524359E-02 9.497396435E-02 7 23001S
0.123017431 0.11041931 0.11041931 0.110609263 8 23001S
0.149383327 0.105817655 0.105817655 0.105879911 9 23001S
0.149594191 9.94838046E-02 9.94838046E-02 9.956257909E-02 10 23001S
0.148363949 9.568086294E-02 9.568086294E-02 9.589726253E-02 11 23001S
0.150826589 0.138079678 0.138079678 0.137466161 12 23001S
0.146916168 0.10180089 0.10180089 0.10186042 13 23001S
0.155534992 0.114437285 0.114437285 0.11420314 14 23001S
0.136639801 0.124495125 0.124495125 0.123947071 15 23001S
0.147541239 0.109159811 0.109159811 0.109223379 16 23001S
0.118403184 9.631510529E-02 9.631510529E-02 9.616213177E-02 17 23001S
0.145761481 0.10671772 0.10671772 0.106785829 18 23001S
0.14591864 0.106679632 0.106679632 0.106742888 19 23001S
0.145686886 0.102017783 0.102017783 0.102410106 20 23001S
0.12161487 0.101195379 0.101195379 0.101089108 21 23001S
0.126144656 0.102641072 0.102641072 0.102705148 22 23001S
0.157279408 0.103590791 0.103590791 0.103948679 23 23001S
0.119450121 9.523397954E-02 9.523397954E-02 9.541367287E-02 24 23001S
0.138038069 0.10564952 0.10564952 0.105804203 25 23001S
0.147206151 0.101636571 0.101636571 0.101667713 26 23001S
0.146498518 0.101126158 0.101126158 0.101147532 27 23001S
0.126297421 0.109161623 0.109161623 0.108837507 28 23001S
0.124426111 0.13900771 0.13900771 0.138342409 29 23001S
0.121737119 0.108163327 0.108163327 0.107984425 30 23001S
0.118045804 0.102659229 0.102659229 0.102998308 31 23001S
0.129104378 0.10079431 0.10079431 0.101126797 32 23001S
0.118249055 0.111396255 0.111396255 0.11146769 33 23001S
0.117837044 9.636133739E-02 9.636133739E-02 9.617824825E-02 34 23001S
0.15179645 0.13847274 0.13847274 0.137869378 35 23001S
0.117968322 9.668012927E-02 9.668012927E-02 9.648073502E-02 36 23001S
0.12492404 0.139396945 0.139396945 0.138738917 37 23001S
0.148540293 9.593087282E-02 9.593087282E-02 9.615215444E-02 38 23001S
0.124970274 0.139396759 0.139396759 0.138712433 39 23001S
0.145991402 9.499334438E-02 9.499334438E-02 9.489604626E-02 40 23001S
0.119189737 9.531338226E-02 9.531338226E-02 9.549225806E-02 41 23001S
0.11860445 9.646010186E-02 9.646010186E-02 9.630602318E-02 42 23001S
0.119351753 9.538731005E-02 9.538731005E-02 9.556653163E-02 43 23001S
0.126375589 0.102728935 0.102728935 0.102793221 44 23001S
0.149845391 9.963311961E-02 9.963311961E-02 9.971761942E-02 45 23001S
0.75319119 0.723028021 0.723028021 0.725011284 46 23001S
0.148262941 9.568718336E-02 9.568718336E-02 9.590896719E-02 47 23001S
0.776944794 0.753418344 0.753418344 0.752454465 48 23001S
0.147334557 0.102151578 0.102151578 0.102208247 49 23001S
0.147147322 0.102015786 0.102015786 0.102079508 50 23001S
3.869211123E-02 4.945015466E-02 5.136763366E-02 5.398632551E-02 1 23001T
0.708042643 0.605941907 0.664889923 0.635897989 1 23001U
0.150497119 0.168468827 0.151779096 0.152194412 1 23001X
4.763055541E-02 4.70154514E-02 4.70154514E-02 4.781293329E-02 1 23001Z
3.820568475E-02 5.521860973E-02 5.521860973E-02 5.597813781E-02 2 23001Z
0.112885755 0.107105693 0.107105693 0.110507818 1 230020
0.23053889 0.148651218 0.148651218 0.147587202 1 230021
0.230545501 0.148973298 0.148973298 0.147910636 2 230021
0.15291996 8.561101524E-02 8.561101524E-02 8.537127071E-02 3 230021
0.153108313 8.541689857E-02 8.541689857E-02 8.514490116E-02 4 230021
0.152162055 8.508815786E-02 8.508815786E-02 8.487038058E-02 5 230021
0.151879047 8.510360388E-02 8.510360388E-02 8.486993153E-02 6 230021
4.66448798E-02 6.842409246E-02 6.842409246E-02 6.884086893E-02 1 230023
9.730994742E-02 0.147600729 0.147600729 0.148769207 2 230023
0.285252775 0.142302898 0.142302898 0.141363045 3 230023
0.113049146 0.132793962 0.122622123 0.12770813 1 230024
0.192305938 0.184748232 0.175523803 0.174421894 2 230024
0.115587563 0.151153798 0.143348106 0.146294538 3 230024
0.192128076 0.184462286 0.175215644 0.174138448 4 230024
0.131826084 0.142108459 0.119987338 0.11525275 5 230024
0.162805263 0.180074913 0.159369743 0.165755625 6 230024
0.242480645 0.180469085 0.175666756 0.177612463 7 230024
0.126212239 0.166267055 0.173801347 0.164166286 8 230024
0.138212053 0.127776722 0.126474691 0.12111027 9 230024
0.118084614 0.129988842 0.120169844 0.122850086 10 230024
0.279438822 0.217669698 0.21396124 0.21506734 11 230024
0.198323558 0.275905915 0.260921395 0.256625082 12 230024
0.138718395 0.178044536 0.174817875 0.180128226 13 230024
0.202640468 0.192542873 0.18886684 0.189026555 14 230024
0.20506045 0.111255077 9.870496121E-02 9.356438204E-02 15 230024
0.10110338 4.821879728E-02 4.821879728E-02 4.678602074E-02 1 230028
9.278247E-02 5.950644691E-02 5.950644691E-02 5.716684819E-02 2 230028
9.275935572E-02 5.994265258E-02 5.994265258E-02 5.758260099E-02 3 230028
0.10149374 8.391956125E-02 8.391956125E-02 8.563995057E-02 4 230028
0.102542259 7.01197669E-02 7.01197669E-02 6.867574895E-02 5 230028
0.101041248 8.290306851E-02 8.290306851E-02 8.460782345E-02 6 230028
0.11810027 0.107800668 0.107800668 0.108003621 7 230028
8.683474432E-02 8.183697008E-02 8.183697008E-02 8.447059232E-02 8 230028
9.609290335E-02 6.543411803E-02 6.543411803E-02 6.346394195E-02 9 230028
9.588101547E-02 6.501681879E-02 6.501681879E-02 6.305806084E-02 10 230028
9.752895783E-02 8.550571063E-02 8.550571063E-02 8.642778402E-02 11 230028
0.108466765 6.684014793E-02 6.684014793E-02 6.666639106E-02 12 230028
0.117981274 0.108132686 0.108132686 0.10838074 13 230028
0.108344721 6.735181898E-02 6.735181898E-02 6.71526674E-02 14 230028
0.387028122 0.148022151 0.148684648 0.144097504 1 230029
0.47983014 0.202786023 0.19549096 0.198963191 2 230029
0.472765283 0.190387352 0.145143197 0.13061639 3 230029
0.439305419 0.186018384 0.111137531 0.112919446 4 230029
0.429893831 0.234712753 0.144601747 0.148146724 5 230029
0.429296815 0.21796229 0.15543269 0.15022174 6 230029
0.429603539 0.214238488 0.153942337 0.148959879 7 230029
0.430160287 0.218829612 0.153991566 0.148950403 8 230029
6.411635291E-02 5.309985886E-02 5.309985886E-02 5.314143903E-02 1 23002B
0.488055076 5.283190478E-02 5.283190478E-02 5.30116791E-02 1 23002C
0.261390273 0.729450474 0.729450474 0.728496677 2 23002C
6.978652721E-02 8.350672411E-02 8.350672411E-02 8.285143924E-02 1 23002E
6.265490599E-02 5.303401554E-02 5.303401554E-02 5.277564006E-02 2 23002E
6.215246634E-02 5.244823217E-02 5.244823217E-02 5.219444771E-02 3 23002E
6.331328133E-02 8.091907596E-02 8.091907596E-02 7.791717819E-02 4 23002E
8.510761516E-02 6.183975397E-02 6.183975397E-02 6.756231275E-02 5 23002E
9.703008333E-02 0.118859632 0.118859632 0.118298355 6 23002E
7.787829799E-02 9.447849023E-02 9.447849023E-02 9.371657552E-02 7 23002E
6.995989049E-02 4.798226386E-02 4.798226386E-02 4.836233758E-02 1 23002D
7.008988509E-02 4.811328788E-02 4.811328788E-02 4.849532129E-02 2 23002D
9.762296237E-02 5.660841935E-02 5.660841935E-02 5.660223707E-02 3 23002D
9.755163092E-02 5.643510713E-02 5.643510713E-02 5.642839976E-02 4 23002D
0.175145385 0.181557014 0.181557014 0.181506322 5 23002D
5.571955027E-02 6.133461623E-02 6.133461623E-02 5.983980901E-02 1 23002F
0.18276079 0.161415449 0.161415449 0.161199797 1 23002G
0.183103614 0.161511767 0.161511767 0.161285375 2 23002G
0.357943031 8.82278725E-02 8.82278725E-02 9.312251038E-02 1 23002H
0.389258216 0.110086037 0.110086037 0.110823765 2 23002H
0.243022787 0.286132469 0.286132469 0.294327027 1 23002I
0.502990217 5.972359386E-02 5.972359386E-02 5.967814062E-02 2 23002I
5.960739678E-02 7.129471518E-02 7.129471518E-02 8.218433076E-02 3 23002I
0.425027173 8.199980041E-02 8.199980041E-02 8.864123761E-02 4 23002I
6.170081078E-02 8.767391024E-02 8.767391024E-02 0.101394286 5 23002I
0.280759822 0.102179014 0.102179014 0.102506448 1 23002J
8.870272797E-02 0.115105532 0.115105532 0.118485866 1 23002M
4.90975942E-02 4.472256307E-02 4.472256307E-02 4.487808599E-02 1 23002P
6.93931148E-02 6.998709691E-02 6.998709691E-02 7.001323217E-02 2 23002P
6.746529984E-02 6.474736821E-02 6.474736821E-02 6.495254059E-02 3 23002P
7.851593252E-02 7.136567721E-02 7.136567721E-02 7.119391698E-02 4 23002P
6.996875331E-02 6.98954206E-02 6.98954206E-02 6.992004215E-02 5 23002P
5.393220389E-02 5.227989696E-02 5.227989696E-02 5.219856545E-02 6 23002P
4.690958662E-02 4.572696318E-02 4.572696318E-02 4.598691856E-02 7 23002P
0.126610193 6.433366641E-02 6.433366641E-02 6.715786091E-02 1 23002Q
0.314605159 4.818859821E-02 4.818859821E-02 4.792180291E-02 1 23002T
0.315045172 5.011950605E-02 5.011950605E-02 4.982447551E-02 2 23002T
9.582587581E-02 9.010738627E-02 9.010738627E-02 9.300119057E-02 1 23002U
5.863505934E-02 5.777309556E-02 5.777309556E-02 5.834381246E-02 1 23002V
5.777284058E-02 5.695252001E-02 5.695252001E-02 5.751178385E-02 2 23002V
0.236328992 9.357612294E-02 9.357612294E-02 9.363840834E-02 1 23002W
0.141749378 0.10217751 0.10217751 0.102118017 2 23002W
0.163524404 0.103092955 0.103092955 0.103312855 3 23002W
6.115083769E-02 8.471398212E-02 8.471398212E-02 8.373814566E-02 1 23002Z
5.979452992E-02 6.923903669E-02 6.923903669E-02 6.744659593E-02 2 23002Z
5.283609286E-02 5.950629966E-02 5.950629966E-02 5.767914211E-02 3 23002Z
4.965568629E-02 0.100909691 0.100909691 9.885803358E-02 4 23002Z
7.601434325E-02 0.114173913 0.114173913 0.1131277 5 23002Z
7.226920441E-02 7.377633791E-02 7.377633791E-02 7.176523964E-02 6 23002Z
5.394636242E-02 0.107773426 0.107773426 0.105637196 7 23002Z
3.853745395E-02 8.947244943E-02 8.947244943E-02 8.71515085E-02 8 23002Z
7.382541862E-02 0.222161549 0.222161549 0.223886322 9 23002Z
0.102547637 0.149497404 0.149497404 0.150714726 10 23002Z
7.172248013E-02 0.299787331 0.299787331 0.304118201 11 23002Z
7.824846533E-02 0.215816222 0.215816222 0.21272144 12 23002Z
5.260159234E-02 7.236301044E-02 7.236301044E-02 7.142881772E-02 1 230032
6.200699125E-02 6.317783297E-02 6.317783297E-02 6.199323496E-02 2 230032
6.576695479E-02 9.217915335E-02 9.217915335E-02 9.474460011E-02 3 230032
6.24880833E-02 6.132552545E-02 6.132552545E-02 6.094512119E-02 4 230032
5.062698149E-02 4.327796589E-02 4.327796589E-02 4.284532157E-02 5 230032
5.17857676E-02 7.296281854E-02 7.296281854E-02 7.515453387E-02 6 230032
4.428089752E-02 5.585002476E-02 5.585002476E-02 5.788187447E-02 7 230032
0.144176788 0.11191504 0.11191504 0.107332839 1 230033
0.209763082 0.243518085 0.243518085 0.246966363 1 230034
0.155382801 0.162767642 0.162767642 0.16258484 2 230034
9.664263652E-02 4.634817537E-02 4.634817537E-02 4.67542475E-02 1 230035
9.730913137E-02 8.699129101E-02 8.699129101E-02 8.914871232E-02 1 230036
0.120848402 9.315364736E-02 9.315364736E-02 9.616538039E-02 2 230036
0.120759155 9.310485878E-02 9.310485878E-02 9.610239937E-02 3 230036
0.120821397 9.32135821E-02 9.32135821E-02 9.620465121E-02 4 230036
0.120959064 9.335992298E-02 9.335992298E-02 9.638649968E-02 5 230036
8.369402655E-02 8.16332787E-02 8.16332787E-02 8.215125046E-02 6 230036
8.302185522E-02 8.094365891E-02 8.094365891E-02 8.143684789E-02 7 230036
8.294161916E-02 8.080386674E-02 8.080386674E-02 8.13002122E-02 8 230036
0.175758366 0.128284408 0.128284408 0.129540106 1 230037
0.216425912 0.185331294 0.185331294 0.185624072 2 230037
0.100690838 8.721624757E-02 8.721624757E-02 8.769138301E-02 1 230038
9.606998436E-02 8.693509084E-02 8.693509084E-02 8.672193818E-02 2 230038
9.634535129E-02 8.793209629E-02 8.793209629E-02 8.764968436E-02 3 230038
7.907453596E-02 7.774023154E-02 7.774023154E-02 7.779965776E-02 4 230038
8.011773161E-02 7.961401985E-02 7.961401985E-02 7.949827573E-02 5 230038
8.771396584E-02 8.251103594E-02 8.251103594E-02 8.310912272E-02 6 230038
8.25160779E-02 8.792593955E-02 8.792593955E-02 8.82888491E-02 7 230038
8.595702006E-02 9.038037293E-02 9.038037293E-02 9.081062885E-02 8 230038
9.196577756E-02 9.093120374E-02 9.093120374E-02 9.137251186E-02 9 230038
9.446709015E-02 9.209092872E-02 9.209092872E-02 9.260052797E-02 10 230038
7.043048879E-02 8.422561343E-02 8.422561343E-02 8.472775078E-02 11 230038
7.866358109E-02 8.338545345E-02 8.338545345E-02 8.390686596E-02 12 230038
8.106862759E-02 5.737171208E-02 5.737171208E-02 5.800567938E-02 1 230039
5.912422516E-02 4.610009895E-02 4.610009895E-02 4.56185048E-02 2 230039
9.47411604E-02 7.214504112E-02 7.214504112E-02 7.216855502E-02 1 23003B
6.605045977E-02 0.142820433 0.142820433 0.141736404 1 23003D
0.114268732 5.146209668E-02 5.146209668E-02 5.170767694E-02 1 23003E
0.100303819 8.559535057E-02 8.559535057E-02 8.643023858E-02 2 23003E
0.121497428 0.152212863 0.152212863 0.154698828 1 23003G
0.128447294 6.397803592E-02 9.228110395E-02 9.333319145E-02 1 23003H
5.243245686E-02 9.716799085E-02 7.907357649E-02 8.027041119E-02 2 23003H
8.063936685E-02 8.727042875E-02 0.17677941 0.176595288 1 23003L
9.612634292E-02 0.116172071 0.116172071 0.11883634 1 23003M
7.285339641E-02 8.161947255E-02 8.161947255E-02 7.984306078E-02 2 23003M
7.264399318E-02 8.095760534E-02 8.095760534E-02 7.918354509E-02 3 23003M
7.304329207E-02 8.252453535E-02 8.252453535E-02 8.080972767E-02 4 23003M
7.258201222E-02 0.105325413 0.105325413 0.103516563 5 23003M
8.72699466E-02 9.812063432E-02 9.812063432E-02 9.639901743E-02 6 23003M
9.121635096E-02 6.449961548E-02 6.449961548E-02 6.402023164E-02 7 23003M
