#RMSD_ini RMSD_opt RMSD_reo RMSD_ret conf_ID zincID
0.157582204 9.950168904E-02 9.950168904E-02 9.933222921E-02 4 23008E
0.178623537 7.81925606E-02 7.81925606E-02 7.871822446E-02 5 23008E
0.169955292 0.172108622 0.172108622 0.172538189 6 23008E
0.184004804 8.232392034E-02 8.232392034E-02 8.187504613E-02 7 23008E
0.119537913 0.114603896 0.114603896 0.114654179 8 23008E
9.65661594E-02 9.437713775E-02 9.437713775E-02 9.366477069E-02 9 23008E
0.116714555 0.160359732 0.160359732 0.159799591 10 23008E
0.294347205 0.132121237 0.132121237 0.129336808 1 23008D
0.111344927 0.107389846 0.107389846 0.107331279 1 23008F
0.104221794 8.830617926E-02 8.830617926E-02 8.542570197E-02 1 23008I
6.700291871E-02 6.078713673E-02 6.078713673E-02 6.353112203E-02 1 23008K
4.537754338E-02 7.668574479E-02 7.668574479E-02 7.581555382E-02 1 23008M
0.370296747 0.353666963 0.353666963 0.353784551 1 23008N
0.370408745 0.353743569 0.353743569 0.353859993 2 23008N
0.273574765 0.317852118 0.317852118 0.318962739 3 23008N
0.115104758 8.106941709E-02 8.106941709E-02 8.121019337E-02 1 23008O
0.200491839 0.181177247 0.181177247 0.183300239 2 23008O
7.492945556E-02 6.727923139E-02 6.727923139E-02 6.749227925E-02 1 23008P
7.436943975E-02 6.513716443E-02 6.513716443E-02 6.527186311E-02 2 23008P
6.493457962E-02 6.350048718E-02 6.350048718E-02 6.340898967E-02 3 23008P
5.297801711E-02 6.421221352E-02 6.421221352E-02 6.430159347E-02 4 23008P
9.517429321E-02 9.502393057E-02 9.502393057E-02 9.576531025E-02 5 23008P
0.100549353 9.674722408E-02 9.674722408E-02 9.765107917E-02 6 23008P
0.171124205 0.140476493 0.140476493 0.14274711 7 23008P
0.185873233 0.153425384 0.153425384 0.156018221 8 23008P
0.100110786 9.648379939E-02 9.648379939E-02 9.741859417E-02 9 23008P
5.378451633E-02 4.737273621E-02 4.737273621E-02 4.752145562E-02 10 23008P
7.754315671E-02 6.73591105E-02 6.73591105E-02 6.7410783E-02 11 23008P
5.900572769E-02 6.33932773E-02 6.33932773E-02 6.319262625E-02 12 23008P
6.203619143E-02 5.117212819E-02 5.117212819E-02 5.132936045E-02 13 23008P
0.13679659 0.124314355 0.124314355 0.122269572 1 23008Q
0.136861488 0.124290813 0.124290813 0.122239598 2 23008Q
0.101536563 0.107307498 0.107307498 0.106887739 3 23008Q
0.108405245 0.109773999 0.109773999 0.109562642 4 23008Q
0.108259529 0.104227123 0.104227123 0.103768842 5 23008Q
0.243598078 0.243426359 0.243426359 0.244341918 1 23008R
0.102545801 0.10052704 0.10052704 0.102340941 2 23008R
0.243128817 0.242732372 0.242732372 0.243652957 3 23008R
0.814939865 0.857567364 0.857567364 0.850508892 4 23008R
0.173744078 0.170204132 0.170204132 0.167505647 5 23008R
0.159928592 0.156972282 0.156972282 0.158800202 6 23008R
0.191954772 0.214352076 0.214352076 0.217094491 7 23008R
6.809381969E-02 6.184669309E-02 6.184669309E-02 6.154803666E-02 1 23008T
6.787606959E-02 6.04695973E-02 6.04695973E-02 6.065369567E-02 1 23008U
6.682976106E-02 5.931283992E-02 5.931283992E-02 5.954701192E-02 2 23008U
5.994099185E-02 5.514338026E-02 5.514338026E-02 5.516926009E-02 3 23008U
7.03473591E-02 6.719081542E-02 6.719081542E-02 6.721316257E-02 4 23008U
6.94823305E-02 6.399212824E-02 6.399212824E-02 6.422522965E-02 5 23008U
7.039561918E-02 7.011722197E-02 7.011722197E-02 7.038806015E-02 6 23008U
6.705355009E-02 6.365775701E-02 6.365775701E-02 6.397948391E-02 7 23008U
4.938129232E-02 5.081757571E-02 5.081757571E-02 5.119164803E-02 8 23008U
6.711655023E-02 6.267619501E-02 6.267619501E-02 6.298078275E-02 9 23008U
9.24023524E-02 0.10446051 0.10446051 0.104759806 1 23008V
0.118185319 8.987805894E-02 8.987805894E-02 8.966978491E-02 2 23008V
7.686553443E-02 6.505712917E-02 6.505712917E-02 6.503971054E-02 3 23008V
0.197450684 9.392834687E-02 9.392834687E-02 9.365600448E-02 4 23008V
9.843188467E-02 5.448692845E-02 5.448692845E-02 5.421910306E-02 5 23008V
9.073097964E-02 9.72720318E-02 9.72720318E-02 9.66127676E-02 6 23008V
0.149988188 9.682254457E-02 9.682254457E-02 9.672672134E-02 7 23008V
9.106623118E-02 7.767411065E-02 7.767411065E-02 7.748472616E-02 8 23008V
9.20709333E-02 9.220220182E-02 9.220220182E-02 9.20541897E-02 9 23008V
8.552034725E-02 8.006248323E-02 8.006248323E-02 7.952015378E-02 10 23008V
7.289945163E-02 6.301529517E-02 6.301529517E-02 6.333328736E-02 11 23008V
0.106188348 6.884400528E-02 6.884400528E-02 6.894746637E-02 12 23008V
8.907979003E-02 0.118080352 0.118080352 0.11792918 13 23008V
9.895662946E-02 5.82680648E-02 5.82680648E-02 5.845411201E-02 14 23008V
0.119823774 0.10067811 0.10067811 0.100086917 15 23008V
9.68450964E-02 7.539950668E-02 7.539950668E-02 7.519758535E-02 16 23008V
8.79526301E-02 6.230748722E-02 6.230748722E-02 6.227732081E-02 17 23008V
0.103547115 7.743359557E-02 7.743359557E-02 7.747000037E-02 18 23008V
0.100888095 7.214017298E-02 7.214017298E-02 7.263293248E-02 19 23008V
7.41959745E-02 0.120190012 0.120190012 0.120612585 20 23008V
7.460549006E-02 0.120357285 0.120357285 0.120781475 21 23008V
8.433846841E-02 6.078258903E-02 6.078258903E-02 6.070861543E-02 22 23008V
7.5360195E-02 0.107114233 0.107114233 0.107718787 23 23008V
8.144328596E-02 9.324490625E-02 9.324490625E-02 9.360204064E-02 24 23008V
0.226999329 0.116682694 0.116682694 0.116297436 25 23008V
0.105788306 8.850384198E-02 8.850384198E-02 8.864821376E-02 26 23008V
0.106265954 6.885870855E-02 6.885870855E-02 6.895991204E-02 27 23008V
8.892788824E-02 0.117996362 0.117996362 0.117842137 28 23008V
8.824126645E-02 9.227274179E-02 9.227274179E-02 9.218757067E-02 29 23008V
0.163043812 8.906479413E-02 8.906479413E-02 8.906867833E-02 30 23008V
0.106490206 6.896729741E-02 6.896729741E-02 6.907137196E-02 31 23008V
9.286719953E-02 7.386207667E-02 7.386207667E-02 7.393219426E-02 32 23008V
9.770970206E-02 6.177172536E-02 6.177172536E-02 6.193976355E-02 33 23008V
0.140773115 8.977003705E-02 8.977003705E-02 9.000697214E-02 34 23008V
9.897808077E-02 5.819390708E-02 5.819390708E-02 5.838864789E-02 35 23008V
0.147016284 8.680933737E-02 8.680933737E-02 8.702952415E-02 36 23008V
0.161985555 8.98431981E-02 8.98431981E-02 8.984521184E-02 37 23008V
8.501635687E-02 6.651843201E-02 6.651843201E-02 6.663527456E-02 38 23008V
0.131387731 8.566556195E-02 8.566556195E-02 8.541956822E-02 39 23008V
0.123759933 9.767197472E-02 9.767197472E-02 9.713596307E-02 40 23008V
0.107714123 8.012925479E-02 8.012925479E-02 8.009637882E-02 41 23008V
9.666723763E-02 7.528955518E-02 7.528955518E-02 7.508923819E-02 42 23008V
9.681045375E-02 9.692768437E-02 9.692768437E-02 9.612282435E-02 43 23008V
0.151345143 8.281818386E-02 8.281818386E-02 8.297033038E-02 44 23008V
7.473225657E-02 5.924696507E-02 5.924696507E-02 5.93439959E-02 45 23008V
0.126396054 7.562259573E-02 7.562259573E-02 7.544656399E-02 46 23008V
9.363717758E-02 9.040225061E-02 9.040225061E-02 9.013247086E-02 47 23008V
0.111199785 6.877913227E-02 6.877913227E-02 6.875245636E-02 48 23008V
8.768020996E-02 6.209513895E-02 6.209513895E-02 6.20632874E-02 49 23008V
0.120413934 7.73580802E-02 7.73580802E-02 7.782577286E-02 50 23008V
0.103299924 7.763627016E-02 7.763627016E-02 7.766641976E-02 51 23008V
0.101471336 7.210488181E-02 7.210488181E-02 7.26063835E-02 52 23008V
0.101409549 7.203138537E-02 7.203138537E-02 7.253510905E-02 53 23008V
9.837259049E-02 8.937026427E-02 8.937026427E-02 8.906452022E-02 54 23008V
7.884881296E-02 9.248216722E-02 9.248216722E-02 9.263911517E-02 55 23008V
0.117874762 8.514529843E-02 8.514529843E-02 8.599486641E-02 56 23008V
0.117609822 8.576917149E-02 8.576917149E-02 8.66171319E-02 57 23008V
8.952223803E-02 7.834290059E-02 7.834290059E-02 7.850509711E-02 58 23008V
8.88274991E-02 0.132141177 0.132141177 0.13221639 59 23008V
8.256385895E-02 6.920213443E-02 6.920213443E-02 6.90707506E-02 60 23008V
7.450574995E-02 7.789899663E-02 7.789899663E-02 7.851491941E-02 61 23008V
8.363744603E-02 0.124132313 0.124132313 0.123953196 62 23008V
9.846120513E-02 8.643618681E-02 8.643618681E-02 8.68437716E-02 63 23008V
7.332667131E-02 0.120340495 0.120340495 0.120760977 64 23008V
0.118910387 0.110136985 0.110136985 0.109493893 65 23008V
8.597062177E-02 7.158742783E-02 7.158742783E-02 7.130618018E-02 66 23008V
8.734632582E-02 0.11713761 0.11713761 0.117051073 67 23008V
9.413149254E-02 8.781446407E-02 8.781446407E-02 8.850975724E-02 68 23008V
0.100408564 8.296551977E-02 8.296551977E-02 8.252900003E-02 69 23008V
0.11906593 6.875348013E-02 6.875348013E-02 6.875717298E-02 70 23008V
0.101965317 8.370048652E-02 8.370048652E-02 8.408368315E-02 71 23008V
0.105410517 7.639850922E-02 7.639850922E-02 7.683111972E-02 72 23008V
9.252732511E-02 0.122621438 0.122621438 0.123173108 73 23008V
9.522010611E-02 7.113537923E-02 7.113537923E-02 7.139192695E-02 74 23008V
8.448288564E-02 6.057482414E-02 6.057482414E-02 6.049979747E-02 75 23008V
8.836519129E-02 9.359062414E-02 9.359062414E-02 9.325277995E-02 76 23008V
0.106690027 6.55337742E-02 6.55337742E-02 6.572719406E-02 77 23008V
8.26598582E-02 0.13759703 0.13759703 0.137440698 78 23008V
0.125542665 8.287224176E-02 8.287224176E-02 8.315041422E-02 79 23008V
8.055669074E-02 0.128608015 0.128608015 0.12870283 80 23008V
0.109114042 0.114313465 0.114313465 0.114556048 81 23008V
9.006074707E-02 0.104899681 0.104899681 0.104940791 82 23008V
8.163569849E-02 0.101424878 0.101424878 0.101741376 83 23008V
0.112017674 0.109425072 0.109425072 0.109749138 84 23008V
0.103768497 8.293080651E-02 8.293080651E-02 8.337766323E-02 85 23008V
0.108212029 9.12868581E-02 9.12868581E-02 9.221088931E-02 86 23008V
4.057953116E-02 3.935670306E-02 3.935670306E-02 3.948230957E-02 1 23008W
4.045629839E-02 3.92373127E-02 3.92373127E-02 3.937385463E-02 2 23008W
0.138890679 0.116935796 0.116935796 0.116790129 1 23008X
9.468396283E-02 0.141833458 0.141833458 0.141890176 2 23008X
9.463713639E-02 0.141506616 0.141506616 0.141564567 3 23008X
0.116204418 9.480797182E-02 9.480797182E-02 9.499159389E-02 4 23008X
7.744620413E-02 5.529189055E-02 5.529189055E-02 5.54455109E-02 5 23008X
0.106546443 0.143050244 0.143050244 0.142929685 6 23008X
9.49303853E-02 5.437940202E-02 5.437940202E-02 5.465598194E-02 7 23008X
6.387121219E-02 6.941894157E-02 6.941894157E-02 6.971931912E-02 8 23008X
6.560812148E-02 5.322139587E-02 5.322139587E-02 5.336402728E-02 9 23008X
7.64999571E-02 9.643286296E-02 9.643286296E-02 9.660831381E-02 10 23008X
6.286000544E-02 6.268850475E-02 6.268850475E-02 6.279524198E-02 11 23008X
6.832726708E-02 5.4794718E-02 5.4794718E-02 5.4650643E-02 12 23008X
5.797903503E-02 4.157024151E-02 4.157024151E-02 4.175809E-02 13 23008X
6.247416327E-02 5.718088816E-02 5.718088816E-02 5.787164924E-02 1 23008Z
6.712598256E-02 6.683935379E-02 6.683935379E-02 6.712837995E-02 2 23008Z
0.196093103 0.135954873 0.135954873 0.135607363 1 230091
0.138297144 8.893997117E-02 8.893997117E-02 8.825512759E-02 2 230091
0.130448606 9.775765828E-02 9.775765828E-02 9.778071941E-02 3 230091
0.151207281 9.791996885E-02 9.791996885E-02 9.806986017E-02 4 230091
0.15722931 0.132841051 0.132841051 0.132753348 5 230091
0.106403464 0.122342041 0.122342041 0.121016726 1 230092
5.473645339E-02 4.885323923E-02 4.885323923E-02 4.840536294E-02 2 230092
0.118608268 0.113857463 0.113857463 0.114848308 3 230092
6.633727077E-02 7.748802295E-02 7.748802295E-02 7.656969117E-02 4 230092
6.626349678E-02 7.745550153E-02 7.745550153E-02 7.653646141E-02 5 230092
0.194785393 0.123565558 0.123565558 0.127273136 1 230094
0.194691185 0.12325676 0.12325676 0.126967477 2 230094
0.151455511 0.1318513 0.1318513 0.135438125 3 230094
0.294125677 0.216320413 0.216320413 0.22113632 4 230094
0.275135083 0.125052134 0.125052134 0.124182585 5 230094
0.114837836 0.142733016 0.142733016 0.143803523 6 230094
0.444254345 0.224827913 0.224827913 0.221809923 7 230094
0.489364859 0.309680347 0.309680347 0.307505614 8 230094
0.405900456 0.143594765 0.143594765 0.141050717 9 230094
0.581308625 0.293773248 0.293773248 0.30045788 10 230094
0.547949938 0.180232336 0.180232336 0.182484939 11 230094
0.414976274 0.194980986 0.194980986 0.184534888 12 230094
0.517358742 0.203714501 0.203714501 0.198018115 13 230094
9.338785429E-02 7.893391346E-02 7.893391346E-02 7.855213079E-02 1 230095
7.748323889E-02 9.421633167E-02 9.421633167E-02 9.412609244E-02 1 230096
7.532046691E-02 9.231561809E-02 9.231561809E-02 9.222368392E-02 2 230096
0.291483665 5.498126191E-02 5.498126191E-02 5.525958654E-02 1 230097
0.11136953 8.237736863E-02 8.237736863E-02 8.09597907E-02 1 230098
0.110540133 8.177444622E-02 8.177444622E-02 8.058799021E-02 2 230098
0.105544677 7.796817049E-02 7.796817049E-02 7.560493038E-02 3 230098
0.107615061 7.79921404E-02 7.79921404E-02 7.605420758E-02 4 230098
8.45106564E-02 0.127486483 0.127486483 0.121327591 1 230099
0.148033513 0.101264753 0.101264753 9.666372371E-02 2 230099
0.142476812 0.114727303 0.114727303 0.107053911 3 230099
0.102573062 0.160503429 0.160503429 0.161148128 4 230099
9.36410046E-02 7.89551833E-02 7.89551833E-02 8.082534596E-02 5 230099
6.993702319E-02 8.35453002E-02 8.35453002E-02 8.375797426E-02 6 230099
9.737265731E-02 0.123833921 0.123833921 0.124771101 7 230099
9.733064187E-02 0.113442071 0.113442071 0.114307986 8 230099
0.112514445 0.111853183 0.111853183 0.108717516 9 230099
0.105006522 0.115289366 0.115289366 0.113476017 10 230099
8.15408747E-02 0.11134257 0.11134257 0.10795945 11 230099
0.181352635 0.112004048 0.112004048 0.109229181 12 230099
0.178990215 0.109935885 0.109935885 0.107235752 13 230099
0.217258253 0.178280875 0.178280875 0.173986396 14 230099
0.219358435 0.180130636 0.180130636 0.175808055 15 230099
0.183344291 0.150127162 0.150127162 0.143060357 16 230099
0.220284154 0.168327417 0.168327417 0.159354689 17 230099
8.550892666E-02 9.126417102E-02 9.126417102E-02 9.20927529E-02 18 230099
0.130538773 0.165192267 0.165192267 0.166770473 19 230099
0.138645694 8.818033572E-02 8.818033572E-02 8.808922665E-02 20 230099
0.180583308 8.703545416E-02 8.703545416E-02 8.658207818E-02 21 230099
0.17167777 0.152232617 0.152232617 0.157575628 22 230099
0.157417329 0.10784067 0.10784067 0.107934551 23 230099
0.207023851 0.226272903 0.226272903 0.227060765 24 230099
0.142699835 0.219434903 0.219434903 0.217100075 25 230099
0.279225279 0.256423504 0.256423504 0.253707368 26 230099
0.242003893 0.139520365 0.139520365 0.146478746 27 230099
0.220326 0.130892758 0.130892758 0.126384136 28 230099
0.321424749 0.359744835 0.359744835 0.359930548 29 230099
0.118557918 0.181939508 0.181939508 0.184749751 30 230099
0.221411141 0.246262167 0.246262167 0.242567888 31 230099
0.364174694 0.169814824 0.169814824 0.169948445 32 230099
0.340265972 0.132443121 0.132443121 0.136806982 33 230099
0.246225795 0.364211635 0.364211635 0.362220339 34 230099
4.851366135E-02 4.774644045E-02 4.774644045E-02 4.780038118E-02 1 23009A
0.24549849 0.119984184 0.119984184 0.116359887 1 23009B
0.215289973 0.139692458 0.139692458 0.136200167 2 23009B
0.217138634 0.139408165 0.139408165 0.135885995 3 23009B
0.574165977 0.520903395 0.520903395 0.517023673 4 23009B
0.119149755 9.789506727E-02 9.789506727E-02 0.1002082 1 23009D
6.530862643E-02 5.750642941E-02 5.750642941E-02 5.732517696E-02 1 23009E
5.195058346E-02 7.286321727E-02 7.286321727E-02 7.057821909E-02 2 23009E
9.045009343E-02 7.442907706E-02 7.442907706E-02 7.441087097E-02 3 23009E
4.247581191E-02 5.011395945E-02 5.011395945E-02 4.729793314E-02 4 23009E
5.763787449E-02 5.741138822E-02 5.741138822E-02 5.598255068E-02 5 23009E
5.146201903E-02 5.524262199E-02 5.524262199E-02 5.398730351E-02 6 23009E
0.102698097 9.171796865E-02 9.171796865E-02 9.158939798E-02 7 23009E
7.942144537E-02 8.074216416E-02 8.074216416E-02 7.893867405E-02 8 23009E
6.191198671E-02 6.586027706E-02 6.586027706E-02 6.425023705E-02 9 23009E
5.771336892E-02 6.273481876E-02 6.273481876E-02 6.095534015E-02 10 23009E
4.979628917E-02 6.913554142E-02 6.913554142E-02 6.760580016E-02 11 23009E
8.366828726E-02 8.576521014E-02 8.576521014E-02 8.442583045E-02 12 23009E
8.778772716E-02 8.584185199E-02 8.584185199E-02 8.197333409E-02 13 23009E
0.640078334 0.114158391 0.114158391 0.110858182 1 23009F
0.5307901 6.941253024E-02 6.941253024E-02 6.972681304E-02 2 23009F
0.651276926 0.120931082 0.120931082 0.125118773 3 23009F
0.191059372 0.102179767 0.102179767 0.103938255 4 23009F
0.240836653 6.984137351E-02 6.984137351E-02 6.918373399E-02 5 23009F
0.440355923 5.49342275E-02 5.49342275E-02 5.504235826E-02 6 23009F
9.092454873E-02 9.830406371E-02 9.830406371E-02 9.803341757E-02 1 23009G
0.102620913 0.109511955 0.109511955 0.10931069 2 23009G
0.113418679 0.123337957 0.123337957 0.122993717 3 23009G
8.062987016E-02 8.69830478E-02 8.69830478E-02 8.68859429E-02 4 23009G
8.062547977E-02 9.81545412E-02 9.81545412E-02 9.77951967E-02 5 23009G
8.628815278E-02 0.103551934 0.103551934 0.102869767 6 23009G
7.74076166E-02 8.412308709E-02 8.412308709E-02 8.372947236E-02 7 23009G
9.339342819E-02 9.947827201E-02 9.947827201E-02 9.903900992E-02 8 23009G
9.169844124E-02 9.907293981E-02 9.907293981E-02 9.849785099E-02 9 23009G
7.142130389E-02 8.232065971E-02 8.232065971E-02 8.170144934E-02 10 23009G
5.928915265E-02 6.074332799E-02 6.074332799E-02 6.058475122E-02 1 23009H
0.112124075 6.597982446E-02 6.597982446E-02 6.612227074E-02 1 23009I
0.111499996 6.595703355E-02 6.595703355E-02 6.602868452E-02 2 23009I
0.124784835 7.184152128E-02 7.184152128E-02 7.425801248E-02 3 23009I
0.119288624 4.49144854E-02 4.49144854E-02 4.58148801E-02 4 23009I
0.111407 6.147722533E-02 6.147722533E-02 6.101271835E-02 5 23009I
0.112950534 7.941672466E-02 7.941672466E-02 7.76519528E-02 6 23009I
0.110516018 7.987770602E-02 7.987770602E-02 7.808012492E-02 7 23009I
0.125319269 6.706974369E-02 6.706974369E-02 6.574313264E-02 8 23009I
0.127651857 7.537002225E-02 7.537002225E-02 7.708177289E-02 9 23009I
0.163516823 6.309724664E-02 6.309724664E-02 6.309949913E-02 10 23009I
0.300506889 0.173476602 0.173476602 0.176707762 11 23009I
0.222670404 9.622987065E-02 9.622987065E-02 0.100182944 12 23009I
0.37289731 0.164267213 0.164267213 0.163031305 1 23009J
7.477709328E-02 8.221797946E-02 8.221797946E-02 8.073904279E-02 1 23009M
0.114436541 0.121373865 0.121373865 0.118985534 2 23009M
6.502556766E-02 6.843047738E-02 6.843047738E-02 6.738576974E-02 3 23009M
5.588058892E-02 6.11310204E-02 6.11310204E-02 6.108086045E-02 1 23009O
6.884051334E-02 7.27523608E-02 7.27523608E-02 7.259188288E-02 2 23009O
6.300405944E-02 6.197117568E-02 6.197117568E-02 6.171454626E-02 3 23009O
7.403550989E-02 6.238708173E-02 6.238708173E-02 6.251580229E-02 4 23009O
7.096388957E-02 5.912906698E-02 5.912906698E-02 5.910089828E-02 5 23009O
7.915269505E-02 7.322368873E-02 7.322368873E-02 7.309834686E-02 6 23009O
7.72221481E-02 6.683449003E-02 6.683449003E-02 6.636368983E-02 7 23009O
8.170941168E-02 7.220723783E-02 7.220723783E-02 7.195131092E-02 8 23009O
7.630319203E-02 6.503929138E-02 6.503929138E-02 6.469189527E-02 9 23009O
9.31542336E-02 0.116866569 0.116866569 0.118027354 1 23009N
9.869185532E-02 0.104629559 0.104629559 0.104503409 2 23009N
9.907000457E-02 0.111360771 0.111360771 0.110298269 3 23009N
9.019702342E-02 8.351261644E-02 8.351261644E-02 8.396646983E-02 4 23009N
0.115422327 9.853555693E-02 9.853555693E-02 9.827765602E-02 5 23009N
0.111374924 0.102566898 0.102566898 0.102723032 6 23009N
9.222448717E-02 0.115036277 0.115036277 0.115097836 7 23009N
0.106039126 0.145589618 0.145589618 0.145571894 8 23009N
0.106138522 0.145434852 0.145434852 0.145437295 9 23009N
0.112457329 0.149891898 0.149891898 0.149539357 10 23009N
9.814312421E-02 8.262544322E-02 8.262544322E-02 8.437039255E-02 11 23009N
9.947832742E-02 8.346173421E-02 8.346173421E-02 8.520152657E-02 12 23009N
9.013473719E-02 9.108306661E-02 9.108306661E-02 9.080477071E-02 13 23009N
9.190440119E-02 0.101627045 0.101627045 0.101841935 14 23009N
7.747646698E-02 8.394848271E-02 8.394848271E-02 8.374472549E-02 15 23009N
8.261531427E-02 6.94950403E-02 6.94950403E-02 7.067770629E-02 16 23009N
8.834228214E-02 7.702999444E-02 7.702999444E-02 7.889148831E-02 17 23009N
9.192576248E-02 0.106367544 0.106367544 0.10593407 18 23009N
0.110990423 9.306929182E-02 9.306929182E-02 9.404707983E-02 19 23009N
0.114991929 0.149546169 0.149546169 0.15006817 20 23009N
0.109971195 0.143954274 0.143954274 0.144529562 21 23009N
0.110547905 0.144108585 0.144108585 0.144695894 22 23009N
8.642319417E-02 8.508363618E-02 8.508363618E-02 8.567553485E-02 23 23009N
7.859989936E-02 7.434639098E-02 7.434639098E-02 7.504045427E-02 24 23009N
7.37259082E-02 6.929455436E-02 6.929455436E-02 6.970235946E-02 1 23009P
7.331574118E-02 6.889738109E-02 6.889738109E-02 6.930802461E-02 2 23009P
0.104900666 8.040131234E-02 8.040131234E-02 7.98855161E-02 3 23009P
0.114146566 8.391770077E-02 8.391770077E-02 8.38013655E-02 4 23009P
6.491487355E-02 8.06324595E-02 8.06324595E-02 8.281921343E-02 1 23009Q
0.172561859 0.141858657 0.141858657 0.143820922 2 23009Q
0.217794642 0.114797699 0.114797699 0.114355674 3 23009Q
0.175090752 8.612967769E-02 8.612967769E-02 8.587465842E-02 4 23009Q
0.130169856 0.114798471 0.114798471 0.116422369 5 23009Q
8.852684081E-02 0.140735482 0.140735482 0.13875854 1 23009S
0.331000249 0.127095579 0.127095579 0.127002919 1 23009R
9.866212884E-02 0.109428767 0.109428767 0.107413261 1 23009U
8.194176171E-02 8.639904261E-02 8.639904261E-02 8.530311661E-02 2 23009U
6.570226359E-02 7.360365307E-02 7.360365307E-02 7.288711243E-02 3 23009U
0.108654872 0.125553733 0.125553733 0.124201818 4 23009U
6.374028356E-02 7.671351516E-02 7.671351516E-02 7.57019538E-02 5 23009U
9.472674391E-02 0.113549174 0.113549174 0.112368185 6 23009U
5.764392404E-02 7.787892628E-02 7.787892628E-02 7.736702644E-02 7 23009U
7.070320414E-02 6.984631092E-02 6.984631092E-02 7.102719708E-02 8 23009U
8.874349846E-02 8.191481675E-02 8.191481675E-02 8.280038086E-02 9 23009U
6.184520736E-02 8.740085458E-02 8.740085458E-02 8.636402294E-02 10 23009U
0.138182669 0.129067675 0.129067675 0.128354248 11 23009U
5.818901466E-02 5.65903591E-02 5.65903591E-02 5.677242959E-02 12 23009U
8.45801053E-02 7.840655939E-02 7.840655939E-02 7.868785129E-02 13 23009U
9.755529403E-02 9.534387846E-02 9.534387846E-02 9.441713823E-02 14 23009U
0.103413782 8.652154498E-02 8.652154498E-02 8.743259431E-02 15 23009U
7.766730795E-02 7.203633785E-02 7.203633785E-02 7.151574289E-02 16 23009U
5.471124507E-02 5.892586364E-02 5.892586364E-02 5.921617234E-02 17 23009U
8.163842093E-02 7.619844924E-02 7.619844924E-02 7.550949804E-02 18 23009U
0.11047334 0.137026207 0.137026207 0.135753527 19 23009U
0.157911421 0.194952633 0.194952633 0.194386833 20 23009U
0.117783993 0.139001955 0.139001955 0.137641101 21 23009U
0.128312312 0.120509527 0.120509527 0.119753292 22 23009U
0.135060374 0.161538073 0.161538073 0.160547908 23 23009U
0.139512221 0.132312322 0.132312322 0.131615029 24 23009U
7.230838546E-02 7.183103882E-02 7.183103882E-02 7.134848204E-02 25 23009U
0.112480271 0.105987762 0.105987762 0.104857177 26 23009U
0.145607966 0.139553458 0.139553458 0.139972086 27 23009U
7.155460015E-02 7.13027318E-02 7.13027318E-02 7.071586513E-02 28 23009U
0.158775883 0.122737997 0.122737997 0.12189956 29 23009U
0.105676254 0.108372575 0.108372575 0.109143838 30 23009U
0.151673478 0.169516408 0.169516408 0.168489264 31 23009U
0.169972712 0.148002422 0.148002422 0.147621366 32 23009U
9.118927914E-02 9.044551884E-02 9.044551884E-02 9.098746377E-02 33 23009U
8.552769779E-02 0.100961338 0.100961338 9.967790808E-02 34 23009U
0.126806146 0.120414072 0.120414072 0.120697046 35 23009U
0.121394617 0.10154276 0.10154276 0.10140772 36 23009U
7.345660404E-02 7.891174849E-02 7.891174849E-02 7.824299086E-02 37 23009U
0.181825763 0.161650158 0.161650158 0.161067209 38 23009U
9.787213391E-02 0.112263316 0.112263316 0.110275966 39 23009U
9.809732822E-02 0.10774169 0.10774169 0.106904736 40 23009U
7.401420907E-02 7.971340203E-02 7.971340203E-02 7.87983962E-02 41 23009U
6.515545599E-02 7.189217745E-02 7.189217745E-02 7.04859732E-02 42 23009U
5.735440603E-02 7.180607199E-02 7.180607199E-02 7.131222626E-02 43 23009U
6.280548014E-02 7.788711372E-02 7.788711372E-02 7.714351926E-02 44 23009U
8.899236506E-02 8.541502862E-02 8.541502862E-02 8.659469923E-02 1 23009Z
9.878448512E-02 8.003377159E-02 8.003377159E-02 8.069748334E-02 2 23009Z
8.530672268E-02 8.294152243E-02 8.294152243E-02 8.284635145E-02 3 23009Z
6.760237423E-02 6.89784185E-02 6.89784185E-02 7.007079931E-02 4 23009Z
8.296051155E-02 8.035138799E-02 8.035138799E-02 8.023150097E-02 5 23009Z
0.121381732 0.100517873 0.100517873 0.100261297 1 2300A0
0.121187605 0.100466767 0.100466767 0.1002369 2 2300A0
0.112668183 9.566359565E-02 9.566359565E-02 9.520986366E-02 3 2300A0
5.938935036E-02 7.26827995E-02 7.26827995E-02 7.138472908E-02 1 2300A2
8.558430496E-02 0.142088348 0.142088348 0.129223647 2 2300A2
0.128735457 0.152452611 0.152452611 0.147782412 3 2300A2
0.172929894 0.218667089 0.218667089 0.216805208 4 2300A2
8.563076736E-02 0.101899752 0.101899752 9.848072089E-02 5 2300A2
0.12506422 0.11575505 0.11575505 0.109817747 6 2300A2
0.123921565 0.125537427 0.125537427 0.124633754 7 2300A2
0.173790859 0.202019109 0.202019109 0.204517477 8 2300A2
0.227324302 0.124348816 0.124348816 0.127135594 9 2300A2
7.058834053E-02 3.564892491E-02 3.564892491E-02 3.646684946E-02 1 2300A3
5.934720254E-02 3.485770117E-02 3.485770117E-02 3.530764405E-02 2 2300A3
5.732352655E-02 8.305168705E-02 8.305168705E-02 8.271686975E-02 1 2300A5
