#Initial Optimized Reoptimized Retrained Compound
9.565226775E-02	7.428915743E-02	7.428915743E-02	7.356671271E-02 ZINC000000003275n
0.791443678	0.258685086	0.258685086	0.273586882 ZINC000000033978
0.425894124	0.101879877	0.101879877	0.104201083 ZINC000000036303
0.112004166	0.137329717	0.137329717	0.135535102 ZINC000000040719
0.121561375	0.116244291	0.116244291	0.11813032 ZINC000000042736
0.184829747	0.153852586	0.153852586	0.14604114 ZINC000000051544
6.852538871E-02	4.614888285E-02	4.614888285E-02	4.675365284E-02 ZINC000000058460
0.136711098	0.128504839	0.128504839	0.126308803 ZINC000000084284
9.492902128E-02	0.100640962	0.100640962	0.103506699 ZINC000000087135n
0.121152593	0.118875948	0.118875948	0.119053335 ZINC000000088101
9.65772364E-02	0.104946131	0.104946131	0.103469152 ZINC000000088474_1
0.3029775	0.102529409	0.102529409	0.100889557 ZINC000000097479
0.229711456	0.121215146	0.121215146	0.119807085 ZINC000000119009
8.269743416E-02	7.216873395E-02	7.216873395E-02	7.430102409E-02 ZINC000000126038
0.337081291	0.113775764	0.113775764	0.106453735 ZINC000000127402
0.134366677	0.437696268	0.437696268	0.453752668 ZINC000000135843
0.221006301	0.260273279	0.260273279	0.279621309 ZINC000000140092_1
0.615899327	0.131069345	0.131069345	0.615899327 ZINC000000144678_2
0.278564941	0.257680067	0.257680067	0.257308444 ZINC000000144678
0.26202582	7.066098387E-02	7.066098387E-02	7.066567555E-02 ZINC000000145322
0.17292653	0.219590668	0.219590668	0.223570544 ZINC000000151361
0.436090309	0.424299946	0.427900848	0.406161029 ZINC000000152023_1
0.373930173	0.370351668	0.370351668	0.370412694 ZINC000000154339
0.172139789	5.255819599E-02	6.617789332E-02	6.6071962E-02 ZINC000000155839_1
0.132706976	4.587370818E-02	4.587370818E-02	4.230464912E-02 ZINC000000158649
0.233134426	0.11758654	0.11758654	0.117778244 ZINC000000159804
0.144396163	0.170459781	0.170459781	0.20321807 ZINC000000160394
0.379504285	6.388806639E-02	6.388806639E-02	6.292414321E-02 ZINC000000162425
0.253060876	0.404759773	0.404759773	0.404739459 ZINC000000172719_2
0.119937895	6.111573272E-02	6.111573272E-02	6.038141267E-02 ZINC000000192086
0.168800571	0.157619707	0.157619707	0.159762385 ZINC000000194080
0.146583415	0.185390108	0.185390108	0.206259846 ZINC000000196926
0.169279727	0.150778413	0.150778413	0.15105659 ZINC000000207445
5.0337341E-02	7.059361099E-02	7.059361099E-02	7.030241782E-02 ZINC000000207600
0.302743671	0.164753018	0.164753018	0.164743039 ZINC000000209743_1
0.179442007	0.111980766	0.127676671	0.127530913 ZINC000000225683_1
0.192162989	0.184859288	0.184859288	0.186517032 ZINC000000238008
0.78840871	0.447007518	0.450653074	0.450328935 ZINC000000273273
0.153819039	0.225857513	0.225857513	0.225255047 ZINC000000273304_1
0.39283092	0.403441699	0.403441699	0.412481147 ZINC000000273813
0.23273599	0.16896232	0.16896232	0.150230815 ZINC000000279151
9.045190505E-02	0.12464233	0.12464233	0.1243609 ZINC000000294631_1
0.122961267	0.324323324	0.324323324	0.326202289 ZINC000000324748_1
0.365962004	9.617161236E-02	9.617161236E-02	9.653865639E-02 ZINC000000329953
0.271186129	9.513941912E-02	9.513941912E-02	9.656228061E-02 ZINC000000331270
9.975419899E-02	0.115737579	0.115737579	0.11324849 ZINC000000331970
0.499154777	0.486307502	0.486307502	0.486419575 ZINC000000334995
0.276342396	0.128069506	0.278513007	0.277549454 ZINC000000335016
0.333692521	0.264612725	0.264612725	0.267297388 ZINC000000336240n_1
0.445354329	0.288920856	0.288920856	0.289689549 ZINC000000336240
0.109296696	6.831908935E-02	6.831908935E-02	6.756666492E-02 ZINC000000338265
0.716951966	1.13232142	1.12111158	1.11379496 ZINC000000339586
0.176255621	0.190061731	0.190061731	0.189604283 ZINC000000340584_1
