#EQ_val:qm ini opt reo ret
-179.655434 -179.249313 -179.350491 -179.350491 -179.276861 D_N9_C11_C12_C13 ZINC000000003275n
3.4893789 3.06342499 3.30939916 3.30939916 3.32005574 D_C11_C20_C15_C14 ZINC000000003275n
-178.429333 -177.377348 -177.154883 -177.154883 -177.139663 D_C14_C15_C20_C19 ZINC000000003275n
54.753584 50.4648442 54.608164 54.608164 54.6282388 D_C12_C13_C14_C15 ZINC000000003275n
-5.84642652 2.99760431 -1.8912687 -1.8912687 -1.5736692 D_C2_C4_C5_C6 ZINC000000033978
9.96039372 1.09826951 3.67459858 3.67459858 2.73092606 D_C2_C4_C15_N16 ZINC000000033978
-166.879284 -176.509874 -170.159598 -170.159598 -171.311072 D_C5_C4_C15_N16 ZINC000000033978
170.882586 -179.215611 171.97963 171.97963 172.486492 D_C6_C5_C4_C15 ZINC000000033978
-2.53227983 -3.42348751 2.19593944 2.19593944 1.90743287 D_C6_C5_N7_H8 ZINC000000033978
178.945766 178.250986 -175.658946 -175.658946 -175.698569 D_C6_C5_N7_C9 ZINC000000033978
-6.6197984 -2.94627729 -8.99882102 -8.99882102 -7.43967607 D_C13_C14_C15_N16 ZINC000000033978
-147.716988 -178.790394 -148.544285 -148.544285 -148.352806 D_N1_C2_N20_N19 ZINC000000036303
-35.4678052 -1.44854772 -35.2563625 -35.2563625 -35.3035893 D_C2_N20_N19_C18 ZINC000000036303
38.4557656 5.01296246 38.4282221 38.4282221 38.3543714 D_N3_C5_C18_N19 ZINC000000036303
-143.190636 -176.986135 -144.40312 -144.40312 -144.42254 D_N3_C5_C18_H30 ZINC000000036303
2.41870485 -1.09872333 -0.402800008 -0.402800008 -0.581726765 D_C5_C7_C16_O17 ZINC000000036303
-3.47071386 -1.67712908 -3.00066367 -3.00066367 -3.0002574 D_C5_C18_N19_N20 ZINC000000036303
161.026765 134.56616 161.050325 161.050325 160.892157 D_C7_C5_C18_N19 ZINC000000036303
-20.6196365 -47.4329369 -21.7810176 -21.7810176 -21.8847552 D_C7_C5_C18_H30 ZINC000000036303
174.229106 179.682398 174.812018 174.812018 174.824669 D_C18_N19_N20_H31 ZINC000000036303
