#RMSD_ini RMSD_opt RMSD_reo RMSD_ret conformation_ID zincID
0.282968551 0.286972194 0.286972194 0.286598439 1 2300B8
0.309114921 0.314143783 0.314143783 0.314034073 2 2300B8
0.291658499 0.296246292 0.296246292 0.295905399 3 2300B8
0.409650544 0.414574467 0.414574467 0.414347778 4 2300B8
0.165269055 0.163608572 0.163608572 0.163573062 5 2300B8
0.189682814 0.18831042 0.18831042 0.188165217 6 2300B8
0.437207287 0.44259633 0.44259633 0.442388649 7 2300B8
0.276220332 0.279184739 0.279184739 0.279577673 8 2300B8
0.289832516 0.293098162 0.293098162 0.293136357 9 2300B8
0.356259913 0.161144755 0.161144755 0.167132593 1 2300BC
0.326902931 0.132737226 0.132737226 0.145708795 2 2300BC
0.326964606 0.132574157 0.132574157 0.145553179 3 2300BC
0.326567498 0.132602764 0.132602764 0.145554665 4 2300BC
0.516589893 0.167542893 0.167542893 0.4427061 5 2300BC
0.517003169 0.167487024 0.167487024 0.443123852 6 2300BC
0.50200466 0.166300753 0.166300753 0.386649365 7 2300BC
0.323411009 0.299456623 0.299456623 0.233364404 8 2300BC
1.13982068 0.222282333 0.222282333 0.234188866 1 2300BB
1.13986235 0.222544556 0.222544556 0.234456272 2 2300BB
8.364189741E-02 8.236467858E-02 8.236467858E-02 7.292521538E-02 1 2300BD
4.901098407E-02 6.176253533E-02 6.176253533E-02 5.283536484E-02 2 2300BD
9.043747308E-02 7.685273141E-02 7.685273141E-02 7.821467366E-02 1 2300BF
0.358185825 0.236993242 0.236993242 0.24295492 1 2300BH
0.31052655 0.240476249 0.240476249 0.251059456 2 2300BH
0.405893413 0.256424222 0.256424222 0.253873444 1 2300BG
4.799142244E-02 7.51969452E-02 7.51969452E-02 7.318643646E-02 1 2300BI
4.76083404E-02 7.472967029E-02 7.472967029E-02 7.271485742E-02 2 2300BI
0.132303871 0.467409212 0.467409212 0.469245301 3 2300BI
9.106522148E-02 0.294522039 0.294522039 0.290633779 4 2300BI
9.099319677E-02 0.294307977 0.294307977 0.290417056 5 2300BI
5.888770995E-02 5.244786634E-02 5.244786634E-02 5.235885058E-02 6 2300BI
5.89970266E-02 5.234478213E-02 5.234478213E-02 5.219500352E-02 7 2300BI
0.103865738 0.503781346 0.503781346 0.504468548 8 2300BI
9.249415584E-02 8.053888357E-02 8.053888357E-02 8.38697431E-02 9 2300BI
9.232936771E-02 8.025602509E-02 8.025602509E-02 8.359672802E-02 10 2300BI
0.182277019 0.852158795 0.852158795 0.846982652 11 2300BI
0.929416803 0.922846518 0.922846518 0.925231465 12 2300BI
0.19049402 0.435463977 0.435463977 0.440694124 13 2300BI
0.909267258 0.972727734 0.972727734 0.974483625 14 2300BI
0.288904964 0.823412851 0.823412851 0.820406369 15 2300BI
0.556287011 1.0166023 1.0166023 1.01546384 16 2300BI
6.676565804E-02 0.99840098 0.99840098 0.996418123 17 2300BI
6.062012452E-02 0.14800028 0.14800028 0.150528321 18 2300BI
0.501901665 0.218262267 0.218262267 0.217418344 1 2300BK
0.474045523 0.202584424 0.202584424 0.201294479 2 2300BK
0.480345573 0.208925635 0.208925635 0.207680006 3 2300BK
0.480070725 0.209713625 0.209713625 0.208468799 4 2300BK
0.502273957 0.236432877 0.236432877 0.235653752 5 2300BK
0.38589969 0.174567277 0.174567277 0.174666829 6 2300BK
0.618388147 0.542512029 0.542512029 0.542257076 7 2300BK
0.467026455 0.338978216 0.338978216 0.339654534 8 2300BK
0.467579653 0.337026212 0.337026212 0.337705575 9 2300BK
0.393817721 0.184050521 0.184050521 0.18412378 10 2300BK
0.781398065 0.192046356 0.192046356 0.192368406 11 2300BK
0.469514912 0.230604833 0.230604833 0.230663771 12 2300BK
0.445782167 0.179220697 0.179220697 0.177832124 13 2300BK
0.697087144 0.262042491 0.262042491 0.262979649 14 2300BK
0.55141189 0.284943455 0.284943455 0.284343803 15 2300BK
0.208816312 0.833044446 0.833044446 0.844361842 1 2300BN
0.17701801 0.174001376 0.174001376 0.180280144 2 2300BN
0.106775126 0.272623293 0.272623293 0.237650737 3 2300BN
0.347344499 0.847874388 0.847874388 0.874890396 4 2300BN
0.240680107 0.231515875 0.231515875 0.239757562 5 2300BN
0.723789591 0.179324106 0.179324106 0.189882936 6 2300BN
9.83671157E-02 0.111994896 0.111994896 0.111512702 7 2300BN
0.124875865 0.229115818 0.229115818 0.235137482 8 2300BN
1.2741916 0.952476615 0.952476615 0.961179377 9 2300BN
0.113748094 0.178514786 0.178514786 0.182964587 10 2300BN
0.114950591 0.180275829 0.180275829 0.184181696 11 2300BN
0.43739885 0.938428678 0.938428678 0.928243726 12 2300BN
0.762807782 0.519718751 0.519718751 0.517505425 13 2300BN
0.233633525 0.56584866 0.56584866 0.577716542 14 2300BN
0.249978309 0.688604166 0.688604166 0.698325865 15 2300BN
0.818446087 0.156721877 0.156721877 0.144719342 16 2300BN
0.308214278 0.586382645 0.586382645 0.601467256 17 2300BN
0.221313772 0.511235528 0.511235528 0.496462495 18 2300BN
0.776163626 0.359158404 0.359158404 0.332881743 19 2300BN
0.932295171 1.32825132 1.32825132 0.198630886 20 2300BN
0.282108096 0.542363133 0.542363133 0.542245959 21 2300BN
0.172438263 0.663520578 0.663520578 0.670056728 22 2300BN
0.172431984 0.663384119 0.663384119 0.669925551 23 2300BN
0.236636987 0.581103235 0.581103235 0.567551961 24 2300BN
0.818330836 0.15665268 0.15665268 0.144687805 25 2300BN
1.22534164 0.383821866 0.383821866 0.40103509 26 2300BN
1.22557366 0.38438929 0.38438929 0.401606253 27 2300BN
0.203491871 0.891985526 0.891985526 0.905078294 28 2300BN
0.241026235 0.397396429 0.397396429 0.406542438 29 2300BN
0.138227003 9.86429422E-02 9.86429422E-02 9.258986325E-02 1 2300BM
0.207123859 0.155335497 0.155335497 0.156962368 2 2300BM
7.39162877E-02 7.024191728E-02 7.024191728E-02 7.076311375E-02 1 2300BO
0.835094694 0.832012316 0.832012316 0.832330227 2 2300BO
0.831145628 0.827949359 0.827949359 0.828197187 3 2300BO
0.439853473 0.344161502 0.344161502 0.336532866 1 2300BP
0.440658031 0.346107576 0.346107576 0.338450112 2 2300BP
0.440282363 0.344175247 0.344175247 0.33654837 3 2300BP
0.440006205 0.344502555 0.344502555 0.336851868 4 2300BP
0.601733432 0.542788418 0.542788418 0.536758612 5 2300BP
0.178424269 0.17212959 0.17212959 0.172057521 1 2300BQ
0.224862667 0.209753092 0.209753092 0.218839868 2 2300BQ
0.225464831 0.262560031 0.262560031 0.258036135 3 2300BQ
0.268464491 0.309827649 0.309827649 0.30102915 4 2300BQ
0.153760034 0.185216898 0.185216898 0.178121003 5 2300BQ
0.144009776 0.144466556 0.144466556 0.146018785 6 2300BQ
9.72477203E-02 8.821752332E-02 8.821752332E-02 8.983724828E-02 7 2300BQ
0.226966514 0.237741957 0.237741957 0.239469825 8 2300BQ
0.143928975 0.180445817 0.180445817 0.175706266 9 2300BQ
0.231570306 0.323114219 0.323114219 0.316331887 10 2300BQ
0.187564468 0.121294693 0.121294693 0.122967955 11 2300BQ
0.13716232 0.132500498 0.132500498 0.133777737 12 2300BQ
0.142780089 0.173479396 0.173479396 0.173868828 13 2300BQ
0.26732631 0.284182848 0.284182848 0.271338384 14 2300BQ
0.206825871 0.122390384 0.122390384 0.1392322 15 2300BQ
0.204029594 0.297090602 0.297090602 0.296032219 16 2300BQ
0.17068437 0.23908984 0.23908984 0.227892149 17 2300BQ
0.116173559 0.120617185 0.120617185 0.12266928 18 2300BQ
0.129566125 0.141564593 0.141564593 0.141931826 19 2300BQ
0.151209441 0.160815481 0.160815481 0.15440731 20 2300BQ
0.528076614 0.547078458 0.547078458 0.541842878 21 2300BQ
0.141887851 0.14392433 0.14392433 0.142799575 22 2300BQ
0.245566449 0.259265495 0.259265495 0.256758883 23 2300BQ
0.157450068 0.166429999 0.166429999 0.163000554 24 2300BQ
0.186237969 0.178803197 0.178803197 0.173901931 25 2300BQ
0.132219431 0.13799831 0.13799831 0.138013542 26 2300BQ
0.142486994 0.139261183 0.139261183 0.182152868 27 2300BQ
0.171437761 0.147078687 0.147078687 0.151769377 28 2300BQ
0.190735975 0.178358391 0.178358391 0.176688085 29 2300BQ
0.179362758 0.176690539 0.176690539 0.160112142 30 2300BQ
0.199248546 0.239124821 0.239124821 0.238808968 31 2300BQ
0.170067581 0.17770314 0.17770314 0.178791495 32 2300BQ
0.191491257 0.174417983 0.174417983 0.177562296 33 2300BQ
0.149613701 0.130100596 0.130100596 0.132900096 34 2300BQ
0.103425218 0.120183739 0.120183739 0.119384277 1 2300BT
7.671127676E-02 9.051712738E-02 9.051712738E-02 9.00608534E-02 2 2300BT
0.102419847 0.120270746 0.120270746 0.119461304 3 2300BT
0.664926589 0.261647726 0.261647726 0.260466239 4 2300BT
0.101609521 0.117451273 0.117451273 0.117718508 5 2300BT
0.162639575 0.219025466 0.219025466 0.218531457 6 2300BT
0.104384255 0.116564372 0.116564372 0.113546384 7 2300BT
0.573819105 0.688465179 0.688465179 0.687573214 8 2300BT
9.368235424E-02 0.104807089 0.104807089 0.101917574 9 2300BT
0.617199419 0.172891395 0.172891395 0.172505604 10 2300BT
0.113123604 0.150534046 0.150534046 0.150974644 11 2300BT
0.123336249 0.140126585 0.140126585 0.139272501 12 2300BT
9.904111756E-02 0.136745177 0.136745177 0.136173623 13 2300BT
0.116069376 0.134751517 0.134751517 0.134348217 14 2300BT
0.620440235 0.827655765 0.827655765 0.828722299 15 2300BT
0.110668993 0.122457781 0.122457781 0.121951451 16 2300BT
0.204283305 0.229324416 0.229324416 0.234126851 17 2300BT
0.199321011 0.152242041 0.152242041 0.153336032 1 2300BU
0.169309956 0.267609073 0.267609073 0.264029541 2 2300BU
7.57123429E-02 7.963702923E-02 7.963702923E-02 7.854318407E-02 1 2300BW
7.568762798E-02 7.938876954E-02 7.938876954E-02 7.838042542E-02 2 2300BW
7.579285426E-02 7.971073107E-02 7.971073107E-02 7.861701873E-02 3 2300BW
0.202135447 0.351085635 0.351085635 0.342129124 4 2300BW
6.905782027E-02 7.424545061E-02 7.424545061E-02 7.166346823E-02 5 2300BW
6.689357025E-02 7.176613432E-02 7.176613432E-02 6.958446244E-02 6 2300BW
0.119074303 0.590995925 0.590995925 0.597398265 7 2300BW
0.117872331 0.592568125 0.592568125 0.598974789 8 2300BW
0.10643553 0.610347009 0.610347009 0.616568786 9 2300BW
0.106331348 0.610485251 0.610485251 0.616578259 10 2300BW
0.288344722 0.137472323 0.137472323 0.144938982 1 2300BV
0.288380232 0.137502796 0.137502796 0.144981151 2 2300BV
0.293638907 0.15929261 0.15929261 0.165596377 3 2300BV
0.107498931 0.132291806 0.132291806 0.130704654 1 2300BY
7.990705895E-02 9.560443404E-02 9.560443404E-02 9.652973149E-02 2 2300BY
0.110759529 9.440660148E-02 9.440660148E-02 9.294763033E-02 3 2300BY
0.569400931 0.544986634 0.544986634 0.533115617 4 2300BY
0.123696757 0.139490794 0.139490794 0.13911706 5 2300BY
0.318808262 0.269527846 0.269527846 0.262976092 6 2300BY
0.128965325 0.146005316 0.146005316 0.1399716 7 2300BY
0.198064737 0.144749009 0.144749009 0.147911213 8 2300BY
0.345741302 0.312512153 0.312512153 0.305926345 9 2300BY
0.478936417 0.435664233 0.435664233 0.457758938 10 2300BY
0.135240225 0.169538743 0.169538743 0.151699058 11 2300BY
0.900551687 0.970157878 0.970157878 0.968832833 12 2300BY
0.563608727 0.590215967 0.590215967 0.561720696 13 2300BY
0.969535358 0.956923772 0.956923772 0.932852981 14 2300BY
0.189002088 0.211142203 0.211142203 0.208216391 15 2300BY
0.581564766 0.57593897 0.57593897 0.564119241 16 2300BY
0.915160576 0.938721772 0.938721772 0.92007195 17 2300BY
0.887675325 0.88403857 0.88403857 0.875206131 18 2300BY
0.156104496 0.157604032 0.157604032 0.158799129 19 2300BY
0.173633336 0.20446081 0.20446081 0.195263438 20 2300BY
0.24189901 0.276628499 0.276628499 0.292082595 21 2300BY
0.140272241 0.131336411 0.131336411 0.134328196 1 2300BZ
0.15008942 0.137261483 0.137261483 0.140916812 2 2300BZ
0.147054899 0.120154032 0.120154032 0.122448987 3 2300BZ
0.133668397 0.659595604 0.659595604 0.663265838 4 2300BZ
0.300219287 0.224862744 0.224862744 0.212511097 5 2300BZ
0.217276021 0.179706552 0.179706552 0.182516264 6 2300BZ
0.208531451 0.160297738 0.160297738 0.203639524 7 2300BZ
8.272692688E-02 9.122720219E-02 9.122720219E-02 8.803540692E-02 8 2300BZ
0.117515113 9.896432411E-02 9.896432411E-02 9.895538693E-02 9 2300BZ
0.121558953 0.101868014 0.101868014 0.102579452 10 2300BZ
0.128683594 0.127594116 0.127594116 0.129314053 11 2300BZ
0.210024105 0.172440073 0.172440073 0.176008897 12 2300BZ
0.13156069 9.494764347E-02 9.494764347E-02 9.340317567E-02 13 2300BZ
8.584354084E-02 7.75201123E-02 7.75201123E-02 7.774528973E-02 14 2300BZ
0.219896891 0.151248357 0.151248357 0.149646626 15 2300BZ
0.255169877 0.720555807 0.720555807 0.720935602 16 2300BZ
8.721472245E-02 9.19459237E-02 9.19459237E-02 8.820338875E-02 17 2300BZ
0.207990677 0.209683454 0.209683454 0.21382124 18 2300BZ
0.125396264 9.5861829E-02 9.5861829E-02 9.391996029E-02 19 2300BZ
0.110697072 0.107244825 0.107244825 0.111219333 20 2300BZ
0.287917195 0.255643315 0.255643315 0.255401623 21 2300BZ
0.264473149 0.186901948 0.186901948 0.190135882 22 2300BZ
0.133583838 9.799989967E-02 9.799989967E-02 9.713893367E-02 23 2300BZ
0.336262746 0.240258659 0.240258659 0.246023022 24 2300BZ
0.106513535 9.641938479E-02 9.641938479E-02 9.816815627E-02 25 2300BZ
0.129606862 0.148399329 0.148399329 0.150455847 26 2300BZ
0.134638796 0.170678832 0.170678832 0.17250099 27 2300BZ
0.438534958 0.447419023 0.447419023 0.450633282 28 2300BZ
0.239785536 0.222283973 0.222283973 0.223604443 29 2300BZ
0.243409597 0.243008986 0.243008986 0.242950869 1 2300C1
0.494276548 0.370544925 0.370544925 0.359492791 2 2300C1
0.494019814 0.370229772 0.370229772 0.359181411 3 2300C1
0.278902003 0.292806068 0.292806068 0.294333034 1 2300C2
0.177309506 0.215079774 0.215079774 0.214952238 2 2300C2
0.798333558 0.742493577 0.742493577 0.748692122 3 2300C2
0.206395916 0.489412241 0.489412241 0.487943629 4 2300C2
0.206838396 0.489135089 0.489135089 0.487666339 5 2300C2
0.205254735 0.492355149 0.492355149 0.490882403 6 2300C2
2.572699486E-02 2.565734466E-02 2.565734466E-02 2.541520082E-02 1 2300C3
3.173253067E-02 3.148429234E-02 3.148429234E-02 3.136422093E-02 2 2300C3
9.685996578E-02 0.112188718 0.112188718 0.108309895 1 2300C4
0.311486935 0.31315457 0.31315457 0.307541095 2 2300C4
0.733183266 0.148113726 0.148113726 0.15193189 3 2300C4
6.544400529E-02 5.718604388E-02 5.718604388E-02 5.469909595E-02 4 2300C4
0.110353876 8.332075906E-02 8.332075906E-02 8.770945795E-02 5 2300C4
0.816229085 0.77546438 0.77546438 0.778291217 6 2300C4
0.67015018 0.686078148 0.686078148 0.145650975 7 2300C4
0.359109931 0.354908454 0.354908454 0.352716377 8 2300C4
0.601302425 0.12114618 0.12114618 0.118924788 9 2300C4
0.730274769 0.748172438 0.748172438 0.298921923 10 2300C4
0.162355358 0.134072009 0.134072009 0.134250713 1 2300C5
0.226283073 0.170313995 0.183723472 0.170141194 1 2300C6
0.545632197 0.454410409 0.471591967 0.450977858 2 2300C6
0.198445085 0.242722685 0.242722685 0.246073827 1 2300C7
0.170846054 0.175554832 0.175554832 0.173603368 2 2300C7
0.170908111 0.175594386 0.175594386 0.17361299 3 2300C7
0.170774367 0.175461158 0.175461158 0.173510469 4 2300C7
0.170079047 0.174360788 0.174360788 0.17240089 5 2300C7
0.170027885 0.174327189 0.174327189 0.172363562 6 2300C7
0.17019139 0.174543289 0.174543289 0.172528693 7 2300C7
0.270243204 0.179750237 0.106590742 0.106755559 1 2300C8
0.278975661 0.187728396 0.110770876 0.110952959 2 2300C8
0.279365199 0.187986009 0.110614066 0.11078957 3 2300C8
0.268540838 0.178111823 0.10638393 0.106525702 4 2300C8
0.313857434 0.321182507 0.369170263 0.37055531 5 2300C8
0.197477121 0.172389534 0.172389534 0.177206768 1 2300CA
0.150553653 0.189957304 0.189957304 0.188662944 2 2300CA
0.215336623 0.22071221 0.22071221 0.217122484 3 2300CA
0.12693226 0.119937161 0.119937161 0.120496507 4 2300CA
0.121659566 0.123326097 0.123326097 0.122358827 5 2300CA
0.230347277 0.208930367 0.208930367 0.206882417 6 2300CA
0.177628788 0.148301873 0.148301873 0.148260604 7 2300CA
0.199351648 0.218790935 0.218790935 0.222540789 8 2300CA
0.118805726 0.120781655 0.120781655 0.118736303 9 2300CA
0.158719005 0.256208756 0.256208756 0.163663296 10 2300CA
0.219245305 0.211656415 0.211656415 0.212973699 11 2300CA
0.160242757 0.147391558 0.147391558 0.15210819 12 2300CA
0.2252642 0.233015774 0.233015774 0.217289429 13 2300CA
0.131440512 0.130381136 0.130381136 0.126339752 14 2300CA
0.154338939 0.206124961 0.206124961 0.206488207 15 2300CA
0.270945372 0.224082208 0.224082208 0.233880252 16 2300CA
0.130617811 0.132075048 0.132075048 0.129191097 17 2300CA
0.131915539 0.152346315 0.152346315 0.14669158 18 2300CA
0.14030874 0.141260711 0.141260711 0.136252739 19 2300CA
0.15041195 0.189099755 0.189099755 0.18275994 20 2300CA
0.301709203 0.293195668 0.293195668 0.292518564 1 2300CB
0.301785083 0.293270856 0.293270856 0.292590344 2 2300CB
0.125895068 0.181069366 0.181069366 0.178076974 3 2300CB
0.116761066 0.301872489 0.301872489 0.301940474 4 2300CB
0.202583344 0.108092108 0.108092108 0.108097902 5 2300CB
0.125281282 0.142048616 0.142048616 0.141260826 6 2300CB
0.229002048 0.172905317 0.172905317 0.171505273 7 2300CB
0.229166077 0.173097163 0.173097163 0.171690759 8 2300CB
0.116944861 0.138328579 0.138328579 0.139014869 9 2300CB
0.116761767 0.138016649 0.138016649 0.138703558 10 2300CB
0.119578394 0.136857397 0.136857397 0.13744745 11 2300CB
0.134495748 0.133071982 0.133071982 0.131552905 12 2300CB
0.3658262 0.324859013 0.324859013 0.324486819 13 2300CB
0.112776802 0.142252601 0.142252601 0.143521602 14 2300CB
0.263890008 0.293046023 0.293046023 0.169941801 15 2300CB
0.215803158 0.165921541 0.165921541 0.163854166 16 2300CB
0.216205637 0.166248602 0.166248602 0.164183364 17 2300CB
0.113166731 0.143870963 0.143870963 0.144580803 18 2300CB
0.177373676 0.140548297 0.140548297 0.140878043 19 2300CB
0.177332608 0.140536312 0.140536312 0.140864293 20 2300CB
0.121315887 0.148166989 0.148166989 0.148429205 21 2300CB
0.281295137 0.138584133 0.138584133 0.137070592 22 2300CB
0.241650061 0.141482174 0.141482174 0.140561708 23 2300CB
0.241550441 0.141371716 0.141371716 0.140452612 24 2300CB
0.254899746 0.173154709 0.173154709 0.172517275 25 2300CB
0.301447643 0.20861982 0.20861982 0.213388432 26 2300CB
0.288287712 0.288154663 0.288154663 0.287792745 27 2300CB
0.283159675 0.847927791 0.847927791 0.846991146 28 2300CB
0.38929343 0.309835435 0.309835435 0.308853508 29 2300CB
0.399447328 0.335589653 0.335589653 0.338694851 30 2300CB
0.447605034 0.8398501 0.8398501 0.838936787 31 2300CB
0.282041729 0.29298641 0.29298641 0.291250931 32 2300CB
0.399253331 0.333506732 0.333506732 0.332568629 33 2300CB
0.194043607 0.24658184 0.24658184 0.246064851 34 2300CB
0.305285346 0.290924334 0.290924334 0.290853286 35 2300CB
0.358189799 0.135251934 0.135251934 0.131920754 36 2300CB
0.28542259 0.218042489 0.218042489 0.220343191 37 2300CB
0.823668334 0.240708707 0.240708707 0.241827392 38 2300CB
0.305596974 0.207716421 0.207716421 0.205169389 39 2300CB
0.364646356 0.534249847 0.534249847 0.535949592 40 2300CB
0.837447455 0.255231337 0.255231337 0.257538509 41 2300CB
0.184220262 0.245116296 0.245116296 0.24496105 42 2300CB
0.371553244 0.331974511 0.331974511 0.33160814 43 2300CB
0.496382519 0.615039901 0.615039901 0.616031523 44 2300CB
0.480798946 0.156173907 0.156173907 0.153426437 45 2300CB
0.10983367 0.170384622 0.170384622 0.166418779 46 2300CB
0.461351955 0.338682193 0.338682193 0.337209235 47 2300CB
0.28755821 0.289802962 0.289802962 0.289524609 48 2300CB
0.3678474 0.315790804 0.315790804 0.316128766 49 2300CB
0.204744596 0.174553929 0.174553929 0.174193853 50 2300CB
0.437909748 0.228351574 0.228351574 0.228677734 51 2300CB
9.901892986E-02 0.133759276 0.133759276 0.133384465 52 2300CB
0.547347958 0.743378023 0.743378023 0.744991896 53 2300CB
0.124656891 0.160848324 0.160848324 0.160720907 54 2300CB
0.863897353 0.244448112 0.244448112 0.247896511 55 2300CB
0.111645943 0.147741226 0.147741226 0.145813878 56 2300CB
0.274195036 0.108559132 0.108559132 0.108699963 57 2300CB
0.289413485 0.522478862 0.522478862 0.52682845 58 2300CB
0.251364526 0.203128593 0.203128593 0.206378177 59 2300CB
0.221575709 0.549384561 0.549384561 0.143606725 60 2300CB
0.553426399 0.351123043 0.351123043 0.349701262 61 2300CB
0.155314649 0.197080194 0.197080194 0.200104595 62 2300CB
0.51970796 0.236036647 0.236036647 0.236871688 63 2300CB
0.120710148 0.149093792 0.149093792 0.149140775 64 2300CB
0.475895543 0.444215938 0.444215938 0.444130536 65 2300CB
0.291015082 0.331449317 0.331449317 0.331422186 66 2300CB
0.311117535 0.379474804 0.379474804 0.3815046 67 2300CB
0.385891283 0.380553197 0.380553197 0.378843726 68 2300CB
0.331904618 0.372412191 0.372412191 0.37204435 69 2300CB
0.856107898 0.32574108 0.32574108 0.329706701 70 2300CB
0.116214972 0.152089921 0.152089921 0.152560369 71 2300CB
0.179181499 0.243053349 0.243053349 0.242741804 72 2300CB
0.179276623 0.24328311 0.24328311 0.242967255 73 2300CB
0.120688394 0.168042676 0.168042676 0.168339853 74 2300CB
0.741238566 0.719775508 0.719775508 0.71935326 75 2300CB
0.805029285 0.210610212 0.210610212 0.214699823 76 2300CB
0.804212564 0.209402295 0.209402295 0.213468895 77 2300CB
0.179056922 0.247056128 0.247056128 0.246502269 78 2300CB
0.196055032 0.23741792 0.23741792 0.238391214 79 2300CB
0.465411446 0.290474246 0.290474246 0.290216245 80 2300CB
9.70517696E-02 0.164962898 0.164962898 0.162131016 81 2300CB
0.396743998 0.336920099 0.336920099 0.33838574 82 2300CB
0.339463028 0.282584612 0.282584612 0.285119091 83 2300CB
0.270627062 0.128214661 0.128214661 0.127573011 84 2300CB
0.238970779 0.185797043 0.185797043 0.184756692 85 2300CB
0.193443409 0.241809881 0.241809881 0.24302324 86 2300CB
0.49907442 0.59992295 0.59992295 0.601771662 87 2300CB
0.280013376 0.295135606 0.295135606 0.293113406 88 2300CB
0.347905061 0.613190969 0.613190969 0.304669479 89 2300CB
0.273507734 0.279973606 0.279973606 0.279375358 90 2300CB
0.463886272 0.836907054 0.836907054 0.835934132 91 2300CB
0.777614371 0.750223077 0.750223077 0.749441406 92 2300CB
0.306524663 0.346427608 0.346427608 0.344792709 93 2300CB
0.751185306 0.137379679 0.137379679 0.135771772 94 2300CB
0.317133611 0.179823524 0.179823524 0.361701879 95 2300CB
0.39086192 0.337732929 0.337732929 0.336323127 96 2300CB
0.127221793 0.194380684 0.194380684 0.19019098 97 2300CB
0.185918217 0.217751133 0.217751133 0.217988766 98 2300CB
0.173219518 0.377936265 0.377936265 0.2474636 99 2300CB
0.796616943 0.778136916 0.778136916 0.777719406 100 2300CB
0.149079363 0.203867316 0.203867316 0.20456597 101 2300CB
0.752255377 0.725039457 0.725039457 0.724707271 102 2300CB
0.461337031 0.151975707 0.151975707 0.151947745 103 2300CB
0.181904109 0.267212097 0.267212097 0.26834845 104 2300CB
0.273386757 0.206319607 0.206319607 0.209379226 105 2300CB
0.265572546 0.24808759 0.24808759 0.248766265 106 2300CB
0.175554458 0.231231954 0.231231954 0.231586489 107 2300CB
0.228896922 0.131260735 0.131260735 0.131941129 108 2300CB
0.254625956 0.172891799 0.172891799 0.172252971 109 2300CB
0.749941635 0.69592948 0.69592948 0.680497894 1 2300CC
0.134335703 0.133505133 0.133505133 0.133175048 1 2300CD
0.170330743 0.168051224 0.168051224 0.167833937 2 2300CD
0.277864663 0.318696235 0.318696235 0.318925186 1 2300CF
0.426935337 0.423113245 0.423113245 0.41835233 2 2300CF
0.375857611 0.370079031 0.370079031 0.374083011 3 2300CF
0.355227086 0.373732513 0.373732513 0.364047292 4 2300CF
0.401697462 0.435041351 0.435041351 0.432330065 5 2300CF
0.310204972 0.339401514 0.339401514 0.332809381 6 2300CF
0.401413332 0.434731485 0.434731485 0.432065304 7 2300CF
0.322683224 0.414703541 0.414703541 0.405567559 8 2300CF
0.252032623 0.377469362 0.377469362 0.37485336 9 2300CF
0.678110954 0.393385017 0.393385017 0.387027933 1 2300CE
0.323508842 0.241392218 0.241392218 0.257251399 2 2300CE
0.167428946 0.127213301 0.127213301 0.118699537 1 2300CG
0.167574718 0.127324186 0.127324186 0.118720082 2 2300CG
0.103761705 0.267550342 0.267550342 0.208376127 3 2300CG
0.27047164 0.359004955 0.359004955 0.31265457 4 2300CG
0.100018069 0.271872021 0.271872021 0.268966963 1 2300CH
8.432658906E-02 0.36500064 0.36500064 0.362833126 2 2300CH
0.640018254 0.132387847 0.132387847 0.132400176 3 2300CH
0.180059003 0.214520617 0.214520617 0.215308332 4 2300CH
0.637020884 0.274338489 0.274338489 0.273841416 5 2300CH
0.165572986 0.333438253 0.333438253 0.333622433 6 2300CH
0.171376053 0.23894194 0.23894194 0.236817785 7 2300CH
0.961149457 0.158441694 0.158441694 0.156936751 8 2300CH
0.453010063 0.103120126 0.103120126 0.102417655 9 2300CH
0.307724559 0.308915774 0.308915774 0.307380977 10 2300CH
0.485573497 0.267002251 0.267002251 0.266286 11 2300CH
0.133284451 0.945032867 0.945032867 0.946679742 12 2300CH
0.192244642 9.343173577E-02 9.343173577E-02 9.314038893E-02 1 2300CJ
0.43179576 9.67536565E-02 9.67536565E-02 9.548401596E-02 1 2300CK
0.431209247 9.638583904E-02 9.638583904E-02 9.511698783E-02 2 2300CK
0.780063324 0.158000002 0.158000002 0.157403131 1 2300CM
0.266416187 0.514673727 0.514673727 0.514040744 2 2300CM
0.726648055 0.164820553 0.164820553 0.165225807 3 2300CM
0.261315546 0.504322987 0.504322987 0.50340771 4 2300CM
0.358125887 0.36967948 0.36967948 0.363679031 1 2300CO
0.288269883 8.763208282E-02 8.763208282E-02 9.019526307E-02 1 2300CT
0.465016556 0.27271941 0.339569301 0.316636278 1 2300CU
0.48153237 0.484184874 0.484184874 0.484193562 1 2300CW
0.200273152 0.25493337 0.25493337 0.255207204 1 2300CX
0.200177892 0.254959803 0.254959803 0.255233218 2 2300CX
0.446519399 0.225400471 0.225400471 0.226030616 1 2300CY
0.446635186 0.224621788 0.224621788 0.225250113 2 2300CY
0.180394324 0.147358885 0.147358885 0.147231539 1 2300CZ
0.160885334 0.107293794 0.107293794 0.108253003 2 2300CZ
0.182600611 0.152544059 0.152544059 0.152081849 3 2300CZ
0.212109198 0.116872519 0.116872519 0.117292028 4 2300CZ
0.143100154 6.778731213E-02 6.778731213E-02 6.836536478E-02 5 2300CZ
0.319029759 0.326883475 0.326883475 0.326490501 1 2300D0
0.795491854 0.3363008 0.3363008 0.336038138 2 2300D0
5.894378025E-02 6.802030615E-02 6.802030615E-02 6.871353187E-02 1 2300D2
8.475399033E-02 0.115636562 0.115636562 0.115636562 1 2300D3
0.104930923 0.109124154 0.109124154 0.109124154 2 2300D3
