#RMSD_ini RMSD_opt RMSD_reo RMSD_ret conformation_ID zincID
0.276539412 0.128080516 0.278681911 0.277714489 2 23001C
0.445144779 0.289570756 0.289570756 0.290339455 1 23001D
0.444848473 0.289479763 0.289479763 0.290250458 2 23001D
0.44448126 0.289034792 0.289034792 0.289793838 3 23001D
0.444571979 0.289279101 0.289279101 0.290041152 4 23001D
0.36170241 0.213044178 0.213044178 0.209489689 5 23001D
0.361945512 0.213182113 0.213182113 0.209632823 6 23001D
0.402227105 0.208061379 0.208061379 0.203864308 7 23001D
0.424809813 0.257982329 0.257982329 0.255013871 8 23001D
0.424521258 0.25752221 0.25752221 0.254551957 9 23001D
0.385518113 0.260120752 0.260120752 0.25575288 10 23001D
0.385176165 0.259699528 0.259699528 0.255333764 11 23001D
0.446581172 0.247940818 0.247940818 0.243869911 12 23001D
0.42488887 0.25811021 0.25811021 0.255143192 13 23001D
0.794333048 0.755214018 0.755214018 0.751114499 14 23001D
0.360665431 0.250289637 0.250289637 0.244393037 15 23001D
0.424476741 0.257729517 0.257729517 0.254758844 16 23001D
0.424476741 0.257729517 0.257729517 0.254758844 17 23001D
0.445678101 0.247051735 0.247051735 0.242978375 18 23001D
0.360067084 0.249649036 0.249649036 0.243761785 19 23001D
0.389985166 0.295110218 0.295110218 0.293763449 20 23001D
0.100559005 0.117214756 0.117214756 0.116634832 1 23001F
1.06031227 0.260364384 0.260364384 0.270699843 2 23001F
0.979896905 0.208748995 0.208748995 0.761853813 3 23001F
9.062120966E-02 6.769954798E-02 6.769954798E-02 6.784063663E-02 4 23001F
0.145397303 0.104009069 0.104009069 0.104736879 5 23001F
0.16346007 0.119220555 0.119220555 0.118730144 6 23001F
0.141298141 9.345276388E-02 9.345276388E-02 9.41354275E-02 7 23001F
9.697456842E-02 0.143979088 0.143979088 0.142817969 8 23001F
0.626332663 0.269499366 0.269499366 0.271313091 9 23001F
0.541020495 0.231874549 0.231874549 0.233035902 10 23001F
0.966386727 1.35601874 1.3539824 1.35336665 1 23001G
0.10232453 0.112708271 0.112708271 0.112464704 1 23001I
0.346232739 0.205629694 0.205629694 0.207331675 1 23001J
0.274519903 0.140261803 0.140261803 0.131486296 2 23001J
0.27455099 0.140218902 0.140218902 0.131451015 3 23001J
0.273751136 0.140156697 0.140156697 0.131363603 4 23001J
0.311375653 0.137636894 0.137636894 0.145011738 5 23001J
0.311398879 0.137692444 0.137692444 0.145070536 6 23001J
0.246931784 0.131896921 0.131896921 0.137280755 7 23001J
0.38756122 0.128555393 0.128555393 0.130595137 8 23001J
0.246865965 0.131904525 0.131904525 0.137289509 9 23001J
0.190304399 0.164451009 0.164451009 0.164924057 10 23001J
0.240325774 0.161719337 0.161719337 0.167153422 11 23001J
0.36807587 0.366506782 0.366506782 0.366551166 1 23001K
0.359522281 0.946545097 0.946545097 0.94625498 2 23001K
0.360582738 0.945460833 0.945460833 0.945172087 3 23001K
0.435239397 0.366192054 0.366192054 0.366286859 4 23001K
1.03000797 1.10758487 1.10758487 0.905952194 5 23001K
0.435579944 0.36672332 0.36672332 0.366813086 6 23001K
0.3818139 0.345315352 0.345315352 0.344731925 1 23001L
0.213481068 8.763138625E-02 8.763138625E-02 8.754433754E-02 2 23001L
0.29576083 0.542986365 0.542986365 0.543104874 3 23001L
0.304795748 0.272443149 0.272443149 0.272001338 4 23001L
0.188841831 0.313134518 0.313134518 0.311367941 5 23001L
0.686880111 0.503745723 0.503745723 0.501998331 6 23001L
0.323470535 0.216479286 0.216479286 0.216338249 1 23001P
0.430174789 9.84862878E-02 9.84862878E-02 9.844483035E-02 2 23001P
8.502653748E-02 0.109089807 0.109089807 0.108457886 1 23001Q
8.479615593E-02 0.108072955 0.108072955 0.107439563 2 23001Q
6.660331718E-02 4.096382563E-02 4.096382563E-02 4.064988657E-02 3 23001Q
0.263866176 0.27641761 0.27641761 0.280476 1 23001R
0.657427656 0.150371724 0.150371724 0.150703687 1 23001S
0.662227124 0.273662193 0.273662193 0.274149582 2 23001S
0.662293287 0.273652462 0.273652462 0.274140968 3 23001S
0.644210975 0.187788839 0.187788839 0.189986158 4 23001S
0.726652001 0.27650153 0.27650153 0.277201034 5 23001S
0.657226895 0.176139127 0.176139127 0.177287056 6 23001S
0.65006266 0.182528614 0.182528614 0.182684765 7 23001S
0.706594131 0.269255294 0.269255294 0.270510007 8 23001S
0.609211921 0.173598467 0.173598467 0.173596624 9 23001S
0.662242426 0.173557585 0.173557585 0.17453659 10 23001S
0.70968153 0.165036561 0.165036561 0.166298455 11 23001S
0.579568445 0.238058434 0.238058434 0.238513831 12 23001S
0.613386886 0.221349022 0.221349022 0.221592043 13 23001S
0.615160894 0.192073974 0.192073974 0.191573689 14 23001S
0.703425612 0.267867205 0.267867205 0.268796513 15 23001S
0.604896193 0.189226021 0.189226021 0.189271501 16 23001S
0.771296948 0.254975189 0.254975189 0.255481378 17 23001S
0.59126013 0.189818517 0.189818517 0.189643858 18 23001S
0.590987131 0.189896244 0.189896244 0.189712377 19 23001S
0.637641168 0.200263805 0.200263805 0.202557266 20 23001S
0.689309267 0.248927441 0.248927441 0.250398352 21 23001S
0.697185047 0.249458505 0.249458505 0.250452354 22 23001S
0.633428495 0.299533443 0.299533443 0.306673714 23 23001S
0.747809917 0.243779743 0.243779743 0.245056573 24 23001S
0.646394801 0.196352188 0.196352188 0.197870477 25 23001S
0.596956706 0.16960318 0.16960318 0.170271166 26 23001S
0.597322676 0.169818193 0.169818193 0.170502659 27 23001S
0.687445937 0.243765064 0.243765064 0.244877298 28 23001S
0.677664227 0.278622799 0.278622799 0.280174226 29 23001S
0.671638422 0.248492814 0.248492814 0.249944623 30 23001S
0.675267312 0.257156245 0.257156245 0.259189885 31 23001S
0.671098438 0.318383867 0.318383867 0.323604951 32 23001S
0.729210579 0.273691375 0.273691375 0.276045669 33 23001S
0.672775846 0.237103793 0.237103793 0.239162457 34 23001S
0.579201915 0.238099092 0.238099092 0.238555269 35 23001S
0.672620723 0.237005254 0.237005254 0.239059402 36 23001S
0.677682675 0.278522737 0.278522737 0.280074867 37 23001S
0.709844183 0.16500177 0.16500177 0.166263197 38 23001S
0.677541322 0.278422296 0.278422296 0.279972894 39 23001S
0.649793823 0.181947984 0.181947984 0.182102163 40 23001S
0.748198941 0.244510119 0.244510119 0.245788853 41 23001S
0.771114465 0.25484289 0.25484289 0.25534882 42 23001S
0.748028826 0.244218358 0.244218358 0.245498462 43 23001S
0.697680753 0.249680138 0.249680138 0.250675699 44 23001S
0.661919362 0.173012377 0.173012377 0.173994029 45 23001S
1.26947169 0.945423235 0.945423235 0.944080191 46 23001S
0.709871753 0.164949593 0.164949593 0.166211459 47 23001S
1.32464331 0.962795326 0.962795326 0.961176128 48 23001S
0.613246153 0.22106484 0.22106484 0.221308118 49 23001S
0.613534128 0.22155066 0.22155066 0.221791897 50 23001S
3.866948851E-02 4.931877386E-02 5.126809898E-02 5.387895995E-02 1 23001T
5.164259154E-06 1.610078569E-06 1.372508396E-06 4.239406591E-06 1 23001U
0.46741778 0.369123514 0.350064043 0.338471395 1 23001X
4.618940234E-02 4.58640449E-02 4.58640449E-02 4.666015191E-02 1 23001Z
3.780194114E-02 5.600837428E-02 5.600837428E-02 5.676352296E-02 2 23001Z
0.259290828 0.104742201 0.104742201 0.107345996 1 230020
0.448122057 0.249751357 0.249751357 0.246176604 1 230021
0.447816289 0.249592795 0.249592795 0.246017372 2 230021
0.549128089 0.304259121 0.304259121 0.303811293 3 230021
0.549653699 0.304475338 0.304475338 0.304018643 4 230021
0.54961607 0.304755432 0.304755432 0.304302629 5 230021
0.549896381 0.30518136 0.30518136 0.304727831 6 230021
0.313314914 0.177585305 0.177585305 0.177867957 1 230023
0.389722738 0.167050301 0.167050301 0.166226264 2 230023
0.796879038 0.268995312 0.268995312 0.267470051 3 230023
0.617359153 0.2312586 0.231610974 0.234976334 1 230024
0.556864431 0.225867062 0.22117816 0.222673987 2 230024
0.556607402 0.225634578 0.220914093 0.222401972 3 230024
0.557102352 0.225904143 0.221223365 0.222736938 4 230024
0.971415308 0.484147966 0.471507278 0.479166943 5 230024
0.892100861 0.433889204 0.415246831 0.430053334 6 230024
0.815262895 0.328301794 0.327915786 0.332181995 7 230024
0.81540644 0.328382504 0.328040937 0.332309587 8 230024
1.05637148 0.251514959 0.279545381 0.275787558 9 230024
0.60094955 0.266681921 0.27109836 0.274020731 10 230024
0.600584566 0.266368839 0.270770899 0.273697889 11 230024
0.969281646 0.550874986 0.243513376 0.239299287 12 230024
0.634040144 0.276612041 0.280833191 0.284784241 13 230024
0.634360219 0.276818264 0.281056157 0.285016332 14 230024
0.986952044 0.196588781 0.204181164 0.19988984 15 230024
0.140698568 0.143090117 0.143090117 0.1399434 1 230028
0.11652038 0.130110507 0.130110507 0.126315739 2 230028
0.115916355 0.131112242 0.131112242 0.1273164 3 230028
0.182258694 0.163122516 0.163122516 0.164781666 4 230028
0.103292289 0.232324249 0.232324249 0.228590734 5 230028
0.181057991 0.162577622 0.162577622 0.16424308 6 230028
0.310422757 0.210312371 0.210312371 0.213988563 7 230028
0.341786682 0.343835967 0.343835967 0.346774578 8 230028
0.177832987 0.222152764 0.222152764 0.218772946 9 230028
0.178062237 0.222202787 0.222202787 0.218825842 10 230028
0.230515669 0.144120315 0.144120315 0.145389644 11 230028
0.210687383 0.192520294 0.192520294 0.187728177 12 230028
0.310780543 0.210737463 0.210737463 0.214418607 13 230028
0.210049217 0.193186083 0.193186083 0.188371763 14 230028
0.385002426 0.189238157 0.139377209 0.133169658 1 230029
0.565829272 0.272065977 0.15953249 0.161244551 2 230029
0.535673375 0.186871301 0.208591147 0.209570027 3 230029
0.463777366 0.203077522 0.246138323 0.247486705 4 230029
0.467145916 0.304702927 0.188370052 0.190481686 5 230029
0.447504516 0.217669941 0.173319611 0.177304 6 230029
0.447193957 0.217721076 0.172971922 0.176950655 7 230029
0.447915536 0.21715539 0.173556357 0.17756736 8 230029
0.304389014 0.346845257 0.346845257 0.353708941 1 23002B
0.498440031 6.543299366E-02 6.543299366E-02 6.571407811E-02 1 23002C
0.265263779 0.724157188 0.724157188 0.723249455 2 23002C
8.220095162E-02 0.109671902 0.109671902 0.109316385 1 23002E
5.273413097E-02 0.288028082 0.288028082 0.287416497 2 23002E
5.23383242E-02 0.287069318 0.287069318 0.286451296 3 23002E
7.60710681E-02 0.259036744 0.259036744 0.255359026 4 23002E
0.117137818 0.111439863 0.111439863 0.108645732 5 23002E
0.184145931 0.107767276 0.107767276 0.107667327 6 23002E
0.221091182 0.13338374 0.13338374 0.132980268 7 23002E
9.779796978E-02 6.152771001E-02 6.152771001E-02 6.206438445E-02 1 23002D
9.726084919E-02 6.102934112E-02 6.102934112E-02 6.156134656E-02 2 23002D
0.262460044 0.192003281 0.192003281 0.194364059 3 23002D
0.262770251 0.192329058 0.192329058 0.194680672 4 23002D
0.550353414 0.641149587 0.641149587 0.647883204 5 23002D
5.573114655E-02 0.148346437 0.148346437 0.140194424 1 23002F
0.515187708 0.166066729 0.166066729 0.165826445 1 23002G
0.514839569 0.165966281 0.165966281 0.165724821 2 23002G
0.388666547 9.538546474E-02 9.538546474E-02 0.110552793 1 23002H
0.395351721 0.119100325 0.119100325 0.114072208 2 23002H
0.323791719 0.299708835 0.299708835 0.298593099 1 23002I
0.577657039 9.692880573E-02 9.692880573E-02 8.510915276E-02 2 23002I
6.39827308E-02 7.009294177E-02 7.009294177E-02 8.111374592E-02 3 23002I
0.620387665 0.149588256 0.149588256 0.134303246 4 23002I
7.170307966E-02 0.242498539 0.242498539 0.382358472 5 23002I
0.602121151 0.148053571 0.148053571 0.148078304 1 23002J
8.249705835E-02 0.186974432 0.186974432 0.200276673 1 23002M
7.233590097E-02 0.136682746 0.136682746 0.136970352 1 23002P
0.123727671 0.133270226 0.133270226 0.132939646 2 23002P
8.432370015E-02 0.157570043 0.157570043 0.157763379 3 23002P
9.294434446E-02 9.340169517E-02 9.340169517E-02 9.302327951E-02 4 23002P
0.123845164 0.133366064 0.133366064 0.133034352 5 23002P
7.228196031E-02 0.224959744 0.224959744 0.222766619 6 23002P
7.785605234E-02 0.136400732 0.136400732 0.136567421 7 23002P
0.126619289 6.4336238E-02 6.4336238E-02 6.715854084E-02 1 23002Q
0.523493586 0.344066284 0.344066284 0.343996614 1 23002T
0.437706013 5.012868059E-02 5.012868059E-02 4.983703449E-02 2 23002T
9.84195351E-02 0.122270187 0.122270187 0.131712188 1 23002U
6.924000397E-02 7.497384464E-02 7.497384464E-02 7.350947361E-02 1 23002V
7.013069418E-02 7.61251394E-02 7.61251394E-02 7.457450599E-02 2 23002V
0.377840947 0.24229144 0.24229144 0.241242034 1 23002W
0.252638647 0.243037541 0.243037541 0.242427204 2 23002W
0.254149674 0.228237071 0.228237071 0.228105248 3 23002W
9.096622978E-02 0.107138206 0.107138206 0.102930389 1 23002Z
6.522843618E-02 8.265856965E-02 8.265856965E-02 7.967513842E-02 2 23002Z
0.117453965 0.338209173 0.338209173 0.346695468 3 23002Z
0.131428848 0.811692699 0.811692699 0.804447044 4 23002Z
0.164241946 0.830812743 0.830812743 0.822950834 5 23002Z
9.938910306E-02 0.320496376 0.320496376 0.330491774 6 23002Z
0.120820307 0.82863138 0.82863138 0.818364714 7 23002Z
0.388244656 0.452139003 0.452139003 0.443042032 8 23002Z
1.39088416 0.198337757 0.198337757 0.19792343 9 23002Z
1.51482679 0.141718906 0.141718906 0.138465788 10 23002Z
1.06767783 0.332228381 0.332228381 0.338419607 11 23002Z
0.994131626 0.249374891 0.249374891 0.243275788 12 23002Z
0.12678358 0.146441956 0.146441956 0.14728548 1 230032
0.13207439 0.153012603 0.153012603 0.15037884 2 230032
7.751271013E-02 9.719007459E-02 9.719007459E-02 9.979662323E-02 3 230032
9.723094094E-02 0.144560962 0.144560962 0.146078384 4 230032
6.456487309E-02 6.825927818E-02 6.825927818E-02 7.296852545E-02 5 230032
0.862212637 0.821824332 0.821824332 0.828006006 6 230032
0.127742546 0.223373417 0.223373417 0.231308051 7 230032
0.164398179 0.146232932 0.146232932 0.145667192 1 230033
0.452077111 0.203242651 0.203242651 0.202367053 1 230034
0.247586032 0.277109706 0.277109706 0.277039593 2 230034
0.470381374 0.413717782 0.413717782 0.41376639 1 230035
0.279996515 0.293972253 0.293972253 0.294968168 1 230036
0.302642016 0.47609474 0.47609474 0.317087376 2 230036
0.305887122 0.475163719 0.475163719 0.316045599 3 230036
0.305684007 0.314526757 0.314526757 0.315858003 4 230036
0.300202788 0.315374359 0.315374359 0.316690227 5 230036
0.375841981 0.396405815 0.396405815 0.389792578 6 230036
0.377275076 0.397905233 0.397905233 0.391243294 7 230036
0.376943865 0.397593315 0.397593315 0.390928731 8 230036
0.175757061 0.128282414 0.128282414 0.129537258 1 230037
0.297480831 0.309677944 0.309677944 0.310474911 2 230037
0.20695821 0.2986352 0.2986352 0.299806144 1 230038
0.216235558 0.215193003 0.215193003 0.214432468 2 230038
0.209347398 0.208863257 0.208863257 0.208693894 3 230038
0.177384923 0.277723494 0.277723494 0.276578254 4 230038
0.173022994 0.27703524 0.27703524 0.276303373 5 230038
0.18237566 0.279397741 0.279397741 0.278728109 6 230038
0.214876569 0.307812556 0.307812556 0.309199058 7 230038
0.214353543 0.22969486 0.22969486 0.230247472 8 230038
0.225594668 0.313530763 0.313530763 0.314965738 9 230038
0.230837991 0.24521422 0.24521422 0.24568118 10 230038
0.182113716 0.300856175 0.300856175 0.30039796 11 230038
0.193223717 0.304292527 0.304292527 0.303965684 12 230038
8.106967167E-02 5.737229858E-02 5.737229858E-02 5.800619322E-02 1 230039
5.912678734E-02 4.610283456E-02 4.610283456E-02 4.562092995E-02 2 230039
0.62001663 0.126593877 0.126593877 0.120571641 1 23003B
0.168244736 0.479573139 0.479573139 0.478231267 1 23003D
0.239118538 4.826577233E-02 4.826577233E-02 4.833858668E-02 1 23003E
0.65934853 0.108294596 0.108294596 0.108173724 2 23003E
0.132546041 0.157033393 0.157033393 0.157639382 1 23003G
0.964618882 0.332704153 0.152835623 0.155738417 1 23003H
4.615849607E-02 0.334874339 0.343882457 0.344001141 2 23003H
0.248726621 0.369745717 0.373898084 0.37388045 1 23003L
0.867962677 0.468458883 0.468458883 0.483062091 1 23003M
0.608553515 0.170991002 0.170991002 8.022958307E-02 2 23003M
0.609341672 0.172614987 0.172614987 8.102985487E-02 3 23003M
0.592677753 7.385046708E-02 7.385046708E-02 0.132362964 4 23003M
0.702278693 0.154053068 0.154053068 0.133896455 5 23003M
0.87701762 0.531966768 0.531966768 0.521731745 6 23003M
0.901185367 0.569893378 0.569893378 0.529244932 7 23003M
0.968985773 0.370352568 0.370352568 0.372068344 8 23003M
0.94551365 0.398393047 0.398393047 0.452898401 9 23003M
0.113747396 0.195277512 0.195277512 0.196330968 1 23003O
0.195295344 0.264205088 0.264205088 0.264994766 2 23003O
0.16344036 0.170171425 0.170171425 0.17312223 3 23003O
0.199631237 0.347571425 0.347571425 0.3483233 4 23003O
0.164970355 0.161183591 0.161183591 0.161997767 5 23003O
0.780347913 0.81578215 0.81578215 0.812243065 6 23003O
0.780485398 0.815840525 0.815840525 0.812301344 7 23003O
0.145834832 0.196565998 0.196565998 0.192629154 1 23003S
0.273540683 0.270195907 0.270195907 0.269201989 2 23003S
9.297745247E-02 0.132948006 0.132948006 0.130195301 3 23003S
0.146760959 0.146297522 0.146297522 0.14415045 4 23003S
7.538508303E-02 6.718402519E-02 6.718402519E-02 6.651629874E-02 5 23003S
0.172412848 0.175713199 0.175713199 0.17672932 1 23003T
0.172824916 0.17616429 0.17616429 0.177179479 2 23003T
0.228010542 0.171648591 0.171648591 0.45803941 3 23003T
0.214706395 0.236909119 0.236909119 0.238942555 4 23003T
0.247657097 0.49483788 0.49483788 0.512202326 5 23003T
0.602362265 0.645342857 0.645342857 0.644763193 6 23003T
0.634218504 0.604421426 0.604421426 0.60619507 7 23003T
0.435329234 0.47262105 0.47262105 0.476119136 8 23003T
0.200241145 0.242760428 0.242760428 0.328708302 9 23003T
0.710686074 0.12759594 0.12759594 0.126216601 1 23003U
0.845559679 0.186619214 0.186619214 0.18259766 2 23003U
0.708563437 0.119597566 0.119597566 0.118268914 3 23003U
0.158697769 9.53949412E-02 9.53949412E-02 9.599474335E-02 1 23003V
0.158690828 9.524701289E-02 9.524701289E-02 9.585462216E-02 2 23003V
0.137263064 0.112762467 0.112762467 0.112881487 3 23003V
0.1894381 0.214233969 0.214233969 0.213184065 4 23003V
0.172132655 0.108318115 0.108318115 0.108199178 1 23003W
0.391233369 0.110120294 0.110120294 0.111785796 2 23003W
0.346782274 0.169088868 0.169088868 0.166546439 1 23003X
0.182382619 0.182940352 0.182940352 0.182940352 1 23003Z
0.10846897 5.480998658E-02 5.480998658E-02 5.467426396E-02 1 230042
0.202107166 0.172405365 0.172405365 0.171580563 1 230041
0.34113789 0.261769569 0.261769569 0.261549493 1 230043
0.324000576 0.327111824 0.327111824 0.327111824 1 230044
0.233425855 0.235187239 0.235187239 0.235187239 2 230044
0.278537804 0.279906582 0.279906582 0.279906582 3 230044
0.188088569 0.188119327 0.188119327 0.188119327 1 230045
0.193928996 0.193914647 0.193914647 0.193914647 2 230045
0.419421439 0.419536977 0.419536977 0.419536977 3 230045
4.874695612E-02 5.980674153E-02 5.980674153E-02 6.126584509E-02 1 230047
0.428680754 0.131615692 0.131615692 0.132827268 1 230048
0.428677471 0.131693771 0.131693771 0.132904038 2 230048
0.522272475 0.119578259 0.119578259 0.1199764 3 230048
0.468972898 0.125731363 0.125731363 0.125711756 4 230048
0.467401816 0.122063212 0.122063212 0.122713281 5 230048
0.730074866 0.234357067 0.234357067 0.236028156 6 230048
0.588484379 0.108241573 0.108241573 0.108360011 7 230048
0.514417969 0.667164142 0.667164142 0.665813965 8 230048
0.571571768 0.584951569 0.584951569 0.582767458 9 230048
0.402548227 0.170978489 0.170978489 0.170555494 10 230048
0.575712003 0.563480951 0.563480951 0.563643468 11 230048
6.628970424E-02 7.772910253E-02 7.772910253E-02 7.675598836E-02 1 230049
0.113761994 7.526513992E-02 7.526513992E-02 7.43309863E-02 2 230049
7.171652805E-02 0.144577267 0.144577267 0.147975171 3 230049
