#Atom_RMSD:ini opt reo ret zincid
0.856748 0.590866 0.590866 0.590885 2300L6
0.103779 0.0832926 0.0832926 0.083779 2300L7
0.168687 0.121611 0.121611 0.15157 2300L8
0.0589606 0.131289 0.131289 0.130906 2300L9
0.326204 0.29081 0.29081 0.291722 2300LA
0.0964953 0.190138 0.190138 0.189801 2300LB
0.121064 0.113895 0.113895 0.109661 2300LC
0.664871 0.484065 0.484065 0.48377 2300LD
0.232879 0.151719 0.151719 0.147299 2300LE
0.338044 0.297276 0.297276 0.329781 2300LF
0.403399 0.226979 0.226979 0.229046 2300LG
0.60323 0.619312 0.619312 0.546824 2300LH
0.374043 0.214312 0.214312 0.222216 2300LI
0.729799 0.775732 0.775732 0.775732 2300LJ
0.161271 0.202624 0.202624 0.203717 2300LK
0.463607 0.476154 0.476154 0.476253 2300LL
0.629677 0.177907 0.177907 0.167653 2300LM
0.13042 0.173374 0.173374 0.173374 2300LN
1.21945 0.0611153 0.0611153 0.061235 2300LO
0.126911 0.170999 0.170999 0.170996 2300LP
0.115936 0.214514 0.214514 0.260644 2300LQ
0.0509223 0.0633839 0.0633839 0.0647636 2300LR
0.311519 0.389238 0.389238 0.391561 2300LS
0.415679 0.465501 0.431975 0.377018 2300LT
0.307756 0.600526 0.600526 0.594465 2300LU
0.35708 0.185606 1.05219 1.05346 2300LV
0.490126 0.106584 0.106584 0.106524 2300LX
0.750386 0.711508 0.711508 0.711755 2300LY
0.251654 0.190783 0.190783 0.2015 2300LZ
0.129626 0.123211 0.123211 0.123959 2300M0
0.603685 0.414177 0.414177 0.413955 2300M1
0.348575 0.152876 0.152876 0.152919 2300M2
0.502411 0.158533 0.158533 0.157098 2300M3
0.263333 0.230513 0.230513 0.227868 2300M5
0.598366 0.174499 0.174499 0.174482 2300M6
0.396011 0.0874843 0.0874843 0.0872434 2300M7
0.341449 0.261205 0.261205 0.263811 2300M8
0.183109 0.275172 0.275172 0.273452 2300MA
0.14723 0.139941 0.139941 0.140936 2300MB
0.32919 0.404353 0.404353 0.403675 2300MD
0.173589 0.259846 0.259846 0.253219 2300ME
0.906599 0.282289 0.282289 0.282365 2300MF
0.40243 0.0710963 0.0710963 0.0710362 2300MI
0.285863 0.267454 0.267454 0.258317 2300MJ
0.215507 0.215546 0.215546 0.214195 2300MK
0.0781502 0.0725975 0.0725975 0.073699 2300ML
0.24021 0.26507 0.26507 0.260635 2300MM
0.295425 0.312389 0.312389 0.311054 2300MN
0.358838 0.293588 0.293588 0.293607 2300MO
0.239108 0.284378 0.284378 0.283588 2300MP
0.359062 0.306147 0.306147 0.307715 2300MR
0.16995 0.204915 0.204915 0.179098 2300MS
0.250108 0.222596 0.222596 0.250328 2300MT
0.413354 0.577268 0.577268 0.572033 2300MU
0.444428 0.356093 0.356093 0.362104 2300MW
0.895125 0.150069 0.150069 0.144704 2300MY
0.554241 0.121215 0.121215 0.120077 2300MZ
0.528978 0.268038 0.268038 0.267682 2300N1
0.177703 0.305481 0.334832 0.330116 2300N2
0.200381 0.194238 0.194238 0.19392 2300N3
0.689089 0.286201 0.286201 0.286526 2300N5
0.722793 0.109669 0.109669 0.107155 2300N6
0.567074 0.470625 0.470625 0.469819 2300N7
0.450374 0.443957 0.443957 0.443321 2300N8
0.0594528 0.106169 0.106169 0.106441 2300N9
0.468489 0.218921 0.218921 0.217322 2300NA
0.311798 0.311544 0.311544 0.311544 2300NB
0.0913153 0.0914768 0.0914768 0.0914768 2300NC
0.216221 0.151887 0.151887 0.152096 2300ND
0.278395 0.210617 0.210617 0.199522 2300NE
0.074512 0.107072 0.107072 0.106955 2300NF
0.41241 0.413187 0.413187 0.413353 2300NH
0.146254 0.135159 0.135159 0.135402 2300NI
0.0910618 0.0737905 0.0737905 0.0740465 2300NJ
0.317969 0.301572 0.301572 0.299796 2300NK
0.116422 0.20305 0.20305 0.202405 2300NL
0.124425 0.162635 0.162635 0.174583 2300NM
0.398126 0.164923 0.164923 0.164618 2300NN
0.38875 0.386488 0.386488 0.385833 2300NO
0.159747 0.180317 0.180317 0.179699 2300NP
0.0431293 0.0431292 0.0431292 0.0431292 2300NQ
0.338841 0.197443 0.197443 0.19524 2300NR
0.502028 0.643427 0.643427 0.623203 2300NS
0.296526 0.248371 0.248371 0.259042 2300NT
0.0414149 0.0409216 0.0409216 0.0406082 2300NU
0.0521997 0.0327216 0.0327216 0.0327905 2300NV
0.175983 0.252679 0.252679 0.252792 2300NW
0.346511 0.146374 0.146374 0.148273 2300NX
0.384851 0.380529 0.380529 0.381919 2300NY
0.0951643 0.0511181 0.0511181 0.0510105 2300NZ
0.431176 0.210524 0.210524 0.201504 2300O0
0.426907 0.410609 0.410609 0.410636 2300O1
0.165809 0.157555 0.176732 0.179207 2300O2
0.435044 0.171717 0.171717 0.166566 2300O3
1.82105 0.254791 0.254791 0.254763 2300O4
0.379258 0.090298 0.090298 0.0952352 2300O5
0.142679 0.122452 0.122452 0.122262 2300O6
0.856381 0.19979 0.239964 0.237387 2300O7
1.10891 0.26589 0.26589 0.266328 2300O9
0.0410416 0.0482796 0.0482796 0.0480337 2300OA
0.163019 0.087422 0.087422 0.0776692 2300OB
0.201885 0.175182 0.175182 0.184478 2300OD
0.0603573 0.0644312 0.0644312 0.0660592 2300OE
0.412813 0.446065 0.446065 0.441806 2300OF
0.415657 0.387352 0.387352 0.382742 2300OG
0.0582372 0.0711007 0.0711007 0.074657 2300OH
0.0971832 0.208455 0.208455 0.210668 2300OI
0.0740616 0.0422789 0.0422789 0.0441451 2300OJ
0.568217 0.442191 0.442191 0.445096 2300OL
0.256961 0.356292 0.356292 0.355315 2300OM
0.451333 0.445513 0.445513 0.445797 2300ON
0.159847 0.201048 0.201048 0.201048 2300OQ
0.0832279 0.0750727 0.0750727 0.07558 2300OR
0.129642 0.278755 0.278755 0.276228 2300OS
0.060386 0.046571 0.046571 0.046571 2300OT
0.137812 0.146856 0.146856 0.156238 2300OU
0.404555 0.191268 0.191268 0.190441 2300OV
0.0868016 0.0510915 0.0510915 0.0512007 2300OW
0.672431 0.449659 0.449659 0.367165 2300OX
0.313623 0.33049 0.33049 0.332299 2300OY
0.26176 0.274317 0.274317 0.264174 2300OZ
0.977432 0.286274 0.286274 0.28942 2300P0
0.3139 0.295972 0.295972 0.295284 2300P1
0.303057 0.208783 0.208783 0.204015 2300P2
0.395014 0.305202 0.305202 0.305202 2300P4
0.587727 0.115267 0.115267 0.114323 2300P5
0.62206 0.264371 0.278092 0.275722 2300P6
0.338387 0.238515 0.238515 0.229597 2300P7
0.22001 0.116961 0.116961 0.117351 2300P8
0.341387 0.349134 0.349134 0.348724 2300P9
0.248452 0.343967 0.343967 0.347932 2300PA
0.168773 0.170365 0.170365 0.168713 2300PB
0.230359 0.487245 0.487245 0.485503 2300PC
0.0729122 0.0742708 0.0742708 0.0736552 2300PD
0.462335 0.142804 0.142804 0.143277 2300PF
0.235514 0.214067 0.214067 0.213025 2300PG
0.22053 0.378812 0.378812 0.379406 2300PH
0.354059 0.354007 0.354007 0.354007 2300PJ
0.751876 0.170118 0.170118 0.161876 2300PK
0.19 0.233072 0.233072 0.235105 2300PM
0.200952 0.178178 0.178178 0.17405 2300PN
0.218193 0.118516 0.118516 0.118296 2300PO
0.234291 0.224316 0.224316 0.22128 2300PP
0.221346 0.161346 0.161346 0.167597 2300PQ
0.0787576 0.0555151 0.0555151 0.0555558 2300PR
0.390931 0.309005 0.309005 0.309004 2300PT
0.536381 0.265613 0.265613 0.266271 2300PU
0.0729153 0.0696154 0.0696154 0.0691523 2300PV
0.545692 0.469196 0.469196 0.469754 2300PX
0.288602 0.269378 0.269378 0.271555 2300PY
0.455523 0.248215 0.248215 0.248515 2300PZ
0.0938133 0.122731 0.122731 0.122732 2300Q0
0.252437 0.1739 0.1739 0.20554 2300Q1
0.379751 0.324452 0.324452 0.295949 2300Q3
1.02007 0.320614 0.320614 0.338805 2300Q4
0.866403 0.222241 0.222241 0.225381 2300Q5
0.0780966 0.0832204 0.0832204 0.0844514 2300Q8
0.119719 0.0708993 0.0708993 0.0689541 2300QA
0.219019 0.335699 0.335699 0.335757 2300QC
0.489729 0.159915 0.159915 0.159829 2300QD
0.512316 0.13735 0.13735 0.136279 2300QE
0.339553 0.312541 0.312541 0.302693 2300QF
0.18481 0.2262 0.2262 0.229352 2300QG
0.229082 0.165101 0.165101 0.167858 2300QH
0.162184 0.118664 0.118664 0.118604 2300QI
0.237349 0.288897 0.288897 0.289258 2300QJ
0.168278 0.139044 0.139044 0.140464 2300QK
0.425145 0.203399 0.203399 0.198805 2300QL
0.136798 0.91069 0.91069 0.911946 2300QM
0.463463 0.378372 0.378372 0.372854 2300QN
0.156853 0.138875 0.138875 0.139101 2300QP
0.342261 0.35271 0.35271 0.349115 2300QQ
0.377036 0.403506 0.403506 0.408309 2300QS
0.260972 0.135624 0.135624 0.135624 2300QT
0.136023 0.163569 0.163569 0.16346 2300QU
0.356992 0.451319 0.451319 0.449736 2300QV
0.125115 0.159007 0.159007 0.136291 2300QW
0.504916 0.337188 0.337188 0.297777 2300QX
0.551414 0.178035 0.178035 0.178316 2300QZ
0.227662 0.235394 0.235394 0.235909 2300R0
0.236543 0.151858 0.151858 0.154066 2300R1
0.988533 0.0909508 0.0909508 0.0909558 2300R2
0.226721 0.439726 0.439726 0.439856 2300R3
0.183388 0.142879 0.142879 0.175866 2300R4
0.222753 0.482069 0.482069 0.481287 2300R5
0.540683 0.559889 0.559889 0.528541 2300R7
0.515353 0.215814 0.215814 0.216827 2300R8
0.0842185 0.0702677 0.0702677 0.0705198 2300RA
0.19318 0.191119 0.191119 0.19636 2300RC
0.594832 0.77447 0.77447 0.756586 2300RD
0.46584 0.356506 0.356506 0.352248 2300RE
0.63075 0.184153 0.184153 0.183913 2300RG
0.0879458 0.279901 0.279901 0.0983809 2300RH
0.190778 0.195634 0.195634 0.189917 2300RI
0.354453 0.358416 0.358416 0.361072 2300RK
0.481828 0.472846 0.472846 0.472739 2300RL
0.0984366 0.118742 0.118742 0.117155 2300RO
0.105336 0.29403 0.29403 0.290383 2300RP
0.257575 0.476464 0.482514 0.474406 2300RQ
0.160169 0.230614 0.230614 0.228342 2300RR
0.336296 0.281305 0.281305 0.280721 2300RS
0.603396 0.418755 0.418755 0.417811 2300RT
0.2538 0.291911 0.291911 0.287199 2300RW
0.41958 0.398792 0.398792 0.398792 2300RX
0.381277 0.385184 0.385184 0.36131 2300RY
0.130305 0.127952 0.127952 0.131703 2300RZ
0.327701 0.23303 0.23303 0.236624 2300S0
0.557986 0.839048 0.839048 0.839367 2300S1
0.256286 0.184967 0.184967 0.188112 2300S2
0.393816 0.180212 0.180212 0.172893 2300S3
0.235826 0.224209 0.224209 0.226657 2300S4
0.0980071 0.107966 0.107966 0.109297 2300S5
0.0659854 0.0979376 0.0979376 0.0979915 2300S6
0.305816 0.530249 0.530249 0.530129 2300S8
0.774716 0.466951 0.466951 0.468009 2300SB
0.590995 0.268549 0.268549 0.267734 2300SC
0.303139 0.422312 0.422312 0.422684 2300SD
0.377437 0.374561 0.374561 0.374817 2300SE
0.20461 0.223801 0.223801 0.226516 2300SF
0.27688 0.237485 0.237485 0.287082 2300SH
0.21905 0.268099 0.268099 0.271741 2300SI
0.351072 0.199663 0.199663 0.204801 2300SJ
0.124216 0.117208 0.117208 0.120411 2300SK
0.207872 0.381535 0.381535 0.38222 2300SL
0.457234 0.261482 0.261482 0.263265 2300SM
0.507718 0.522651 0.522651 0.522651 2300SN
0.131465 0.167817 0.167817 0.169361 2300SO
0.207469 0.177878 0.177878 0.178681 2300SQ
0.33539 0.344368 0.344368 0.340924 2300SR
0.554919 0.316116 0.316116 0.315082 2300SS
0.232874 0.237042 0.237042 0.262121 2300ST
0.313744 0.3809 0.3809 0.374434 2300SU
0.718651 0.102312 0.102312 0.101118 2300SW
0.133508 0.105886 0.105886 0.106124 2300SX
0.186101 0.27132 0.27132 0.267886 2300SY
0.231717 0.173351 0.173351 0.173662 2300SZ
0.563701 0.367234 0.367234 0.368892 2300T0
0.489368 0.650996 0.650996 0.636106 2300T1
0.254912 0.33022 0.33022 0.329671 2300T2
0.524946 0.356654 0.356654 0.320269 2300T3
0.380128 0.395273 0.395273 0.395046 2300T4
0.156387 0.337518 0.337518 0.337974 2300T5
0.433123 0.394213 0.394213 0.338554 2300T6
0.203984 0.265838 0.265838 0.265838 2300T7
0.563565 0.589913 0.589913 0.582858 2300T8
0.412209 0.383797 0.383797 0.388627 2300T9
0.192931 0.265715 0.265715 0.265562 2300TA
0.199454 0.190687 0.190687 0.184731 2300TB
0.48103 0.502232 0.502232 0.50227 2300TC
0.0866718 0.0920999 0.0920999 0.0916123 2300TD
0.241268 0.219797 0.219797 0.220116 2300TE
0.317386 0.244994 0.23007 0.23017 2300TF
0.36963 0.295909 0.295909 0.295909 2300TG
0.333123 0.342355 0.342355 0.342149 2300TH
0.474494 0.442951 0.442951 0.443543 2300TJ
0.291654 0.303419 0.303419 0.303845 2300TK
0.837666 0.248963 0.248963 0.256579 2300TL
0.458173 0.452062 0.452062 0.452194 2300TM
0.698081 0.545368 0.545368 0.448071 2300TN
0.120895 0.110632 0.110632 0.110227 2300TO
0.61308 0.329493 0.486833 0.486516 2300TP
0.377759 0.0666097 0.0666097 0.0747392 2300TQ
0.100338 0.112947 0.112947 0.116716 2300TR
0.266233 0.234985 0.234985 0.234424 2300TS
0.107778 0.122452 0.122452 0.121494 2300TT
0.331454 0.185879 0.185879 0.183832 2300TU
0.504515 0.0758334 0.0758334 0.0733177 2300TV
0.693772 0.297319 0.297319 0.29716 2300TW
0.499349 0.490723 0.487337 0.487688 2300TX
0.364588 0.409727 0.409727 0.409369 2300TY
0.26531 0.266031 0.266031 0.266124 2300TZ
0.282564 0.200804 0.200804 0.197767 2300U0
0.431599 0.34375 0.34375 0.345013 2300U1
0.524172 0.126426 0.126426 0.13128 2300U3
0.0954488 0.0971237 0.0971237 0.097368 2300U4
0.58444 0.676892 0.676892 0.876378 2300U5
0.365037 0.363141 0.363141 0.362138 2300U6
0.250173 0.175067 0.175067 0.174698 2300U8
0.164493 0.239642 0.239642 0.255941 2300U9
0.814505 0.398766 0.398766 0.403433 2300UA
0.517178 0.527923 0.527923 0.527923 2300UC
0.591324 0.535313 0.535313 0.536686 2300UD
0.290912 1.06204 1.06204 1.06615 2300UE
0.154317 0.210597 0.210597 0.209391 2300UF
0.246394 0.615731 0.615731 0.625624 2300UH
0.211074 0.195788 0.195788 0.202259 2300UI
0.159823 0.578062 0.578062 0.578191 2300UJ
0.207911 0.487659 0.487659 0.487758 2300UK
0.407627 0.409792 0.409792 0.410001 2300UL
0.292596 0.382026 0.382026 0.382064 2300UM
0.597166 0.179048 0.179048 0.179611 2300UN
0.517641 0.369873 0.324757 0.327058 2300UP
0.530696 0.481974 0.289997 0.40038 2300UQ
0.322959 0.295985 0.295985 0.295953 2300US
0.465821 0.61152 0.61152 0.610157 2300UT
0.395477 0.575684 0.575684 0.570668 2300UU
0.235472 0.178047 0.178047 0.178344 2300UW
0.720169 0.0783462 0.0783462 0.077922 2300UX
0.929259 0.57343 0.57343 0.573186 2300UY
0.574662 0.342974 0.342974 0.341837 2300UZ
0.11129 0.0977493 0.0977493 0.0983474 2300V0
0.302142 0.662835 0.662835 0.663703 2300V2
0.115897 0.154161 0.154161 0.114724 2300V4
0.230698 0.257889 0.257889 0.275838 2300V5
0.242699 0.249459 0.249459 0.249515 2300V6
0.0680213 0.0543596 0.0543596 0.0554877 2300V7
0.292557 0.135369 0.135369 0.134516 2300V8
0.365986 0.255248 0.255248 0.254757 2300V9
0.366596 0.355775 0.355775 0.355814 2300VA
0.114794 0.142901 0.200526 0.200202 2300VB
0.418211 0.164524 0.164524 0.164524 2300VC
0.700261 0.433824 0.433824 0.417326 2300VD
0.323089 0.0959964 0.0959964 0.0956982 2300VE
0.138218 0.247788 0.247788 0.246645 2300VF
0.373492 0.397056 0.397056 0.40579 2300VG
0.529196 0.551277 0.382755 0.389205 2300VH
0.165949 0.19068 0.19068 0.189475 2300VI
0.242897 0.258892 0.258892 0.16241 2300VJ
0.522071 0.529618 0.529618 0.530468 2300VK
0.284196 0.441276 0.441276 0.441842 2300VL
0.107523 0.113325 0.113325 0.113145 2300VM
0.180142 0.105112 0.105112 0.10642 2300VN
0.343542 0.340805 0.340805 0.340877 2300VP
0.154005 0.443964 0.443964 0.44201 2300VQ
0.482061 0.430344 0.430344 0.426778 2300VU
0.768981 0.344608 0.344608 0.347814 2300VV
0.502939 0.531291 0.531291 0.529394 2300VW
0.846728 1.01152 1.01152 1.00746 2300VX
1.30083 0.296625 0.296625 0.296219 2300VY
0.193514 0.175718 0.175718 0.178041 2300VZ
0.237839 0.236543 0.236543 0.233097 2300W0
0.350524 0.272828 0.272828 0.27473 2300W1
0.510766 0.68749 0.68749 0.687293 2300W2
0.315851 0.27654 0.27654 0.274755 2300W3
0.165247 0.101354 0.101354 0.101119 2300W4
0.117848 0.0937935 0.0937935 0.0921941 2300W5
0.234432 0.227197 0.227197 0.225938 2300W6
0.337678 0.38454 0.38454 0.381616 2300W7
0.23981 0.0629403 0.0629403 0.0598847 2300W8
0.134855 0.159939 0.159939 0.157665 2300WC
0.354459 0.374782 0.374782 0.371068 2300WG
0.661358 0.298847 0.298847 0.297031 2300WH
0.212008 0.134197 0.134197 0.138157 2300WI
0.312512 0.312764 0.312764 0.312025 2300WJ
0.0587881 0.0781736 0.0781736 0.0809369 2300WK
0.0593018 0.0498297 0.0498297 0.100774 2300WL
0.392057 0.271224 0.271224 0.270698 2300WM
0.179597 0.136267 0.136267 0.136657 2300WN
0.0944423 0.591326 0.591326 0.594177 2300WO
0.425038 0.321102 0.321102 0.32192 2300WP
0.136653 0.155924 0.155924 0.155947 2300WQ
0.156555 0.151709 0.151709 0.151709 2300WR
0.214228 0.194489 0.194489 0.200746 2300WT
0.108957 0.0605559 0.0605559 0.0608097 2300WU
0.532047 0.569133 0.569133 0.569273 2300WV
0.700584 0.355491 0.355491 0.342907 2300WW
0.204479 0.182648 0.182648 0.182253 2300WX
0.357682 0.27034 0.27034 0.27001 2300WY
0.209363 0.101566 0.101566 0.104126 2300WZ
0.429652 0.255435 0.255435 0.254565 2300X0
0.171845 0.262774 0.262774 0.263413 2300X1
0.43036 0.521208 0.521208 0.508375 2300X2
0.098697 0.130727 0.130727 0.131128 2300X3
0.459905 0.423366 0.241281 0.239529 2300X4
0.330837 0.151178 0.151178 0.151757 2300X5
0.115993 0.142883 0.142883 0.140945 2300X6
0.271486 0.307443 0.307443 0.304657 2300X7
0.485476 0.111825 0.111825 0.114036 2300X9
0.47606 0.616295 0.616295 0.614005 2300XB
0.497101 0.0461101 0.0461101 0.0461516 2300XD
0.247165 0.238852 0.238852 0.238645 2300XE
0.640925 0.23525 0.23525 0.251889 2300XF
0.496508 0.125435 0.125435 0.125476 2300XH
0.158879 0.141003 0.141003 0.14078 2300XI
0.457105 0.342615 0.342615 0.342714 2300XJ
0.395404 0.390869 0.390869 0.39144 2300XK
0.130429 0.0693958 0.0693958 0.0697303 2300XL
0.280171 0.553778 0.553778 0.558426 2300XM
0.260335 0.258049 0.258049 0.25696 2300XN
0.336493 0.320299 0.320299 0.319745 2300XP
0.544472 0.196347 0.196347 0.196545 2300XT
0.432236 0.594567 0.594567 0.595326 2300XU
0.572002 0.467427 0.467427 0.467693 2300XV
0.501835 0.288764 0.288764 0.292994 2300XW
0.217543 0.11442 0.11442 0.116042 2300XY
0.418778 0.419853 0.419853 0.41834 2300XZ
0.189155 0.269239 0.269239 0.264439 2300Y1
0.0746744 0.128607 0.128607 0.126231 2300Y2
0.3112 0.347899 0.347899 0.341453 2300Y3
0.396033 0.295176 0.153912 0.16017 2300Y4
0.706188 0.182185 0.182185 0.182242 2300Y5
0.128106 0.1505 0.1505 0.149348 2300Y6
0.217109 0.382737 0.382737 0.384353 2300Y7
0.19244 0.204248 0.204248 0.200173 2300Y8
0.27944 0.100667 0.100667 0.0998404 2300Y9
0.779901 0.122052 0.122052 0.122475 2300YA
0.167013 0.130519 0.130519 0.126826 2300YC
0.550089 0.19723 0.19723 0.210533 2300YE
0.981922 0.311971 0.313706 0.32362 2300YF
0.326033 0.378607 0.378607 0.380988 2300YH
0.453656 0.170531 0.170531 0.173286 2300YI
0.635745 0.112084 0.112084 0.113085 2300YJ
0.437522 0.183825 0.183825 0.183309 2300YK
0.289624 0.314526 0.314526 0.3141 2300YL
0.741646 0.199124 0.199124 0.194858 2300YM
0.42823 0.499832 0.499832 0.467307 2300YO
0.229367 0.212238 0.212238 0.211884 2300YP
0.198033 0.28179 0.28179 0.28179 2300YQ
0.514713 0.408802 0.408802 0.408293 2300YR
0.15854 0.160203 0.160203 0.158006 2300YS
0.664746 0.974688 0.974688 0.974934 2300YW
0.138004 0.15781 0.168668 0.160357 2300YX
0.176115 0.277091 0.277091 0.279002 2300YY
0.762311 0.206187 0.206187 0.209689 2300Z1
0.702594 0.0272077 0.0272077 0.0267457 2300Z2
0.871521 0.313606 0.313606 0.304749 2300Z3
1.18142 0.419357 0.407695 0.405969 2300Z5
0.154783 0.153964 0.153964 0.142927 2300Z7
0.975095 0.241751 0.241751 0.236592 2300Z9
0.780777 0.412516 0.375249 0.388669 2300ZA
0.45683 0.269478 0.381514 0.383208 2300ZC
0.235144 0.19141 0.19141 0.182565 2300ZE
0.0968047 0.199459 0.199459 0.155266 2300ZF
0.543972 0.483731 0.483731 0.48543 2300ZG
0.0751858 0.0696541 0.0696541 0.0696541 2300ZH
0.682963 0.547916 0.547916 0.548256 2300ZI
0.204602 0.203553 0.203553 0.202148 2300ZJ
0.405019 0.563616 0.563616 0.562362 2300ZK
0.150224 0.121556 0.121556 0.119761 2300ZM
0.393296 0.421642 0.421642 0.412419 2300ZN
0.10903 0.133163 0.133163 0.131396 2300ZO
0.22019 0.233124 0.233124 0.231825 2300ZP
0.239917 0.0614836 0.0614836 0.0605835 2300ZR
0.179783 0.152899 0.152899 0.146146 2300ZS
0.295705 0.261436 0.261436 0.258056 2300ZT
0.0625156 0.0985795 0.0985795 0.0968888 2300ZV
0.142186 0.131569 0.131569 0.129635 2300ZY
0.0953899 0.150701 0.150701 0.150298 2300ZZ
0.0663794 0.458334 0.458334 0.45832 230101
0.366379 0.106986 0.106986 0.106764 230105
0.264367 0.236016 0.226395 0.233732 230109
0.332099 0.295374 0.295374 0.29378 23010B
0.30425 0.169144 0.169144 0.169647 23010C
0.353355 0.388383 0.388383 0.386416 23010D
0.355664 0.369568 0.369568 0.368857 23010E
0.320429 0.372842 0.372842 0.370487 23010F
0.242242 0.175648 0.175648 0.162046 23010G
0.18198 0.18432 0.18432 0.19351 23010H
0.406457 0.371408 0.360487 0.292714 23010I
0.232612 0.20693 0.20693 0.20907 23010J
0.076174 0.0581148 0.0581148 0.0567332 23010K
0.254671 0.255846 0.255846 0.249781 23010L
0.105713 0.134951 0.134951 0.135339 23010M
0.452117 0.504891 0.504891 0.506279 23010O
0.0852411 0.439345 0.439345 0.412128 23010Q
0.420911 0.367944 0.367944 0.363092 23010R
0.351613 0.353547 0.353547 0.353166 23010S
0.582516 0.481102 0.481102 0.481227 23010V
0.21669 0.102408 0.102408 0.102293 2300SG
0.586866 0.229726 0.229726 0.228411 23010W
0.442426 0.416316 0.416316 0.417292 23010X
0.5587 0.462541 0.462541 0.462098 23010Y
0.518771 0.188218 0.188218 0.190073 23010Z
0.256504 0.200568 0.200568 0.200403 230110
0.344703 0.308295 0.308295 0.307857 230112
0.399767 0.683236 0.683236 0.680809 230113
0.744038 0.0649915 0.0649915 0.0648904 230114
0.149134 0.401408 0.401408 0.405908 230116
0.0756484 0.0827572 0.0827572 0.082426 230117
0.104441 0.135319 0.135319 0.140625 230118
0.377863 0.306619 0.306619 0.307849 23012N
0.0536467 0.223747 0.223747 0.224282 230119
0.472077 0.38291 0.38291 0.382952 23011A
0.135451 0.137588 0.137588 0.137807 23011B
0.520215 0.51461 0.51461 0.48061 23011C
0.0663649 0.0446568 0.0446568 0.0452921 23011E
1.30324 0.751341 0.751341 0.73134 23011F
0.320776 0.60003 0.60003 0.604401 23011I
0.132778 0.147989 0.147989 0.148493 23011L
0.483734 0.52593 0.52593 0.525112 23011M
0.191028 0.361808 0.358404 0.358322 23011N
0.565612 0.430454 0.430454 0.439944 23011P
0.660418 0.480803 0.480803 0.48028 23011Q
0.334661 0.670836 0.670836 0.670533 23011R
0.223233 0.275035 0.275035 0.275204 23011S
0.132823 0.513742 0.513742 0.5148 23011T
0.67205 0.673352 0.673352 0.673496 23011U
0.157898 0.301955 0.301955 0.302124 23011V
0.680516 0.817007 0.817007 0.557629 23011W
0.610499 0.281257 0.281257 0.281115 23011X
0.110723 0.270011 0.270011 0.269671 23011Y
0.478038 0.144071 0.144071 0.144394 23011Z
0.0711735 0.104734 0.104734 0.104746 230120
0.151918 0.167485 0.167485 0.16531 230121
0.397827 0.535214 0.535214 0.549662 230122
0.359242 0.195304 0.195304 0.194271 230123
0.198644 0.188564 0.188564 0.18771 230125
0.341274 0.492288 0.492288 0.494917 230126
0.216399 0.494757 0.494757 0.501109 230127
0.569323 0.862381 0.376032 0.460697 230129
0.556397 0.445558 0.445558 0.439181 23012A
0.528568 0.524813 0.524813 0.525092 23012B
0.498808 0.399657 0.399657 0.399504 23012C
0.687273 0.528852 0.528852 0.536716 23012D
0.95689 0.412372 0.412372 0.410139 23012E
0.251474 0.222959 0.222959 0.222261 23012F
1.10781 0.532233 0.532233 0.531232 23012G
0.465094 0.21571 0.226164 0.225451 23012H
0.408585 0.120853 0.120853 0.120881 23012I
0.149326 0.145244 0.145244 0.145305 23012J
0.258309 0.259584 0.259584 0.252579 23012K
0.199919 0.596949 0.596949 0.595691 23012L
0.365157 0.480957 0.480957 0.480496 23012M
